,año,sem,codigo,vales,zapatos,otras,fonac,alim,infon,falt,enf,ries,ISPT,ISPTA,IMSS,subs,t_per_g,t_per_e,t_per,t_ded,neto
5991,2019,31,6083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.68,32.33,964.06,218.87,1182.93,33.68,1149.25
5992,2019,31,6766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.46,6.91,1144.45,170.82,1315.27,30.46,1284.81
5993,2019,31,7982,1.0,0.0,0.0,0.0,0.0,0.0,175.6,0.0,0.0,0.0,0.0,26.5,28.95,1117.03,173.17,1290.2,203.1,1087.1
5994,2019,31,4137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.79,0.0,91.14,0.0,3275.4,622.75,3898.15,493.93,3404.22
5995,2019,31,8009,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,20.97,42.7,921.92,138.87,1060.79,166.17,894.62
5996,2019,31,7542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,6.75,1145.9,172.43,1318.33,33.55,1284.78
5997,2019,31,8033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,15.22,36.65,916.23,96.93,1013.16,377.75,635.41
5998,2019,31,3780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.06,0.0,40.7,0.0,1752.64,361.58,2114.22,175.76,1938.46
5999,2019,31,6205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43,32.33,964.06,167.37,1131.43,27.43,1104.0
6000,2019,31,5027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,37.8,0.0,1230.04,143.04,1373.08,48.16,1324.92
6001,2019,31,7993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.84,0.0,24.28,0.0,1759.76,236.09,1995.85,160.12,1835.73
6002,2019,31,7818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.89,29.77,1004.04,172.81,1176.85,32.89,1143.96
6003,2019,31,7221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,31.07,983.69,234.97,1218.66,20.79,1197.87
6005,2019,31,7815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.23,0.0,31.68,0.0,3141.73,223.22,3364.95,405.91,2959.04
6006,2019,31,8055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,9.89,1107.48,48.51,1155.99,18.65,1137.34
6007,2019,31,6839,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,26.0,43.5,883.63,201.18,1084.81,147.51,937.3
6008,2019,31,5646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91,35.52,914.15,219.3,1133.45,30.91,1102.54
6009,2019,31,8011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,32.81,0.0,1246.79,180.28,1427.07,44.99,1382.08
6010,2019,31,7708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04,35.52,914.15,162.58,1076.73,31.04,1045.69
6011,2019,31,7869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77,32.33,964.06,167.37,1131.43,26.77,1104.66
6012,2019,31,7973,1.0,0.0,0.0,0.0,0.0,151.47,144.2,0.0,0.0,0.0,0.0,17.74,48.78,811.05,170.7,981.75,314.41,667.34
6013,2019,31,8043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,20.83,1042.16,141.05,1183.21,19.65,1163.56
6014,2019,31,8012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,0.0,24.74,0.0,1293.22,236.09,1529.31,41.97,1487.34
6015,2019,31,5679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.02,0.0,38.81,0.0,1434.03,276.09,1710.12,80.83,1629.29
6016,2019,31,7530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72,11.14,1087.96,254.07,1342.03,32.72,1309.31
6017,2019,31,6028,1.0,0.0,0.0,0.0,0.0,407.29,0.0,0.0,0.0,59.26,0.0,34.84,0.0,1601.75,296.26,1898.01,502.39,1395.62
6018,2019,31,6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6019,2019,31,3676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.98,0.0,36.55,0.0,1761.12,448.55,2209.67,172.53,2037.14
6020,2019,31,3221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,33.29,0.0,1362.76,371.6,1734.36,58.09,1676.27
6021,2019,31,7779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57,10.96,1090.76,166.28,1257.04,35.57,1221.47
6022,2019,31,7942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28,21.47,1032.16,141.69,1173.85,24.28,1149.57
6023,2019,31,8035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.32,21.47,1032.16,141.69,1173.85,23.32,1150.53
6024,2019,31,7845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.97,0.0,38.22,0.0,1254.04,143.04,1397.08,51.19,1345.89
6025,2019,31,7920,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87,33.95,938.63,231.42,1170.05,21.87,1148.18
6026,2019,31,7996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.83,38.08,874.26,171.17,1045.43,20.83,1024.6
6027,2019,31,2522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18,28.52,1023.59,265.01,1288.6,31.18,1257.42
6028,2019,31,7080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,0.0,40.71,0.0,1364.95,199.19,1564.14,65.75,1498.39
6029,2019,31,5965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.81,2.15,1188.13,211.19,1399.32,34.81,1364.51
6030,2019,31,5447,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,29.32,43.93,899.43,158.36,1057.79,174.52,883.27
6031,2019,31,7932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,38.26,871.38,158.48,1029.86,28.78,1001.08
6032,2019,31,6685,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,32.39,46.33,832.13,294.32,1126.45,153.9,972.55
6033,2019,31,8056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,27.97,0.0,1246.79,180.28,1427.07,40.15,1386.92
6034,2019,31,5549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.27,18.77,1074.28,235.95,1310.23,35.27,1274.96
6035,2019,31,854,1.0,0.0,0.0,0.0,0.0,332.71,0.0,0.0,0.0,144.77,0.0,41.49,0.0,1851.04,394.58,2245.62,519.97,1725.65
6036,2019,31,7295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47,6.75,1145.9,172.43,1318.33,33.47,1284.86
6037,2019,31,8059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26,871.38,158.48,1029.86,19.65,1010.21
6038,2019,31,4807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.35,0.0,110.77,0.0,3783.66,586.18,4369.84,622.12,3747.72
6039,2019,31,8018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.86,7.69,1137.24,231.65,1368.89,31.86,1337.03
6040,2019,31,3169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07,33.87,939.9,186.68,1126.58,30.07,1096.51
6041,2019,31,4514,1.0,0.0,0.0,0.0,0.0,365.24,0.0,0.0,0.0,23.03,0.0,34.54,0.0,1355.64,197.7,1553.34,423.81,1129.53
6042,2019,31,7814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42,29.77,1004.04,172.81,1176.85,32.42,1144.43
6043,2019,31,7754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,38.26,871.38,158.48,1029.86,24.67,1005.19
6044,2019,31,7717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41,0.0,32.05,0.0,1368.38,252.41,1620.79,57.46,1563.33
6045,2019,31,6014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72,0.0,32.26,0.0,1449.71,291.77,1741.48,75.98,1665.5
6046,2019,31,7775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.55,32.31,964.38,255.53,1219.91,24.55,1195.36
6047,2019,31,3827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31,7.62,1137.87,258.53,1396.4,39.31,1357.09
6049,2019,31,8054,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,16.69,48.78,811.05,170.7,981.75,161.89,819.86
6050,2019,31,5412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,36.16,904.15,163.22,1067.37,28.2,1039.17
6051,2019,31,7995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,20.83,1042.16,141.05,1183.21,21.37,1161.84
6052,2019,31,7395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.99,10.59,1096.46,158.5,1254.96,25.99,1228.97
6053,2019,31,214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.35,0.0,110.48,0.0,3783.66,586.18,4369.84,621.83,3748.01
6054,2019,31,7849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.66,32.31,964.38,255.53,1219.91,24.66,1195.25
6055,2019,31,5232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.98,0.0,51.89,0.0,1498.02,283.19,1781.21,100.87,1680.34
6056,2019,31,8019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.55,21.47,1032.16,141.69,1173.85,24.55,1149.3
6057,2019,31,4958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.56,35.52,914.15,162.58,1076.73,33.56,1043.17
6058,2019,31,3979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.97,0.0,106.06,0.0,3365.2,519.23,3884.43,528.03,3356.4
6059,2019,31,442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.43,0.0,40.71,0.0,1520.58,325.27,1845.85,92.14,1753.71
6060,2019,31,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6061,2019,31,7846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,29.13,1014.04,172.17,1186.21,34.3,1151.91
6062,2019,31,8062,1.0,0.0,0.0,0.0,0.0,0.0,120.51,120.51,0.0,0.0,0.0,14.02,46.47,781.31,126.84,908.15,256.04,652.11
6063,2019,31,7823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43,19.4,1064.51,178.24,1242.75,31.43,1211.32
6064,2019,31,7298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,35.91,0.0,1582.19,321.58,1903.77,94.05,1809.72
6065,2019,31,7963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09,36.61,897.13,182.58,1079.71,24.09,1055.62
6066,2019,31,5396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.74,33.87,939.9,186.68,1126.58,32.74,1093.84
6067,2019,31,7989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,37.25,887.13,183.22,1070.35,20.8,1049.55
6068,2019,31,7588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.35,32.22,965.65,210.78,1176.43,26.35,1150.08
6069,2019,31,7821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95,29.13,1014.04,172.17,1186.21,27.95,1158.26
6070,2019,31,6203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81,0.0,30.34,0.0,1261.73,135.04,1396.77,44.15,1352.62
6071,2019,31,6582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,15.98,42.19,874.28,191.51,1065.79,258.0,807.79
6072,2019,31,8060,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,34.78,925.76,219.37,1145.13,19.65,1125.48
6073,2019,31,7226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91,29.13,1014.04,172.17,1186.21,27.91,1158.3
6074,2019,31,7885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37,36.61,897.13,182.58,1079.71,29.37,1050.34
6075,2019,31,3326,1.0,0.0,0.0,0.0,0.0,352.72,0.0,0.0,0.0,47.98,0.0,38.7,0.0,1498.02,220.48,1718.5,440.4,1278.1
6076,2019,31,449,1.0,0.0,0.0,0.0,0.0,447.6,0.0,0.0,0.0,14.77,0.0,39.77,0.0,1279.79,168.79,1448.58,503.14,945.44
6077,2019,31,6934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.84,0.0,86.57,0.0,2999.45,460.71,3460.16,430.41,3029.75
6078,2019,31,7137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,0.0,38.06,0.0,1548.38,261.9,1810.28,92.52,1717.76
6079,2019,31,6682,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,17.72,50.19,785.3,146.36,931.66,162.92,768.74
6080,2019,31,1269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.01,36.16,904.15,163.22,1067.37,26.01,1041.36
6081,2019,31,7890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,5.43,1158.04,215.77,1373.81,31.8,1342.01
6082,2019,31,8031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,36.61,897.13,182.58,1079.71,20.98,1058.73
6083,2019,31,1419,1.0,0.0,0.0,0.0,0.0,412.37,0.0,0.0,0.0,55.99,0.0,39.51,0.0,1571.66,232.26,1803.92,508.87,1295.05
6084,2019,31,8067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26,871.38,158.48,1029.86,19.65,1010.21
6085,2019,31,8039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,19.4,1064.5,216.87,1281.37,19.65,1261.72
6086,2019,31,3525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.02,0.0,38.03,0.0,1373.99,209.81,1583.8,64.05,1519.75
6087,2019,31,8036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04,38.26,871.38,209.98,1081.36,23.04,1058.32
6088,2019,31,6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78,35.52,914.15,162.58,1076.73,35.78,1040.95
6089,2019,31,7907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.65,0.0,41.97,0.0,1767.27,297.86,2065.13,178.62,1886.51
6090,2019,31,4775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59,7.84,1135.9,250.77,1386.67,31.59,1355.08
6091,2019,31,8069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.33,0.0,38.17,0.0,1764.27,423.54,2187.81,174.5,2013.31
6093,2019,31,4832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42,0.0,26.16,0.0,1313.28,217.18,1530.46,45.58,1484.88
6094,2019,31,3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.88,0.0,59.76,0.0,2335.88,350.54,2686.42,276.64,2409.78
6095,2019,31,624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.52,0.0,49.86,0.0,2061.75,430.35,2492.1,222.38,2269.72
6096,2019,31,6877,1.0,0.0,0.0,226.89,0.0,0.0,0.0,0.0,0.0,13.54,0.0,28.62,0.0,1268.46,179.21,1447.67,270.05,1177.62
6097,2019,31,4385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.73,0.0,35.82,0.0,1504.95,199.19,1704.14,85.55,1618.59
6098,2019,31,8030,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,25.36,0.0,1273.91,248.97,1522.88,40.49,1482.39
6099,2019,31,366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.08,0.0,89.85,0.0,3000.58,668.96,3669.54,433.93,3235.61
6100,2019,31,8072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,22.58,696.52,102.95,799.47,14.32,785.15
6101,2019,31,6206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.46,0.0,44.98,0.0,2484.21,308.62,2792.83,288.44,2504.39
6102,2019,31,8034,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,22.81,35.69,939.1,187.66,1126.76,144.32,982.44
6103,2019,31,7618,1.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,21.47,39.47,839.17,154.68,993.85,384.0,609.85
6106,2019,32,8071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,39.0,861.38,159.22,1020.6,19.65,1000.95
6107,2019,32,6600,1.0,0.0,0.0,0.0,0.0,210.96,144.2,0.0,0.0,0.0,0.0,19.04,48.77,825.96,156.85,982.81,375.2,607.61
6108,2019,32,7685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,0.0,24.16,0.0,1272.15,160.93,1433.08,45.07,1388.01
6109,2019,32,7331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.18,69.19,522.39,129.47,651.86,28.18,623.68
6110,2019,32,5933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.52,33.88,939.9,186.69,1126.59,31.52,1095.07
6111,2019,32,7170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,35.73,952.78,201.41,1154.19,34.56,1119.63
6112,2019,32,5201,1.0,0.0,0.0,0.0,0.0,335.5,0.0,0.0,0.0,56.51,0.0,36.05,0.0,1576.41,298.87,1875.28,429.06,1446.22
6113,2019,32,3890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.37,0.0,54.49,0.0,2104.51,319.12,2423.63,233.86,2189.77
6114,2019,32,7834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63,29.14,1014.04,172.18,1186.22,30.63,1155.59
6115,2019,32,8083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.98,0.3,687.43,72.41,759.84,16.98,742.86
6116,2019,32,1123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.08,0.0,33.71,0.0,1590.82,338.8,1929.62,92.79,1836.83
6117,2019,32,8049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,19.4,1064.51,178.24,1242.75,19.65,1223.1
6118,2019,32,7959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.38,0.26,1152.38,0.26,1152.64,23.38,1129.26
6119,2019,32,8066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.27,871.38,158.49,1029.87,19.65,1010.22
6120,2019,32,7977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.28,21.48,1032.16,141.7,1173.86,25.28,1148.58
6121,2019,32,8027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.36,20.83,1042.16,192.55,1234.71,26.36,1208.35
6122,2019,32,7986,1.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,17.24,58.61,851.86,118.89,970.75,379.77,590.98
6123,2019,32,8074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6124,2019,32,7259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.64,42.77,904.15,169.83,1073.98,30.64,1043.34
6125,2019,32,8073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,46.12,871.38,166.34,1037.72,19.65,1018.07
6126,2019,32,7312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99,32.33,964.06,348.24,1312.3,26.99,1285.31
6127,2019,32,7338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,29.14,1014.04,172.18,1186.22,33.2,1153.02
6128,2019,32,5677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.03,0.0,34.52,0.0,1355.64,197.7,1553.34,58.55,1494.79
6129,2019,32,8078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,27.62,827.72,123.79,951.51,16.99,934.52
6130,2019,32,8023,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,22.8,43.22,939.1,143.69,1082.79,144.31,938.48
6131,2019,32,8042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,31.2,1306.85,151.42,1458.27,19.65,1438.62
6132,2019,32,7943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.51,38.27,871.38,158.49,1029.87,27.51,1002.36
6133,2019,32,849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.18,11.07,1089.04,154.11,1243.15,35.18,1207.97
6134,2019,32,7536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,31.41,978.53,222.84,1201.37,22.15,1179.22
6135,2019,32,8065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,47.91,861.38,168.13,1029.51,19.65,1009.86
6136,2019,32,5181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.93,35.53,914.15,162.59,1076.74,28.93,1047.81
6137,2019,32,5429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.05,0.0,78.49,0.0,2845.92,319.12,3165.04,389.54,2775.5
6138,2019,32,7655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,11.27,1090.03,202.7,1292.73,28.09,1264.64
6139,2019,32,5558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.73,14.92,1061.98,267.39,1329.37,29.73,1299.64
6140,2019,32,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.18,5.67,1157.91,158.07,1315.98,29.18,1286.8
6141,2019,32,7773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.91,31.82,972.04,158.88,1130.92,24.91,1106.01
6142,2019,32,8075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,33.44,897.13,179.41,1076.54,19.65,1056.89
6143,2019,32,1424,1.0,0.0,300.0,0.0,0.0,466.38,0.0,0.0,0.0,275.76,0.0,76.75,0.0,2669.97,409.59,3079.56,1119.89,1959.67
6144,2019,32,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,152.32,0.0,49.06,0.0,1920.48,289.67,2210.15,999.59,1210.56
6145,2019,32,8020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37,45.24,861.38,165.46,1026.84,22.37,1004.47
6146,2019,32,8061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,23.43,1103.13,259.52,1362.65,19.65,1343.0
6147,2019,32,7994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.05,44.77,871.38,164.99,1036.37,21.05,1015.32
6148,2019,32,6461,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.16,3.48,1175.78,210.06,1385.84,229.16,1156.68
6150,2019,32,6765,1.0,0.0,0.0,0.0,0.0,0.0,146.75,0.0,0.0,133.62,0.0,45.43,0.0,2014.79,306.32,2321.11,326.8,1994.31
6151,2019,32,8017,1.0,0.0,0.0,0.0,0.0,229.93,0.0,0.0,0.0,0.0,0.0,19.79,38.9,861.38,159.12,1020.5,250.72,769.78
6152,2019,32,7909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12,38.27,871.38,158.49,1029.87,28.12,1001.75
6153,2019,32,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.85,2.16,1188.13,173.06,1361.19,31.85,1329.34
6154,2019,32,5644,1.0,0.0,0.0,0.0,0.0,337.88,0.0,0.0,0.0,22.97,0.0,29.37,0.0,1355.13,296.26,1651.39,391.22,1260.17
6155,2019,32,6638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.36,35.53,914.15,162.59,1076.74,27.36,1049.38
6156,2019,32,7800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57,11.72,1082.89,286.44,1369.33,25.57,1343.76
6157,2019,32,6690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.36,42.26,910.59,175.75,1086.34,28.36,1057.98
6158,2019,32,7168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82,44.22,914.15,256.36,1170.51,23.82,1146.69
6159,2019,32,8081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,13.32,0.0,863.9,170.49,1034.39,14.43,1019.96
