,sem,codigo,vales,zapatos,otras,fonac,alim,infon,falt,enf,ries,ISPT,ISPTA,IMSS,subs
1196,7,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,8.72
1197,7,7407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35,0.0,30.08,0.0
1198,7,7828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,32.59
1199,7,7773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,30.99
1200,7,7839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.22,0.0,53.71,0.0
1201,7,1424,1.0,0.0,0.0,0.0,0.0,479.2,0.0,0.0,0.0,275.76,0.0,96.37,0.0
1202,7,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,161.4,0.0,48.39,0.0
1203,7,7742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,36.16
1204,7,7883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,30.68
1205,7,7853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.27
1206,7,6461,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.0,30.67,0.0
1208,7,6765,1.0,0.0,300.0,0.0,0.0,0.0,146.75,0.0,0.0,7.89,0.0,33.16,0.0
1209,7,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,30.46,0.0
1210,7,5644,1.0,0.0,150.0,0.0,0.0,347.16,0.0,0.0,0.0,13.22,0.0,29.88,0.0
1211,7,6638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,42.03
1212,7,7878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,39.27
1213,7,7800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,34.14
1214,7,6690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,36.17
1215,7,7168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85,42.03
1216,7,7786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.19,38.91
1217,7,4314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.46,0.0,60.16,0.0
1218,7,7848,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,16.69,56.77
1219,7,7632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19,28.52
1220,7,7881,0.0,0.0,0.0,0.0,0.0,0.0,602.55,0.0,0.0,0.0,0.0,8.83,25.67
1221,7,7873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1222,7,6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,7,7801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,38.26
1224,7,7604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,35.52
1225,7,7061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.02,0.0,37.07,0.0
1226,7,7847,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.91
1227,7,7884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.18,0.0,34.18,0.0
1228,7,7633,1.0,0.0,0.0,0.0,0.0,0.0,288.4,0.0,0.0,0.0,0.0,18.99,57.25
1229,7,2897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,36.16
1230,7,7871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,45.48
1231,7,7558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09,2.75
1232,7,6360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,24.3
1233,7,7614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.77,0.0,0.0,21.47,44.99
1234,7,3318,1.0,0.0,0.0,0.0,0.0,524.59,0.0,0.0,0.0,190.69,0.0,60.38,0.0
1235,7,7804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.18,0.0,39.55,0.0
1236,7,5139,1.0,0.0,0.0,0.0,0.0,795.76,0.0,0.0,0.0,279.0,0.0,84.29,0.0
1237,7,6083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59,14.75
1238,7,6766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.68,8.0
1239,7,7888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,34.01
1240,7,4137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.81,0.0,137.6,0.0
1241,7,7542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.44,42.03
1242,7,7756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,15.02
1243,7,3780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.86,0.0,39.04,0.0
1244,7,6205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,24.91
1245,7,5027,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,34.61,0.0
1246,7,7791,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,14.62,48.86
1247,7,7818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.46,30.03
1248,7,7815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.81,38.08
1249,7,6839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,31.41
1250,7,5646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05,38.73
1252,7,7708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,42.03
1253,7,7869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,38.83
1254,7,7852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,36.84
1255,7,7882,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,16.69,49.49
1256,7,5679,1.0,0.0,0.0,0.0,0.0,0.0,146.75,0.0,0.0,0.0,0.0,33.71,24.68
1257,7,7530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.42,29.34
1258,7,6028,1.0,0.0,0.0,0.0,0.0,418.49,0.0,0.0,0.0,37.31,0.0,34.39,0.0
1259,7,6565,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,25.49,49.49
1260,7,7753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.07,30.03
1261,7,3676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.01,0.0,37.38,0.0
1262,7,3221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.12,0.0,33.33,0.0
1263,7,7741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,35.34
1264,7,7779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.37,9.0
1265,7,7269,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,17.37,63.39
1266,7,7844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,7,7876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,7,7845,1.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,22.22,0.0
1269,7,2522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,29.35
1270,7,7875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1271,7,236,1.0,0.0,0.0,0.0,0.0,548.17,0.0,0.0,0.0,187.36,0.0,68.68,0.0
1272,7,7080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.45,0.0,41.52,0.0
1273,7,5965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,32.85,0.0
1274,7,5447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,29.77
1275,7,7886,0.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,11.36,33.0
1276,7,6685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,19.14
1277,7,7877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,7,5549,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,33.06
1279,7,7874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,32.33
1280,7,854,1.0,0.0,0.0,0.0,0.0,341.85,0.0,0.0,0.0,194.88,0.0,40.38,0.0
1281,7,7295,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.03
1282,7,6832,1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,33.7
1283,7,4807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.36,0.0,161.3,0.0
1284,7,6821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02,1.58
1285,7,7850,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,33.91
1286,7,3169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,33.89
1287,7,4514,1.0,0.0,0.0,0.0,0.0,567.05,0.0,0.0,0.0,23.03,0.0,55.33,0.0
1288,7,7814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.34,29.77
1289,7,7104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.29,26.15
1290,7,7754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1291,7,7717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,0.0,33.88,0.0
1292,7,6014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22,0.0,31.35,0.0
1293,7,7775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97,37.26
1294,7,7551,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,13.87
1296,7,7715,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,23.01,51.1
1297,7,3827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.43,19.23
1298,7,5412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,36.16
1299,7,4504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.63,0.0,57.11,0.0
1300,7,7395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,34.36
1301,7,214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.36,0.0,161.69,0.0
1302,7,7849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,32.31
1303,7,6321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,7,5232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.41,0.0,33.46,0.0
1305,7,4958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,42.03
1306,7,7880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,33.13
1307,7,3979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.27,0.0,152.85,0.0
1308,7,7854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,7,442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.68,0.0,38.94,0.0
1310,7,7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,26.01
1311,7,7857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.17,0.0,42.38,0.0
1312,7,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,7,7719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,42.03
1314,7,7846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,29.39
1315,7,7421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,32.49
1316,7,7776,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,17.74,57.18
1317,7,7823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,38.26
1318,7,7298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,48.33,0.0
1319,7,7758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.07,42.03
1320,7,5396,1.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.46,29.35
1321,7,5704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.96,0.0,37.38,0.0
1322,7,7503,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,22.44,39.28
1323,7,7588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,42.03
1324,7,7821,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,21.0,51.71
1325,7,5588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.52,42.03
1326,7,6203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.64,2.56
1327,7,6582,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,19.68,50.54
1328,7,7392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,42.03
1329,7,7226,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,27.98,51.71
1330,7,7664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81,29.03
1331,7,7885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,34.01
1332,7,3326,1.0,0.0,0.0,0.0,0.0,352.72,0.0,0.0,0.0,47.98,0.0,45.83,0.0
1333,7,449,1.0,0.0,300.0,0.0,0.0,386.21,0.0,0.0,0.0,54.23,0.0,36.2,0.0
1334,7,7863,1.0,0.0,0.0,0.0,0.0,638.95,0.0,0.0,0.0,11.19,0.0,27.97,0.0
1335,7,6934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.85,0.0,84.5,0.0
1336,7,7137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.37,0.0,36.53,0.0
1337,7,6682,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,17.7,50.2
1338,7,1269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,36.16
1340,7,7890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,28.95
1341,7,6006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,38.91
1342,7,1419,1.0,0.0,0.0,0.0,0.0,268.68,0.0,0.0,0.0,76.05,0.0,53.81,0.0
1343,7,7868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,32.06
1344,7,7887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,34.01
1345,7,3525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.36,0.0,33.43,0.0
1346,7,7889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,3.2
1347,7,7855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1348,7,6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.87,0.0,26.76,0.0
1349,7,4775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,36.17
1350,7,7528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,29.86
1351,7,4832,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,25.98,49.49
1352,7,7836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.04,38.26
1353,7,7824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34,10.43
1354,7,3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.78,0.0,73.39,0.0
1355,7,2112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,37.93
1356,7,624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.09,0.0,60.78,0.0
1357,7,6877,1.0,0.0,0.0,194.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15,14.96
1358,7,4385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.27,0.0,35.6,0.0
1359,7,7378,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.03,45.0
1360,7,366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.09,0.0,105.7,0.0
1361,7,6206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.24,0.0,32.74,0.0
1362,7,4366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.61,4.89
1363,7,7618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.64,29.76
1366,8,7879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.27
1367,8,7505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,8,6600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,22.65
1369,8,7685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,35.52
1370,8,7331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.71,18.98
1371,8,5933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,21.61
1372,8,7170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77,35.53
1373,8,5201,1.0,0.0,0.0,0.0,0.0,312.81,0.0,0.0,0.0,47.98,0.0,37.95,0.0
1374,8,3890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.37,0.0,54.71,0.0
1375,8,7834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.59,22.63
1376,8,7851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1377,8,3652,1.0,0.0,0.0,0.0,0.0,326.56,180.07,0.0,0.0,109.96,0.0,45.86,0.0
1378,8,1123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.03,0.0,50.44,0.0
1379,8,4044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.59,0.0,33.04,0.0
1380,8,7593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.71,0.96
1381,8,7865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,34.15
1382,8,7259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34,36.17
1383,8,7312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.16,32.33
1384,8,7338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12,22.64
1385,8,5677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.21,0.0,39.02,0.0
1386,8,7737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,31.82
1387,8,6210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,8,6213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.36,29.21
1389,8,7812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.68,35.53
1390,8,849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.63,12.83
1391,8,7536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,31.22
1392,8,7430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.15,0.0,69.76,0.0
1393,8,5181,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,33.88
1394,8,7655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,31.23
1395,8,7057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.43
1396,8,5558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,30.74,0.0
1397,8,4746,1.0,0.0,0.0,0.0,0.0,344.19,0.0,0.0,0.0,25.87,0.0,34.99,0.0
1398,8,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,8.73
1399,8,7407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,30.08,0.0
1400,8,7828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,32.42
1401,8,7773,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.76,38.69
1402,8,7839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.54,0.0,53.71,0.0
1403,8,1424,1.0,0.0,0.0,0.0,0.0,466.38,0.0,0.0,0.0,277.55,0.0,96.37,0.0
1404,8,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,152.32,0.0,48.39,0.0
1405,8,7742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,36.17
1406,8,7883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.95,30.68
1407,8,7894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,28.95
1408,8,7853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26
1410,8,6461,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09,0.0,30.67,0.0
1411,8,6765,1.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,37.06,0.0
1412,8,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,30.46,0.0
1413,8,5644,1.0,0.0,150.0,0.0,0.0,337.88,0.0,0.0,0.0,27.86,0.0,29.88,0.0
1414,8,6638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,35.53
1415,8,7878,0.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,0.0,14.72,40.68
1416,8,7800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.31,32.32
1417,8,6690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.39,36.16
1418,8,7168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.85,35.53
1419,8,7786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.19,38.9
1420,8,4314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.87,0.0,60.16,0.0
1421,8,7848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,18.48
1422,8,7632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19,25.65
1423,8,7881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,8,7873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.27
1425,8,6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,8,7801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88,38.26
1427,8,7604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,35.53
1428,8,7061,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,37.07,0.0
1429,8,7847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.9
1430,8,7884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.88,0.0,39.88,0.0
1431,8,7633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,42.91
1432,8,2897,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,18.72,44.97
1433,8,7871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,31.77
1434,8,7558,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,72.01,0.0,21.56,0.0
