,año,sem,codigo,dias_pag,dias_lab,sueldo,comp,asist,transp,vales,te_dob,te_trip,desc_Lab,fest_lab,dominic,perc_grav,obj,aguin,vac,prim_vac,grat_esp,util
2166,2019,12,6765,7.0,5.0,878.01,357.63,60.0,60.0,197.7,282.21,376.29,0.0,250.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2167,2019,12,7909,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2168,2019,12,5000,7.0,5.0,856.94,211.19,60.0,60.0,170.9,0.0,0.0,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2169,2019,12,7915,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,108.51,0.0,0.0,0.0,0.0,0.0,0.00
2170,2019,12,7925,6.0,5.0,733.76,207.9,50.0,50.0,150.66,0.0,0.0,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2171,2019,12,5644,7.0,5.0,836.99,173.95,60.0,60.0,161.75,194.3,0.0,0.0,239.14,0.0,0.0,0.0,0.0,0.0,36.1,0.0,0.00
2172,2019,12,6638,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2173,2019,12,7800,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2174,2019,12,6690,7.0,5.0,721.0,73.15,60.0,50.0,127.06,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2175,2019,12,7168,7.0,5.0,721.0,73.15,60.0,60.0,127.06,77.25,38.62,0.0,206.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2176,2019,12,7901,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2177,2019,12,7786,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2178,2019,12,4314,7.0,5.0,856.94,742.35,60.0,60.0,255.88,198.93,0.0,0.0,0.0,0.0,245.79,0.0,0.0,0.0,0.0,0.0,0.00
2179,2019,12,7848,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2180,2019,12,7632,7.0,5.0,721.0,73.15,60.0,60.0,127.06,141.62,19.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2181,2019,12,7873,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2182,2019,12,6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2183,2019,12,7905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2184,2019,12,7801,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2185,2019,12,7918,7.0,5.0,721.0,30.38,60.0,60.0,120.22,154.5,0.0,0.0,206.0,0.0,108.51,0.0,0.0,0.0,0.0,0.0,0.00
2186,2019,12,7061,7.0,5.0,856.94,167.51,60.0,60.0,163.91,0.0,0.0,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2187,2019,12,7847,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2188,2019,12,7884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2189,2019,12,7633,7.0,5.0,721.0,73.15,60.0,50.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2190,2019,12,7906,7.0,5.0,1143.52,462.91,60.0,60.0,257.02,142.94,0.0,0.0,0.0,81.68,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2191,2019,12,7914,7.0,5.0,721.0,30.38,60.0,60.0,120.22,77.25,154.5,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2192,2019,12,2897,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2193,2019,12,7614,7.0,5.0,878.01,307.65,60.0,50.0,189.7,156.78,47.03,94.07,250.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2194,2019,12,3318,7.0,5.0,1020.18,938.7,60.0,50.0,313.42,0.0,0.0,0.0,291.48,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.00
2195,2019,12,7804,7.0,5.0,994.07,460.11,60.0,50.0,232.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2196,2019,12,5139,7.0,5.0,1400.0,436.8,60.0,60.0,293.88,100.0,0.0,0.0,0.0,0.0,681.29,0.0,0.0,0.0,0.0,0.0,0.00
2197,2019,12,7921,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,51.5,170.98,0.0,0.0,0.0,0.0,0.0,0.00
2198,2019,12,6083,7.0,5.0,721.0,123.06,60.0,60.0,135.04,231.75,115.87,0.0,206.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2199,2019,12,6766,7.0,5.0,856.94,167.51,60.0,50.0,163.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2200,2019,12,4137,7.0,5.0,1964.97,1050.07,60.0,60.0,482.4,561.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2201,2019,12,7913,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2202,2019,12,7542,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2203,2019,12,3780,7.0,4.0,878.01,417.86,0.0,50.0,184.26,156.78,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.00
2204,2019,12,6205,7.0,5.0,721.0,123.06,60.0,60.0,135.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2205,2019,12,5027,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.00
2206,2019,12,7818,7.0,5.0,721.0,173.04,60.0,50.0,143.04,77.25,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2207,2019,12,7815,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2208,2019,12,6839,7.0,5.0,721.0,73.15,60.0,60.0,127.06,128.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2209,2019,12,5646,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2210,2019,12,7708,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2211,2019,12,7869,7.0,5.0,721.0,123.06,60.0,60.0,135.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2212,2019,12,7882,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2213,2019,12,5679,7.0,5.0,878.01,357.63,60.0,60.0,197.7,94.07,47.03,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2214,2019,12,7892,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2215,2019,12,7530,7.0,5.0,721.0,73.15,60.0,60.0,127.06,167.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2216,2019,12,6028,7.0,5.0,836.99,173.95,60.0,60.0,161.75,269.03,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2217,2019,12,6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2218,2019,12,7753,7.0,5.0,721.0,173.04,60.0,50.0,143.04,77.25,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2219,2019,12,3676,7.0,5.0,878.01,357.63,60.0,50.0,197.7,282.21,141.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2220,2019,12,3221,7.0,5.0,836.99,271.25,60.0,60.0,177.31,239.14,0.0,0.0,0.0,59.78,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2221,2019,12,7741,7.0,5.0,721.0,73.15,60.0,50.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2222,2019,12,7779,7.0,5.0,856.94,113.82,60.0,60.0,155.32,275.44,642.7,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2223,2019,12,7845,7.0,5.0,721.0,173.04,60.0,50.0,143.04,0.0,0.0,0.0,206.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.00
2224,2019,12,7920,7.0,5.0,721.0,30.38,60.0,50.0,120.22,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2225,2019,12,2522,7.0,5.0,721.0,73.15,60.0,60.0,127.06,128.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2226,2019,12,236,7.0,5.0,1074.01,813.26,60.0,60.0,301.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.41,0.0,0.00
2227,2019,12,7080,7.0,5.0,878.01,366.94,60.0,60.0,199.19,282.21,47.03,250.86,250.86,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2228,2019,12,5965,7.0,5.0,856.94,211.19,60.0,60.0,170.9,0.0,0.0,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2229,2019,12,5447,7.0,5.0,721.0,173.04,60.0,50.0,143.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2230,2019,12,6685,7.0,5.0,721.0,73.15,60.0,60.0,127.06,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08,0.0,0.00
2231,2019,12,5549,7.0,5.0,721.0,73.15,60.0,60.0,127.06,90.12,0.0,206.0,0.0,51.5,170.98,0.0,0.0,0.0,0.0,0.0,0.00
2232,2019,12,7911,7.0,5.0,721.0,30.38,60.0,60.0,120.22,51.5,0.0,0.0,0.0,0.0,170.98,0.0,0.0,0.0,0.0,0.0,0.00
2233,2019,12,7874,7.0,5.0,721.0,123.06,60.0,60.0,135.04,25.75,0.0,0.0,206.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2234,2019,12,854,7.0,5.0,1010.03,441.63,60.0,60.0,232.26,216.43,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,51.84,0.0,0.00
2235,2019,12,7295,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2236,2019,12,6832,7.0,4.0,721.0,61.13,0.0,50.0,106.18,64.37,0.0,0.0,0.0,0.0,658.01,0.0,0.0,0.0,141.81,0.0,0.00
2237,2019,12,4807,7.0,5.0,3663.66,0.0,60.0,60.0,586.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2238,2019,12,6821,7.0,5.0,856.94,211.19,60.0,50.0,170.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2239,2019,12,3169,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2240,2019,12,4514,7.0,5.0,878.01,357.63,60.0,60.0,197.7,0.0,0.0,0.0,250.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2241,2019,12,6379,5.0,4.0,482.04,20.31,40.0,40.0,80.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2242,2019,12,7814,7.0,5.0,721.0,173.04,60.0,50.0,143.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2243,2019,12,7754,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2244,2019,12,7717,7.0,5.0,878.01,307.65,60.0,60.0,189.7,282.21,517.39,0.0,250.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2245,2019,12,6014,7.0,5.0,878.01,357.63,60.0,60.0,197.7,156.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2246,2019,12,7775,7.0,5.0,721.0,30.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2247,2019,12,7551,7.0,5.0,856.94,167.51,60.0,60.0,163.91,0.0,0.0,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2248,2019,12,7715,7.0,4.0,721.0,61.13,0.0,50.0,106.18,0.0,0.0,0.0,206.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2249,2019,12,3827,7.0,5.0,721.0,123.06,60.0,60.0,135.04,128.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2250,2019,12,5412,7.0,5.0,721.0,73.15,60.0,50.0,127.06,128.75,38.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2251,2019,12,4504,7.0,5.0,1484.91,504.98,60.0,50.0,318.38,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.00
2252,2019,12,7395,7.0,5.0,721.0,123.06,60.0,60.0,135.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2253,2019,12,214,7.0,5.0,2439.5,1224.16,60.0,60.0,586.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2254,2019,12,7849,7.0,5.0,721.0,30.38,60.0,50.0,120.22,154.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2255,2019,12,6321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2256,2019,12,5232,7.0,5.0,721.0,173.04,60.0,60.0,143.04,51.5,0.0,0.0,154.5,51.5,239.7,0.0,0.0,0.0,0.0,0.0,0.00
2257,2019,12,4958,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2258,2019,12,7880,7.0,5.0,721.0,30.38,60.0,60.0,120.22,51.5,0.0,0.0,0.0,0.0,422.04,0.0,0.0,0.0,0.0,0.0,0.00
2259,2019,12,3979,7.0,5.0,2177.98,1067.22,60.0,60.0,519.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2260,2019,12,7902,7.0,5.0,721.0,30.38,60.0,60.0,120.22,51.5,0.0,0.0,0.0,0.0,170.98,0.0,0.0,0.0,0.0,0.0,0.00
2261,2019,12,442,7.0,5.0,774.06,481.39,60.0,60.0,200.87,165.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2262,2019,12,7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2263,2019,12,7857,7.0,5.0,1157.59,549.5,60.0,60.0,273.13,124.02,0.0,0.0,0.0,82.68,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2264,2019,12,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2265,2019,12,7719,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2266,2019,12,7924,4.0,2.0,361.53,10.15,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,97.26,0.0,0.0,0.0,0.0,0.0,0.00
2267,2019,12,7846,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2268,2019,12,7421,7.0,5.0,721.0,73.15,60.0,60.0,127.06,231.75,502.12,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2269,2019,12,7776,7.0,4.0,721.0,24.3,0.0,40.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2270,2019,12,7823,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2271,2019,12,7298,7.0,5.0,955.99,413.77,60.0,50.0,219.16,170.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2272,2019,12,7758,7.0,3.0,721.0,48.9,0.0,40.0,84.95,77.25,38.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2273,2019,12,5396,7.0,5.0,721.0,73.15,60.0,60.0,127.06,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2274,2019,12,5704,7.0,5.0,878.01,366.94,60.0,60.0,199.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2275,2019,12,7588,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2276,2019,12,7821,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2277,2019,12,5588,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2278,2019,12,6203,7.0,5.0,721.0,123.06,60.0,60.0,135.04,231.75,231.75,0.0,206.0,0.0,297.67,0.0,0.0,0.0,0.0,0.0,0.00
2279,2019,12,6582,7.0,4.0,721.0,58.52,0.0,40.0,101.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2280,2019,12,7392,7.0,5.0,721.0,73.15,60.0,60.0,127.06,154.5,309.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2281,2019,12,7226,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2282,2019,12,7664,7.0,5.0,721.0,73.15,60.0,50.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2283,2019,12,7885,7.0,4.0,721.0,25.38,0.0,50.0,100.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2284,2019,12,3326,7.0,5.0,878.01,500.01,60.0,60.0,220.48,0.0,0.0,0.0,250.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2285,2019,12,449,7.0,5.0,721.0,173.04,60.0,60.0,143.04,0.0,0.0,0.0,206.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.00
2286,2019,12,6934,7.0,5.0,2057.51,821.94,60.0,60.0,460.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2287,2019,12,7137,7.0,5.0,878.01,366.94,60.0,50.0,199.19,0.0,0.0,0.0,0.0,0.0,183.43,0.0,0.0,0.0,0.0,0.0,0.00
2288,2019,12,7923,6.0,5.0,733.76,306.65,50.0,50.0,166.46,156.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2289,2019,12,6682,7.0,4.0,721.0,24.3,0.0,40.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2290,2019,12,1269,7.0,5.0,721.0,73.15,60.0,50.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2291,2019,12,7890,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2292,2019,12,1419,7.0,5.0,1010.03,441.63,60.0,60.0,232.26,144.29,0.0,0.0,288.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2293,2019,12,7868,7.0,4.0,721.0,102.84,0.0,50.0,112.86,77.25,77.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2294,2019,12,7887,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2295,2019,12,3525,7.0,5.0,856.94,167.51,60.0,60.0,163.91,153.02,183.63,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2296,2019,12,6885,7.0,5.0,721.0,73.15,60.0,60.0,127.06,231.75,1197.37,206.0,206.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2297,2019,12,7893,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2298,2019,12,7907,7.0,5.0,1143.52,462.91,60.0,60.0,257.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2299,2019,12,4775,7.0,5.0,721.0,73.15,60.0,50.0,127.06,180.25,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2300,2019,12,7528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2301,2019,12,4832,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2302,2019,12,7824,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2303,2019,12,3321,7.0,5.0,1077.37,632.59,60.0,50.0,273.59,115.43,115.43,0.0,307.82,0.0,438.96,0.0,0.0,0.0,0.0,0.0,0.00
2304,2019,12,2112,7.0,5.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2305,2019,12,624,7.0,5.0,983.99,827.19,60.0,50.0,289.78,245.99,0.0,0.0,281.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2306,2019,12,6877,7.0,5.0,856.94,167.51,60.0,50.0,163.91,0.0,0.0,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2307,2019,12,4385,7.0,5.0,878.01,366.94,60.0,50.0,199.19,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.00
2308,2019,12,366,7.0,5.0,2020.55,870.03,60.0,50.0,462.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2309,2019,12,7917,7.0,5.0,721.0,30.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2310,2019,12,6206,7.0,5.0,856.94,211.19,60.0,60.0,170.9,275.44,596.79,0.0,244.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2311,2019,12,4366,7.0,4.0,721.0,144.61,0.0,50.0,119.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2312,2019,12,7618,7.0,5.0,721.0,73.15,60.0,60.0,127.06,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2314,2019,13,7879,7.0,6.0,721.0,30.38,60.0,60.0,120.22,77.25,115.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2315,2019,13,6600,7.0,6.0,721.0,73.15,60.0,50.0,127.06,51.5,0.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2316,2019,13,7685,7.0,5.0,721.0,61.13,0.0,50.0,106.18,0.0,0.0,128.75,0.0,51.5,0.0,1000.0,0.0,0.0,0.0,0.0,0.00
2317,2019,13,7331,7.0,6.0,721.0,30.38,60.0,60.0,120.22,90.12,0.0,0.0,0.0,0.0,170.98,1000.0,0.0,0.0,0.0,0.0,0.00
2318,2019,13,5933,7.0,6.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2319,2019,13,7170,7.0,6.0,721.0,73.15,60.0,60.0,127.06,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.00
2320,2019,13,5201,7.0,6.0,878.01,500.01,60.0,60.0,220.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2321,2019,13,3890,7.0,6.0,1258.95,735.56,60.0,50.0,319.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2322,2019,13,7834,7.0,5.0,721.0,144.61,0.0,50.0,119.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2323,2019,13,3652,7.0,6.0,1077.37,738.57,60.0,60.0,290.55,115.43,404.01,0.0,0.0,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2324,2019,13,1123,7.0,6.0,878.01,357.63,60.0,60.0,197.7,94.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
2325,2019,13,7593,7.0,6.0,721.0,73.15,60.0,60.0,127.06,167.37,0.0,0.0,0.0,0.0,170.98,0.0,0.0,0.0,0.0,0.0,0.00
