,sem,codigo,dias_pag,dias_lab,sueldo,comp,asist,transp,vales,te_dob,te_trip,desc_Lab,fest_lab,dominic,perc_grav,obj,aguin,vac,prim_vac,grat_esp,util
74,1,3318,7.0,5.0,1020.18,863.38,60.0,50.0,301.36,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1,5139,7.0,5.0,1400.0,436.8,60.0,60.0,293.88,0.0,0.0,0.0,0.0,0.0,681.29,0.0,0.0,0.0,0.0,0.0,0.0
76,1,6083,7.0,5.0,618.52,195.65,60.0,60.0,130.26,0.0,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,6766,7.0,5.0,816.13,154.63,60.0,60.0,155.32,87.44,174.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1,4137,7.0,5.0,1964.97,801.15,60.0,60.0,442.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1,7542,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,3780,7.0,5.0,878.01,429.45,60.0,60.0,209.19,0.0,0.0,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1,7571,3.0,2.0,206.76,44.41,20.0,20.0,40.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,6205,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,5027,7.0,5.0,618.52,195.65,60.0,60.0,130.26,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,7245,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,6839,7.0,5.0,618.52,132.86,60.0,60.0,120.22,88.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,5646,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,6978,7.0,5.0,618.52,132.86,60.0,60.0,120.22,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,4458,7.0,5.0,1143.52,335.09,60.0,50.0,236.57,367.56,673.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,7522,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,5679,7.0,5.0,816.13,242.2,60.0,60.0,169.33,0.0,0.0,0.0,0.0,58.29,0.0,0.0,0.0,0.0,37.79,0.0,0.0
91,1,7417,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,7530,7.0,4.0,618.52,106.28,0.0,40.0,96.17,88.36,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
93,1,7239,7.0,5.0,618.52,132.86,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1,6028,7.0,5.0,797.16,174.93,60.0,60.0,155.53,227.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1,6565,7.0,5.0,618.52,132.86,60.0,60.0,120.22,66.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,7400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1,3218,7.0,5.0,618.52,195.65,60.0,60.0,130.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.15,0.0,0.0
98,1,3676,7.0,5.0,878.01,248.78,60.0,50.0,180.28,250.86,0.0,219.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,445,7.0,5.0,816.13,154.7,60.0,60.0,155.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,5901,7.0,5.0,618.52,132.86,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,7269,7.0,5.0,618.52,132.86,60.0,60.0,120.22,22.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,2522,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,7569,7.0,2.0,618.52,66.61,0.0,30.0,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1,7555,7.0,5.0,618.52,132.86,60.0,50.0,120.22,198.81,364.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,116,7.0,5.0,816.13,481.74,60.0,50.0,207.65,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1,5506,7.0,3.0,816.13,103.38,0.0,40.0,103.84,43.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,7167,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1,236,7.0,5.0,1074.01,813.26,60.0,60.0,301.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1,7080,7.0,5.0,878.01,307.65,60.0,60.0,189.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.34,0.0,0.0
110,1,5965,7.0,5.0,816.13,154.63,60.0,60.0,155.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,7457,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
112,1,5168,7.0,5.0,618.52,132.86,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
113,1,5447,7.0,5.0,618.52,132.86,60.0,50.0,120.22,198.81,165.67,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
114,1,6685,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1,7489,7.0,5.0,618.52,132.86,60.0,60.0,120.22,88.36,165.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,5549,7.0,5.0,618.52,132.86,60.0,60.0,120.22,44.18,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1,7554,7.0,5.0,618.52,132.86,60.0,60.0,120.22,66.27,33.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1,6349,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.67,0.0,0.0
119,1,7484,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1,854,7.0,3.0,1010.03,245.74,0.0,40.0,147.36,0.0,0.0,0.0,0.0,72.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1,7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1,7295,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
123,1,6832,7.0,5.0,618.52,132.86,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1,7492,7.0,5.0,618.52,132.86,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1,4807,7.0,5.0,3420.55,0.0,60.0,60.0,528.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1,6821,7.0,3.0,816.13,103.38,0.0,40.0,103.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
