,sem,codigo,dias_pag,dias_lab,sueldo,comp,asist,transp,vales,te_dob,te_trip,desc_Lab,fest_lab,dominic,perc_grav,obj,aguin,vac,prim_vac,grat_esp,util
2003,11,7600,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,11,7581,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,11,5677,7.0,6.0,816.13,201.11,60.0,60.0,162.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,11,6210,7.0,6.0,623.0,128.38,60.0,60.0,120.22,189.12,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,11,849,7.0,6.0,816.13,49.98,60.0,50.0,138.57,58.29,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,11,7536,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,11,7430,7.0,6.0,994.07,460.11,60.0,60.0,232.66,319.52,159.76,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,11,5181,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,11,7057,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,11,5558,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,0.0,0.0
2013,11,4746,7.0,6.0,878.01,248.78,60.0,50.0,180.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,11,7573,7.0,6.0,623.0,128.38,60.0,50.0,120.22,55.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,11,7407,7.0,6.0,623.0,128.38,60.0,60.0,120.22,22.25,0.0,133.5,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,11,2107,7.0,6.0,774.06,433.09,60.0,50.0,193.14,0.0,0.0,110.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,11,1424,7.0,6.0,1962.52,597.45,60.0,60.0,409.59,490.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,11,5280,7.0,6.0,1166.69,643.79,60.0,50.0,289.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,11,6461,7.0,6.0,797.16,174.93,60.0,60.0,155.53,185.05,0.0,0.0,0.0,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,11,6765,7.0,6.0,878.01,248.78,60.0,60.0,180.28,0.0,0.0,0.0,0.0,0.0,41.66,0.0,0.0,0.0,160.97,0.0,0.0
2021,11,7012,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,11,5000,7.0,6.0,816.13,154.63,60.0,60.0,155.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,11,7586,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,11,5644,7.0,6.0,797.16,174.93,60.0,60.0,155.53,256.23,234.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,11,7519,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,11,7582,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,11,7292,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.01,0.0,0.0
2028,11,6690,7.0,6.0,623.0,128.38,60.0,50.0,120.22,133.5,33.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,11,90,7.0,6.0,878.01,429.45,60.0,50.0,209.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.17,0.0,0.0
2030,11,7168,7.0,6.0,623.0,128.38,60.0,60.0,120.22,66.75,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,11,6958,7.0,5.0,623.0,102.7,0.0,40.0,96.17,0.0,0.0,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,11,4314,7.0,6.0,856.31,681.45,60.0,60.0,246.04,30.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,11,5332,7.0,6.0,623.0,128.38,60.0,50.0,0.0,22.25,0.0,0.0,0.0,0.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0
2034,11,7485,7.0,6.0,623.0,128.38,60.0,60.0,120.22,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,11,4287,7.0,6.0,816.13,154.63,60.0,50.0,155.32,58.29,0.0,0.0,0.0,0.0,904.34,0.0,0.0,0.0,173.35,0.0,0.0
2036,11,6427,7.0,6.0,623.0,191.17,60.0,60.0,130.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,11,6504,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,11,5745,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.83,0.0,0.0
2039,11,7617,7.0,6.0,623.0,128.38,60.0,60.0,120.22,200.25,100.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,11,7604,7.0,5.0,623.0,107.28,0.0,50.0,100.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,11,6849,7.0,6.0,623.0,128.38,60.0,60.0,120.22,200.25,400.5,155.75,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,11,7061,7.0,6.0,623.0,128.38,60.0,60.0,120.22,200.25,500.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,11,881,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,11,7627,3.0,2.0,208.26,42.91,20.0,20.0,40.18,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,11,7622,7.0,6.0,623.0,128.38,60.0,50.0,120.22,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,11,7428,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,11,2897,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,11,7623,7.0,2.0,623.0,25.67,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,0.0,0.0,0.0,0.0,0.0,0.0
2049,11,7558,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,133.5,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,11,6360,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,11,7614,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,11,3318,7.0,6.0,1020.18,863.38,60.0,50.0,301.36,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,11,5139,7.0,6.0,1400.0,436.8,60.0,60.0,293.88,0.0,0.0,0.0,0.0,0.0,681.29,0.0,0.0,0.0,0.0,0.0,0.0
2054,11,6083,7.0,6.0,623.0,191.17,60.0,60.0,130.26,200.25,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,11,7616,7.0,6.0,623.0,128.38,60.0,60.0,120.22,66.75,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,11,6766,7.0,6.0,816.13,154.63,60.0,60.0,155.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.34,0.0,0.0
2057,11,4137,7.0,6.0,1964.97,801.15,60.0,60.0,442.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,11,7542,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,11,7625,5.0,4.0,416.52,85.83,40.0,40.0,80.37,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,11,3780,7.0,6.0,878.01,429.45,60.0,60.0,209.19,156.78,0.0,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,11,7571,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,11,6205,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,11,5027,7.0,6.0,623.0,191.17,60.0,60.0,130.26,66.75,33.37,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,11,7245,7.0,5.0,623.0,107.28,0.0,50.0,100.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,11,6839,7.0,6.0,623.0,128.38,60.0,60.0,120.22,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,11,5646,7.0,6.0,623.0,128.38,60.0,60.0,120.22,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,11,6978,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,11,6658,7.0,6.0,698.74,309.96,60.0,60.0,161.39,124.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,11,4458,7.0,6.0,1143.52,335.09,60.0,50.0,236.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,11,7619,7.0,6.0,623.0,128.38,60.0,50.0,120.22,66.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,11,7574,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,11,5679,7.0,6.0,816.13,242.2,60.0,60.0,169.33,0.0,0.0,0.0,0.0,58.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,11,7583,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,11,7601,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,11,7530,7.0,6.0,623.0,128.38,60.0,50.0,120.22,44.5,0.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,11,7239,7.0,5.0,623.0,102.7,0.0,40.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,11,6028,7.0,6.0,797.16,174.93,60.0,60.0,155.53,241.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,11,6565,7.0,6.0,623.0,128.38,60.0,60.0,120.22,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,11,3218,7.0,6.0,623.0,191.17,60.0,60.0,130.26,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,11,3676,7.0,6.0,878.01,248.78,60.0,50.0,180.28,282.21,47.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,11,445,7.0,6.0,816.13,154.7,60.0,50.0,155.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,11,5901,7.0,6.0,623.0,128.38,60.0,50.0,120.22,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,11,7269,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,11,2522,7.0,6.0,623.0,128.38,60.0,60.0,120.22,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,11,7555,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,11,5506,7.0,6.0,816.13,154.63,60.0,50.0,155.32,145.73,0.0,174.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,11,236,7.0,6.0,1074.01,813.26,60.0,60.0,301.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,11,7080,7.0,6.0,878.01,307.65,60.0,60.0,189.7,250.86,47.03,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,11,5965,7.0,6.0,816.13,154.63,60.0,60.0,155.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,11,7457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,11,5447,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,11,7628,3.0,1.0,208.26,21.45,0.0,10.0,20.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,11,6685,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,11,5549,7.0,6.0,623.0,128.38,60.0,60.0,120.22,44.5,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,11,7554,7.0,6.0,623.0,128.38,60.0,60.0,120.22,133.5,200.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,11,6349,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,11,7484,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,178.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,11,7592,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,11,854,7.0,6.0,1010.03,367.57,60.0,50.0,220.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,11,7295,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,11,6832,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,11,4807,7.0,6.0,3420.55,0.0,60.0,60.0,547.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,11,7610,7.0,5.0,623.0,107.28,0.0,50.0,100.47,89.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,11,6821,7.0,6.0,816.13,154.63,60.0,50.0,155.32,87.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,11,3169,7.0,6.0,623.0,128.38,60.0,60.0,120.22,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,11,6944,7.0,6.0,816.13,154.63,60.0,60.0,155.32,262.32,0.0,204.03,0.0,58.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,11,5902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,11,4514,7.0,6.0,816.13,242.2,60.0,60.0,169.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,11,6014,7.0,6.0,816.13,154.63,60.0,60.0,155.32,145.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,11,7551,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,11,6985,7.0,6.0,1260.0,648.06,60.0,60.0,305.28,405.0,270.0,360.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,11,6831,7.0,6.0,623.0,128.38,60.0,50.0,120.22,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,11,3827,7.0,6.0,623.0,191.17,60.0,60.0,130.26,66.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,11,5412,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,11,4504,7.0,6.0,1484.91,504.98,60.0,50.0,318.38,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,11,7395,7.0,6.0,623.0,128.38,60.0,60.0,120.22,178.0,100.12,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,11,214,7.0,6.0,2439.5,1083.25,60.0,60.0,563.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,11,7376,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,11,7212,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,11,6321,7.0,6.0,623.0,191.17,60.0,60.0,130.26,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,11,5232,7.0,6.0,670.25,112.63,60.0,50.0,125.26,71.81,35.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,11,4958,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,11,7620,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,11,3979,7.0,6.0,2177.98,942.41,60.0,60.0,499.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,11,442,7.0,6.0,774.06,433.09,60.0,60.0,193.14,110.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,11,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,11,7243,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,11,7397,7.0,6.0,623.0,128.38,60.0,60.0,120.22,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,11,7421,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,11,7595,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,11,7298,7.0,6.0,955.99,361.06,60.0,50.0,210.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,11,5396,7.0,6.0,623.0,128.38,60.0,60.0,120.22,89.0,0.0,133.5,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,11,5704,7.0,6.0,878.01,307.65,60.0,60.0,189.7,0.0,0.0,0.0,0.0,62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,11,7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,11,7190,7.0,6.0,623.0,128.38,60.0,60.0,120.22,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,11,7588,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,11,5588,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,11,6356,3.0,2.0,124.6,25.67,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.04,0.0,0.0,0.0,0.0,0.0,0.0
2139,11,6203,7.0,6.0,623.0,128.38,60.0,60.0,120.22,155.75,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,11,6582,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,11,7226,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,11,7613,7.0,6.0,623.0,128.38,60.0,50.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,11,3326,7.0,6.0,878.01,429.45,60.0,60.0,209.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,11,3960,7.0,6.0,822.78,242.83,60.0,60.0,170.49,264.46,132.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,11,2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,11,7584,7.0,5.0,623.0,102.7,0.0,40.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,11,449,7.0,6.0,714.35,124.04,60.0,50.0,134.14,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,11,6934,7.0,6.0,2057.51,821.94,60.0,60.0,460.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,11,7137,7.0,6.0,816.13,403.34,60.0,50.0,195.11,116.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,11,6682,7.0,5.0,623.0,102.7,0.0,40.0,96.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,11,1269,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,11,6006,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,11,6918,3.0,2.0,208.26,42.91,20.0,20.0,40.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,11,1419,7.0,6.0,878.01,307.65,60.0,60.0,189.7,219.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,11,7605,7.0,5.0,623.0,107.28,0.0,50.0,100.47,155.75,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,11,7545,7.0,6.0,878.01,307.65,60.0,60.0,189.7,282.21,188.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,11,5905,7.0,6.0,878.01,307.65,60.0,60.0,189.7,282.21,752.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,11,7462,7.0,6.0,623.0,128.38,60.0,60.0,120.22,155.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,11,3525,7.0,6.0,816.13,154.63,60.0,60.0,155.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,11,7626,3.0,2.0,208.26,42.91,20.0,20.0,40.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,11,2451,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,11,6885,7.0,6.0,623.0,128.38,60.0,60.0,120.22,133.5,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,11,4775,7.0,6.0,623.0,128.38,60.0,60.0,120.22,111.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,11,7528,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,11,5671,7.0,6.0,1220.73,552.51,60.0,60.0,283.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,11,4832,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,11,6567,7.0,6.0,623.0,128.38,60.0,60.0,120.22,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
