sem_x,codigo_x,dias_pag,dias_lab,sueldo,comp,asist,transp,vales_x,te_dob,te_trip,desc_Lab,fest_lab,dominic,perc_grav,obj,aguin,vac,prim_vac,grat_esp,util,PK,sem_y,codigo_y,vales_y,zapatos,otras,fonac,alim,infon,falt,enf,ries,ISPT,ISPTA,IMSS,subs,t_per_g,t_per_e,t_per,t_ded,neto,antig,depto,puesto,label,tiempov,dist,delitos,label2
14,7647,4,3,312.39,64.37,30,30,60.28,0,0,0,0,0,0,0,0,0,0,0,0,147647,14,7647,1,0,0,0,0,0,0,0,0,0,0,10.66,28.95,436.76,89.23,525.99,11.66,514.33,242,51,1,fue,4.918,18.03333333,59,0
14,7574,7,6,623,128.38,60,50,120.22,0,0,0,0,0,1550,0,0,0,0,0,0,147574,14,7574,1,0,0,0,0,0,0,0,0,229.41,0,19.84,0,2411.38,120.22,2531.6,250.25,2281.35,147,4,1,fue,1.614,4.566666667,0,0
14,5679,7,5,816.13,202.41,0,50,141.51,0,0,0,0,0,49.1,0,0,0,0,0,0,145679,14,5679,1,0,0,0,0,0,136.41,0,0,0,0,26.96,26.77,1117.64,168.28,1285.92,164.37,1121.55,1837,85,180,sigue,16.869,26.35,0,1
14,7583,7,6,623,128.38,60,60,120.22,44.5,0,0,0,0,750,0,0,0,0,0,0,147583,14,7583,1,0,0,0,0,0,0,0,0,72.09,0,20.78,0,1643.63,142.47,1786.1,93.87,1692.23,91,56,1,fue,1.631,5.716666667,20,0
14,7601,7,6,623,128.38,60,50,120.22,89,0,0,0,0,750,0,0,0,0,0,0,147601,14,7601,1,0,0,0,0,0,0,0,0,73.43,0,19.71,0,1655.88,164.72,1820.6,94.14,1726.46,102,80,1,fue,11.226,38.4,28,0
14,7530,7,6,623,128.38,60,50,120.22,66.75,0,0,0,0,750,0,0,0,0,0,0,147530,14,7530,1,0,0,0,0,0,0,0,0,72.22,0,23.37,0,1644.76,153.59,1798.35,96.59,1701.76,439,5,1,sigue,13.583,31.53333333,0,1
14,7635,7,6,797.16,174.93,60,50,155.53,99.64,0,0,0,0,0,0,0,0,0,0,0,147635,14,7635,1,0,0,0,0,0,0,0,0,0,0,24.13,8.27,1131.91,213.62,1345.53,25.13,1320.4,31,11,11,fue,10.522,18.15,35,0
14,7239,7,6,623,128.38,60,50,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147239,14,7239,1,0,0,0,0,0,0,0,0,0,0,19.85,38.9,861.38,159.12,1020.5,20.85,999.65,452,74,1,fue,24.408,62.3,30,0
14,6028,7,6,797.16,174.93,60,60,155.53,213.52,0,0,0,0,45.1,0,0,0,0,0,0,146028,14,6028,1,0,0,0,0,399.3,0,0,0,10.87,0,28.79,0,1243.95,262.29,1506.24,439.96,1066.28,1490,11,176,sigue,14.484,26.73333333,70,1
14,6565,7,6,623,128.38,60,60,120.22,133.5,267,0,0,0,0,0,0,0,0,0,0,146565,14,6565,1,0,0,0,0,0,0,0,0,0,0,23.95,0.3,1205.13,187.27,1392.4,24.95,1367.45,1203,52,1,sigue,6.856,21.05,42,1
14,3218,7,6,623,191.17,60,60,130.26,0,0,0,0,44.5,750,0,0,0,0,0,0,143218,14,3218,1,0,0,0,0,0,0,0,0,76.5,0,23.09,0,1684.17,174.76,1858.93,100.59,1758.34,3501,52,2,fue,23.639,53.43333333,0,0
14,3676,7,6,878.01,248.78,60,50,180.28,282.21,47.03,0,0,0,52.28,0,0,0,0,0,0,143676,14,3676,1,0,0,0,0,0,0,0,0,45.71,0,32.47,0,1477.21,321.38,1798.59,79.18,1719.41,3366,80,181,sigue,16.984,34.2,0,1
14,445,7,6,816.13,154.7,60,50,155.33,0,0,0,0,0,45.04,0,0,0,0,0,0,14445,14,445,1,0,0,0,0,0,0,0,0,0,0,26.13,8.71,1125.87,164.04,1289.91,27.13,1262.78,696,3,262,fue,25.547,39.68333333,0,0
14,7269,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147269,14,7269,1,0,0,0,0,0,0,0,0,0,0,22.77,38.26,871.38,158.48,1029.86,23.77,1006.09,683,76,1,sigue,10.01,16.53333333,0,1
14,2522,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,142522,14,2522,1,0,0,0,0,0,0,0,0,61.4,0,24.43,0,1621.38,120.22,1741.6,86.83,1654.77,2111,5,1,sigue,27.122,45.81666667,0,1
14,7555,7,6,623,128.38,60,50,120.22,44.5,0,0,0,0,750,0,0,0,0,0,0,147555,14,7555,1,0,0,0,0,0,0,0,0,62.73,0,23.59,0,1633.63,142.47,1776.1,87.32,1688.78,11,37,1,fue,35.98,50.91666667,0,0
14,5506,7,5,816.13,123.7,0,40,124.25,174.88,0,0,0,0,0,0,0,0,0,0,0,145506,14,5506,1,0,0,0,0,192.68,163.22,0,0,0,0,22.74,31,1067.27,242.69,1309.96,379.64,930.32,1992,5,14,fue,6.274,17.46666667,74,0
14,236,7,6,1074.01,813.26,60,60,301.96,0,0,0,0,0,0,0,0,0,0,0,0,14236,14,236,1,0,0,0,0,523.01,0,0,0,162.8,0,53.12,0,2007.27,301.96,2309.23,739.93,1569.3,7171,45,423,sigue,15.297,32.76666667,0,1
14,7080,7,6,878.01,307.65,60,60,189.7,0,0,0,0,0,0,0,0,0,0,0,0,147080,14,7080,1,0,0,0,0,0,0,0,0,17.59,0,33.97,0,1305.66,189.7,1495.36,52.56,1442.8,847,85,18,sigue,4.745,11.51666667,0,1
14,5965,7,6,816.13,154.63,60,60,155.32,0,0,0,0,0,45.04,0,0,0,0,0,0,145965,14,5965,1,0,0,0,0,0,0,0,0,0,0,26.68,7.84,1135.8,163.16,1298.96,27.68,1271.28,1285,72,178,sigue,6.326,15.61666667,0,1
14,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147457,14,7457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,82,1,fue,8.833,21.41666667,0,0
14,5447,7,6,623,128.38,60,50,120.22,44.5,0,0,0,0,750,0,0,0,0,0,0,145447,14,5447,1,0,10,0,0,0,0,0,0,62.73,0,22.11,0,1633.63,142.47,1776.1,95.84,1680.26,2051,4,0003A,sigue,24.951,35.05,0,1
14,6685,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,146685,14,6685,1,0,0,0,0,0,0,0,0,61.4,0,25.21,0,1621.38,120.22,1741.6,87.61,1653.99,1140,73,1,sigue,7.306,23.23333333,0,1
14,5549,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,145549,14,5549,1,0,0,0,0,0,0,0,0,61.4,0,23.9,0,1621.38,164.72,1786.1,86.3,1699.8,1967,45,1,sigue,3.959,9.383333333,62,1
14,6349,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,146349,14,6349,1,0,0,0,0,0,0,0,0,0,0,20.12,38.26,871.38,158.48,1029.86,21.12,1008.74,1149,76,1,fue,7.109,13.93333333,0,0
14,7484,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147484,14,7484,1,0,0,0,0,0,0,0,0,61.4,0,24.24,0,1621.38,120.22,1741.6,86.64,1654.96,311,85,1,fue,2.37,6.983333333,0,0
14,7592,7,6,623,128.38,60,50,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147592,14,7592,1,0,0,0,0,0,0,0,0,0,0,25.27,38.9,861.38,159.12,1020.5,26.27,994.23,89,74,1,fue,22.535,35.56666667,77,0
14,854,7,6,1010.03,367.57,60,50,220.41,0,0,0,0,0,0,0,0,0,0,0,0,14854,14,854,1,0,0,0,0,326.19,0,0,0,46.84,0,36.65,0,1487.6,220.41,1708.01,410.68,1297.33,2523,5,20,sigue,12.301,32.85,27,1
14,7295,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147295,14,7295,1,0,0,0,0,0,0,0,0,61.4,0,24.84,0,1621.38,120.22,1741.6,87.24,1654.36,672,57,1,sigue,3.69,13.38333333,0,1
14,6832,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,146832,14,6832,1,0,0,0,0,0,0,0,0,61.4,0,23.17,0,1621.38,164.72,1786.1,85.57,1700.53,1035,5,1,sigue,1.559,5.3,46,1
14,4807,7,6,3420.55,0,60,60,547.28,0,0,0,0,0,626.5,0,0,0,0,0,0,144807,14,4807,1,0,0,0,0,0,0,0,0,592.24,0,102.64,0,4167.05,547.28,4714.33,695.88,4018.45,2496,6,28,sigue,32.767,46.88333333,0,1
14,7610,7,3,623,64.37,0,30,40.18,66.75,133.5,0,0,0,38.91,0,0,0,0,0,0,147610,14,7610,1,0,0,0,0,0,312.39,0,0,0,0,12.76,34.6,923.16,108.15,1031.31,326.15,705.16,99,52,1,fue,2.037,5.75,8,0
14,6821,7,6,816.13,154.63,60,50,155.32,145.73,0,0,0,0,45.04,0,0,0,0,0,0,146821,14,6821,1,0,0,0,0,0,0,0,0,0,0,25.35,1.01,1198.67,229.19,1427.86,26.35,1401.51,1046,25,178,sigue,15.012,33.51666667,0,1
14,3169,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,143169,14,3169,1,0,0,0,0,0,0,0,0,0,0,20.17,38.26,871.38,158.48,1029.86,21.17,1008.69,3776,76,1,sigue,12.123,23.25,0,1
14,6944,7,6,816.13,154.63,60,60,155.32,0,0,0,0,58.29,45.04,0,0,0,0,0,0,146944,14,6944,1,0,0,0,0,0,0,0,0,0,0,26.31,7.84,1135.8,221.45,1357.25,27.31,1329.94,752,85,178,fue,44.581,41.9,55,0
14,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145902,14,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,6,331,fue,25.738,49.46666667,3,0
14,4514,7,6,816.13,242.2,60,60,169.33,87.44,131.16,0,0,0,49.1,0,0,0,0,0,0,144514,14,4514,1,0,0,0,0,312.94,0,0,0,28.1,0,29.57,0,1402.31,213.05,1615.36,371.61,1243.75,2667,54,181,sigue,7.937,24,0,1
14,6014,7,6,816.13,154.63,60,60,155.32,145.73,0,0,0,0,45.04,0,0,0,0,0,0,146014,14,6014,1,0,0,0,0,0,0,0,0,0.07,0,25.62,0,1208.67,228.18,1436.85,26.69,1410.16,1504,75,178,sigue,11.834,30.25,22,1
14,7551,7,6,623,128.38,60,60,120.22,0,0,0,0,0,1550,0,0,0,0,0,0,147551,14,7551,1,0,0,0,0,0,0,0,0,231.2,0,21.92,0,2421.38,120.22,2541.6,254.12,2287.48,357,79,1,sigue,10.344,22.18333333,0,1
14,7645,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,0,0,0,0,0,0,0,147645,14,7645,1,0,0,0,0,0,0,0,0,0,0,18.65,38.26,871.38,202.98,1074.36,19.65,1054.71,77,52,1,fue,3.233,12.2,26,0
14,6985,7,6,1260,648.06,60,60,305.28,405,135,0,0,0,0,0,0,0,0,0,0,146985,14,6985,1,0,0,0,0,0,0,0,0,221.2,0,59.75,0,2365.56,507.78,2873.34,281.95,2591.39,918,86,75,fue,64.982,63.51666667,0,0
14,3827,7,6,623,191.17,60,60,130.26,66.75,0,0,0,0,750,0,0,0,0,0,0,143827,14,3827,1,0,0,0,0,0,0,0,0,130.24,0,26.42,0,1717.55,163.63,1881.18,157.66,1723.52,3191,5,2,sigue,1.541,5.116666667,162,1
14,5412,7,6,623,128.38,60,50,120.22,0,0,0,0,0,0,0,0,0,0,0,0,145412,14,5412,1,0,0,0,0,0,0,0,0,0,0,18.72,38.9,861.38,159.12,1020.5,19.72,1000.78,1484,3,1,sigue,2.202,7.583333333,77,1
14,4504,7,6,1484.91,504.98,60,50,318.38,0,0,397.74,0,0,100,0,0,0,0,0,0,144504,14,4504,1,0,0,0,0,0,0,0,0,227.15,0,58.4,0,2398.76,517.25,2916.01,286.55,2629.46,529,6,32,sigue,19.32,44.88333333,0,1
14,7395,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,147395,14,7395,1,0,0,0,0,0,0,0,0,61.4,0,24.56,0,1621.38,164.72,1786.1,86.96,1699.14,567,85,0003B,sigue,3.745,6.966666667,0,1
14,214,7,6,2439.5,1083.25,60,60,563.64,0,0,0,0,0,163.45,0,0,0,0,0,0,14214,14,214,1,0,0,0,0,0,0,0,0,515.16,0,105.44,0,3806.2,563.64,4369.84,621.6,3748.24,728,6,24,sigue,24.331,42.15,0,1
14,7376,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147376,14,7376,1,48,0,0,0,0,0,0,0,61.4,0,26.66,0,1621.38,120.22,1741.6,137.06,1604.54,563,54,0003A,fue,2.42,6.15,0,0
14,7212,7,5,623,107.28,0,50,100.47,0,0,0,0,0,0,0,0,0,0,0,0,147212,14,7212,1,0,0,0,0,306.59,104.13,0,0,0,0,23.21,48.27,780.28,148.74,929.02,434.93,494.09,612,54,1,fue,4.455,12.65,0,0
14,6321,7,6,623,191.17,60,60,130.26,0,0,0,0,0,0,0,0,0,0,0,0,146321,14,6321,1,0,0,0,0,0,0,0,0,0,0,24.4,34.24,934.17,164.5,1098.67,25.4,1073.27,1320,76,2,sigue,11.491,21.63333333,0,1
14,5232,7,6,670.25,112.63,60,50,125.26,0,0,0,0,0,886.32,0,0,0,0,0,0,145232,14,5232,1,0,0,0,0,0,0,0,0,136.95,0,27.6,0,1779.2,125.26,1904.46,165.55,1738.91,1084,83,110,sigue,12.603,31.41666667,55,1
14,4958,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,144958,14,4958,1,0,0,0,0,0,0,0,0,61.4,0,24.86,0,1621.38,120.22,1741.6,87.26,1654.34,2412,57,1,sigue,4.636,17.33333333,0,1
14,7620,7,5,623,107.28,0,50,100.47,0,0,0,0,0,750,0,0,0,0,0,0,147620,14,7620,1,0,0,0,0,0,104.13,0,0,30.7,0,16.69,0,1530.28,100.47,1630.75,152.52,1478.23,90,68,1,fue,6.501,18.45,48,0
14,3979,7,6,2177.98,942.41,60,60,499.26,0,0,0,0,0,144.78,0,0,0,0,0,0,143979,14,3979,1,0,0,0,0,0,0,0,0,425.23,0,93.22,0,3385.17,499.26,3884.43,519.45,3364.98,3080,6,27,sigue,30.786,62.73333333,49,1
14,442,7,6,774.06,433.09,60,60,193.14,110.58,0,0,0,0,56.01,0,0,0,0,0,0,14442,14,442,1,0,0,0,0,0,0,0,0,41.5,0,34.5,0,1438.45,248.43,1686.88,77,1609.88,7291,5,174,sigue,20.385,41.96666667,0,1
14,7630,7,4,623,77.02,0,30,72.13,0,0,0,0,0,0,0,0,0,0,0,0,147630,14,7630,1,0,0,0,0,0,249.2,0,0,0,0,14.72,49.19,730.02,121.32,851.34,264.92,586.42,20,74,1,fue,22.829,42.11666667,12,0
14,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147330,14,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,5,15,sigue,30.984,63.68333333,0,1
14,7243,7,6,623,128.38,60,50,120.22,44.5,0,0,0,0,750,0,0,0,0,0,0,147243,14,7243,1,0,0,0,0,0,0,0,0,62.73,0,24.41,0,1633.63,142.47,1776.1,88.14,1687.96,544,37,1,fue,21.708,32.56666667,0,0
14,7397,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,147397,14,7397,1,0,0,0,0,0,0,0,0,61.4,0,22.99,0,1621.38,164.72,1786.1,85.39,1700.71,469,66,1,fue,4.831,8.933333333,0,0
14,7421,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147421,14,7421,1,0,0,0,0,0,0,0,0,61.4,0,25.16,0,1621.38,120.22,1741.6,87.56,1654.04,545,73,1,sigue,9.217,30.95,0,1
14,7595,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147595,14,7595,1,0,0,0,0,0,0,0,0,61.4,0,20.06,0,1621.38,120.22,1741.6,82.46,1659.14,202,82,1,fue,0.392,0.85,0,0
14,7298,7,6,955.99,361.06,60,50,210.72,0,0,0,0,0,61.11,0,0,0,0,0,0,147298,14,7298,1,0,0,0,0,0,0,0,0,46.9,0,34.03,0,1488.16,210.72,1698.88,81.93,1616.95,665,74,184,sigue,20.243,51.81666667,21,1
14,5396,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,145396,14,5396,1,0,0,0,0,0,0,0,0,61.4,0,22.72,0,1621.38,120.22,1741.6,85.12,1656.48,1642,5,1,sigue,29.754,39.4,0,1
14,5704,7,6,878.01,307.65,60,60,189.7,0,0,0,0,62.71,55.01,0,0,0,0,0,0,145704,14,5704,1,0,0,0,0,0,0,0,0,23.57,0,34.39,0,1360.67,252.41,1613.08,58.96,1554.12,1307,66,182,sigue,7.137,21.26666667,0,1
14,7503,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147503,14,7503,1,0,0,0,0,0,0,0,0,0,0,21.82,38.26,871.38,158.48,1029.86,22.82,1007.04,468,85,0003B,sigue,8.507,14.65,0,1
14,7190,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147190,14,7190,1,0,0,0,0,0,0,0,0,0,0,20.72,38.26,871.38,158.48,1029.86,21.72,1008.14,663,80,1,fue,9.788,16.5,0,0
14,7642,5,4,416.52,85.83,40,40,80.37,0,0,0,0,0,0,0,0,0,0,0,0,147642,14,7642,1,0,0,0,0,0,0,0,0,0,0,13.32,29.89,582.35,110.26,692.61,14.32,678.29,61,52,1,fue,8.026,20.38333333,20,0
14,7588,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147588,14,7588,1,0,0,0,0,0,0,0,0,61.4,0,20.96,0,1621.38,120.22,1741.6,83.36,1658.24,341,79,1,sigue,6.002,15.61666667,0,1
14,5588,7,6,623,128.38,60,60,120.22,66.75,0,0,0,0,750,0,0,0,0,0,0,145588,14,5588,1,0,0,0,0,0,0,0,0,73.3,0,23.37,0,1654.76,153.59,1808.35,97.67,1710.68,1927,60,1,sigue,1.238,4.066666667,0,1
14,6203,7,6,623,128.38,60,60,120.22,111.25,0,0,0,44.5,750,0,0,0,0,0,0,146203,14,6203,1,0,0,0,0,0,0,0,0,75.72,0,23.32,0,1677.01,220.34,1897.35,100.04,1797.31,1113,85,0003B,sigue,4.856,7.066666667,0,1
14,6582,7,6,623,128.38,60,50,120.22,0,0,0,0,0,750,0,0,0,0,0,0,146582,14,6582,1,0,0,0,0,0,0,0,0,60.31,0,20.06,0,1611.38,120.22,1731.6,81.37,1650.23,794,37,1,sigue,39.607,51.96666667,0,1
14,7226,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147226,14,7226,1,0,0,0,0,0,0,0,0,61.4,0,26.27,0,1621.38,120.22,1741.6,88.67,1652.93,717,54,0003A,sigue,17.066,30.21666667,0,1
14,7613,7,6,623,128.38,60,50,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147613,14,7613,1,0,0,0,0,0,0,0,0,60.31,0,18.65,0,1611.38,120.22,1731.6,79.96,1651.64,109,83,1,fue,14.105,22.18333333,0,0
14,3326,7,6,878.01,429.45,60,60,209.19,0,0,0,0,0,0,0,0,0,0,0,0,143326,14,3326,1,0,0,0,0,0,0,0,0,30.84,0,35.32,0,1427.46,209.19,1636.65,67.16,1569.49,558,57,19,sigue,9.704,22.86666667,69,1
14,3960,7,6,822.78,242.83,60,60,170.49,235.08,0,0,0,58.77,49.44,0,0,0,0,0,0,143960,14,3960,1,0,0,0,0,283.45,0,0,0,22.69,0,30.83,0,1352.59,346.8,1699.39,337.97,1361.42,1743,11,177,fue,11.842,18.75,30,0
14,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142233,14,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4958,51,34,fue,23.314,34.41666667,0,0
14,7584,7,6,623,128.38,60,50,120.22,0,0,0,0,0,750,0,0,0,0,0,0,147584,14,7584,1,0,0,0,0,0,0,0,0,60.31,0,19.83,0,1611.38,120.22,1731.6,81.14,1650.46,119,74,1,fue,24.408,62.3,30,0
14,449,7,6,714.35,124.04,60,60,134.14,76.53,0,0,0,0,300,0,0,0,0,0,0,14449,14,449,1,0,300,0,0,389.82,0,0,0,16.61,0,37.29,0,1296.66,172.4,1469.06,744.72,724.34,10610,5,3,sigue,6.461,16.5,251,1
14,6934,7,6,2057.51,821.94,60,60,460.71,0,0,0,0,0,0,0,0,0,0,0,0,146934,14,6934,1,0,0,0,0,0,0,0,0,342.84,0,84.39,0,2999.45,460.71,3460.16,428.23,3031.93,973,6,470,sigue,8.814,22.1,61,1
14,7137,7,6,816.13,403.34,60,50,195.11,0,0,0,0,0,183.43,0,0,0,0,0,0,147137,14,7137,1,0,0,0,0,0,0,0,0,49.6,0,34.75,0,1512.9,195.11,1708.01,85.35,1622.66,803,81,469,sigue,15.173,24.81666667,0,1
14,6682,7,5,623,102.7,0,40,96.17,0,0,0,0,0,0,0,0,0,0,0,0,146682,14,6682,1,0,0,0,0,0,124.6,0,0,0,0,17.7,50.19,765.7,146.36,912.06,143.3,768.76,686,6,1,sigue,17.252,35.65,36,1
14,1269,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,141269,14,1269,1,0,0,0,0,0,0,0,0,61.4,0,20.36,0,1621.38,164.72,1786.1,82.76,1703.34,6801,3,1,sigue,38.254,50.63333333,31,1
14,6006,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,146006,14,6006,1,0,0,0,0,0,0,0,0,61.4,0,24.83,0,1621.38,120.22,1741.6,87.23,1654.37,28,81,1,sigue,21.265,37.73333333,0,1
14,6918,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,146918,14,6918,1,0,0,0,0,0,0,0,0,61.4,0,18.65,0,1621.38,120.22,1741.6,81.05,1660.55,283,87,1,fue,15.432,28.33333333,0,0
14,1419,7,6,878.01,307.65,60,60,189.7,94.07,0,0,0,0,0,0,0,0,0,0,0,141419,14,1419,1,0,0,0,0,268.68,0,0,0,22.71,0,31.82,0,1352.7,236.73,1589.43,324.21,1265.22,1252,51,20,sigue,5.331,20,81,1
14,7605,7,6,208.26,42.91,20,20,40.18,0,0,0,0,0,0,0,0,0,0,0,0,147605,14,7605,1,0,0,0,0,0,0,0,0,0,0,19.9,81.05,291.17,121.23,412.4,20.9,391.5,46,52,1,fue,6.744,15.1,12,0
14,7545,7,6,878.01,307.65,60,60,189.7,156.78,0,0,0,0,0,0,0,0,0,0,0,147545,14,7545,1,0,0,0,0,0,0,0,0,26.12,0,35.84,0,1384.05,268.09,1652.14,62.96,1589.18,416,85,18,sigue,8.99,17.6,0,1
14,5905,7,6,878.01,307.65,60,60,189.7,282.21,235.18,0,0,0,0,0,0,0,0,0,0,145905,14,5905,1,0,0,0,0,0,0,0,0,76.26,0,37.3,0,1681.95,330.8,2012.75,114.56,1898.19,1453,52,18,fue,2.478,8.583333333,49,0
14,7638,7,6,623,128.38,60,50,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147638,14,7638,1,0,0,0,0,0,0,0,0,0,0,18.65,38.9,861.38,159.12,1020.5,19.65,1000.85,156,7,1,fue,28.607,52.65,0,0
14,7462,7,6,623,128.38,60,60,120.22,111.25,0,0,0,0,750,0,0,0,0,0,0,147462,14,7462,1,0,0,0,0,0,0,0,0,75.72,0,24.99,0,1677.01,175.84,1852.85,101.71,1751.14,291,85,1,fue,5.352,11.18333333,0,0
14,3525,7,6,816.13,0,60,60,155.32,0,0,0,0,0,0,0,0,0,0,0,0,143525,14,3525,1,0,0,0,0,0,0,0,0,0,0,29.59,34.12,936.13,189.44,1125.57,30.59,1094.98,504,68,14,sigue,4.024,15.78333333,89,1
14,7626,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,0,0,0,0,0,0,0,147626,14,7626,1,0,0,0,0,219.33,0,0,0,0,0,18.65,38.26,871.38,202.98,1074.36,238.98,835.38,80,85,1,fue,22.13,38.71666667,0,0
14,2451,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,142451,14,2451,1,0,0,0,0,0,0,0,0,61.4,0,23.76,0,1621.38,164.72,1786.1,86.16,1699.94,4711,11,1,fue,2.538,5.683333333,74,0
14,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146885,14,6885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,52,1,sigue,2.478,8.583333333,49,1
14,4775,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,144775,14,4775,1,0,0,0,0,0,0,0,0,0,0,26.18,38.26,871.38,158.48,1029.86,27.18,1002.68,2505,74,1,sigue,12.979,28.26666667,33,1
14,7528,7,6,623,128.38,60,60,120.22,0,0,0,0,44.5,750,0,0,0,0,0,0,147528,14,7528,1,0,0,0,0,0,0,0,0,61.4,0,25.94,0,1621.38,164.72,1786.1,88.34,1697.76,444,85,0003B,sigue,2.37,6.983333333,0,1
14,5671,7,5,1220.73,461.74,0,50,237.1,0,0,0,0,0,0,0,0,0,0,0,0,145671,14,5671,1,0,0,0,0,0,204.03,0,0,51.29,0,42.41,0,1732.47,237.1,1969.57,298.73,1670.84,1654,85,366,fue,10.952,15.25,0,0
14,4832,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,144832,14,4832,1,0,0,0,0,0,0,0,0,61.4,0,24.83,0,1621.38,120.22,1741.6,87.23,1654.37,1547,59,1,sigue,6.769,12.88333333,0,1
14,7637,7,6,623,128.38,60,50,120.22,0,0,0,0,0,0,0,0,0,0,0,0,147637,14,7637,1,0,0,0,0,0,0,0,0,0,0,18.65,38.9,861.38,159.12,1020.5,19.65,1000.85,63,80,1,fue,9.08,23.38333333,24,0
14,6567,7,6,623,128.38,60,60,120.22,0,0,0,0,0,0,0,0,0,0,0,0,146567,14,6567,1,0,0,0,0,0,0,0,0,0,0,26.88,38.26,871.38,158.48,1029.86,27.88,1001.98,1085,66,1,fue,4.831,8.933333333,0,0
14,3321,7,6,1077.37,434.91,60,50,241.96,76.95,0,0,0,0,379.15,0,0,0,0,0,0,143321,14,3321,1,0,0,0,0,0,0,0,0,168.03,0,50.7,0,2039.91,280.43,2320.34,219.73,2100.61,3037,83,103,sigue,11.734,21.6,0,1
14,2112,7,6,623,128.38,60,60,120.22,0,0,0,0,0,750,0,0,0,0,0,0,142112,14,2112,1,0,0,0,0,0,0,0,0,61.4,0,22.87,0,1621.38,120.22,1741.6,85.27,1656.33,4458,72,1,sigue,12.562,32.75,0,1
14,624,7,6,983.99,827.19,60,50,289.78,0,0,0,0,0,0,0,0,0,0,0,0,14624,14,624,1,0,0,0,0,0,0,0,0,152.4,0,62.81,0,1921.18,289.78,2210.96,216.21,1994.75,8376,83,35,sigue,13.809,25.35,21,1
14,6877,7,6,623,128.38,60,50,120.22,0,0,0,0,0,244.48,0,0,0,0,0,0,146877,14,6877,1,0,250,141.34,0,0,0,0,0,0,0,30.29,9.99,1105.86,130.21,1236.07,422.63,813.44,1006,81,14,sigue,15.169,33.21666667,11,1
14,4385,7,6,816.13,242.2,60,60,169.33,0,0,0,0,0,0,0,0,0,0,0,0,144385,14,4385,1,0,0,0,0,0,0,0,0,0,0,37.24,3.22,1178.33,172.55,1350.88,38.24,1312.64,2769,4,16,sigue,16.323,44.28333333,0,1
