,sem,codigo,vales,zapatos,otras,fonac,alim,infon,falt,enf,ries,ISPT,ISPTA,IMSS,subs,t_per_g,t_per_e,t_per,t_ded,neto
1909,10,214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.35,0.0,110.55,0.0,3783.66,586.18,4369.84,621.9,3747.94
1910,10,7849,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,18.05,46.66,849.68,207.2,1056.88,163.25,893.63
1911,10,6321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,10,5232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93,0.0,46.41,0.0,1382.37,181.66,1564.03,73.34,1490.69
1913,10,4958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.51,35.52,914.15,162.58,1076.73,31.51,1045.22
1914,10,7880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,19.17,1068.11,216.64,1284.75,24.58,1260.17
1915,10,3979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.97,0.0,103.06,0.0,3365.2,519.23,3884.43,525.03,3359.4
1916,10,7902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,10.76,1093.86,233.98,1327.84,19.65,1308.19
1917,10,442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17,0.0,34.1,0.0,1472.21,297.62,1769.83,80.27,1689.56
1918,10,7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,10,7857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.16,0.0,47.09,0.0,1827.09,355.81,2182.9,190.25,1992.65
1920,10,7330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,10,7719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.56,35.52,914.15,162.58,1076.73,31.56,1045.17
1922,10,7846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24,29.13,1014.04,172.17,1186.21,25.24,1160.97
1923,10,7421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.22,21.61,1030.03,264.54,1294.57,30.22,1264.35
1924,10,7910,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,7.43,24.49,517.2,24.49,541.69,368.96,172.73
1925,10,7776,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,25.37,50.19,785.3,146.36,931.66,170.57,761.09
1926,10,7823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,38.26,871.38,158.48,1029.86,22.33,1007.53
1927,10,7298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42,0.0,36.47,0.0,1548.05,287.44,1835.49,90.89,1744.6
1928,10,7758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.18,35.52,914.15,162.58,1076.73,28.18,1048.55
1929,10,5396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69,29.75,1004.28,246.93,1251.21,34.69,1216.52
1930,10,5704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95,0.0,32.96,0.0,1354.95,199.19,1554.14,56.91,1497.23
1931,10,7503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,10,7588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.74,35.52,914.15,162.58,1076.73,31.74,1044.99
1933,10,7821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.22,29.13,1014.04,172.17,1186.21,31.22,1154.99
1934,10,5588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.74,2.54,1184.53,168.22,1352.75,28.74,1324.01
1935,10,6203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.86,0.0,24.35,0.0,2631.53,238.04,2869.57,294.21,2575.36
1936,10,6582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,35.34,917.03,175.27,1092.3,27.8,1064.5
1937,10,7392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,35.52,914.15,162.58,1076.73,30.1,1046.63
1938,10,7226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.96,29.13,1014.04,172.17,1186.21,33.96,1152.25
1939,10,7664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,36.16,904.15,163.22,1067.37,29.3,1038.07
1940,10,7900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,10,7885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,38.26,871.38,158.48,1029.86,22.46,1007.4
1942,10,3326,1.0,0.0,0.0,0.0,0.0,352.72,0.0,0.0,0.0,51.39,0.0,37.79,0.0,1529.38,251.83,1781.21,442.9,1338.31
1943,10,449,1.0,0.0,0.0,0.0,0.0,386.21,0.0,0.0,0.0,18.5,0.0,46.29,0.0,1314.04,143.04,1457.08,452.0,1005.08
1945,10,6934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.63,0.0,84.19,0.0,3293.38,754.64,4048.02,490.82,3557.2
1946,10,7137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.37,0.0,36.53,0.0,1538.38,199.19,1737.57,89.9,1647.67
1947,10,6682,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,18.36,50.19,785.3,146.36,931.66,163.56,768.1
1948,10,1269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21,36.16,904.15,163.22,1067.37,30.21,1037.16
1949,10,7890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,38.26,871.38,209.98,1081.36,22.46,1058.9
1950,10,6006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.59,38.9,861.38,159.12,1020.5,26.59,993.91
1951,10,1419,1.0,0.0,0.0,0.0,0.0,268.68,0.0,0.0,0.0,55.99,0.0,39.46,0.0,1571.66,232.26,1803.92,365.13,1438.79
1952,10,7868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.84,0.0,24.5,0.0,1298.81,405.41,1704.22,42.34,1661.88
1953,10,7887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,38.26,871.38,158.48,1029.86,21.06,1008.8
1954,10,3525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.51,6.91,1144.45,170.82,1315.27,33.51,1281.76
1955,10,7855,0.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.06,42.77,896.85,42.77,939.62,139.57,800.05
1956,10,6885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.41,0.0,32.74,0.0,1248.9,358.81,1607.71,45.15,1562.56
1957,10,7893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.98,38.26,871.38,158.48,1029.86,20.98,1008.88
1958,10,7907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.54,0.0,39.88,0.0,1757.06,287.65,2044.71,175.42,1869.29
1959,10,4775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.17,30.39,994.28,247.57,1241.85,31.17,1210.68
1960,10,7528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58,29.03,1015.56,215.57,1231.13,29.58,1201.55
1961,10,4832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.01,35.52,914.15,162.58,1076.73,29.01,1047.72
1962,10,7836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,10,7824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99,38.26,871.38,158.48,1029.86,27.99,1001.87
1964,10,3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.46,0.0,63.7,0.0,2489.78,446.73,2936.51,308.16,2628.35
1965,10,2112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.84,35.52,914.15,162.58,1076.73,31.84,1044.89
1966,10,624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4,0.0,53.3,0.0,1921.18,677.89,2599.07,206.7,2392.37
1967,10,6877,1.0,0.0,0.0,194.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.78,7.99,1134.45,171.9,1306.35,225.93,1080.42
1968,10,4385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.73,0.0,35.42,0.0,1504.95,199.19,1704.14,85.15,1618.99
1969,10,7378,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,19.64,48.29,796.38,200.26,996.64,141.15,855.49
1970,10,366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.08,0.0,86.3,0.0,3000.58,565.72,3566.3,430.38,3135.92
1971,10,6206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.78,0.0,31.37,0.0,1371.75,308.62,1680.37,57.15,1623.22
1972,10,4366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,4.28,1168.54,185.94,1354.48,30.75,1323.73
1973,10,7618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.89,30.58,991.4,234.89,1226.29,25.89,1200.4
1976,11,7879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,38.27,871.38,158.49,1029.87,21.08,1008.79
1977,11,6600,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,24.05,38.06,935.4,255.58,1190.98,169.25,1021.73
1978,11,7685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,35.53,914.15,162.59,1076.74,33.3,1043.44
1979,11,7331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09,25.82,1080.99,236.16,1317.15,28.09,1289.06
1980,11,5933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,38.73,965.65,217.29,1182.94,34.56,1148.38
1981,11,7170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61,35.53,914.15,162.59,1076.74,34.61,1042.13
1982,11,5201,1.0,0.0,0.0,0.0,0.0,335.5,0.0,0.0,0.0,47.98,0.0,37.61,0.0,1498.02,220.48,1718.5,422.09,1296.41
1983,11,3890,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.37,0.0,54.41,0.0,2104.51,319.12,2423.63,233.78,2189.85
1984,11,7834,1.0,0.0,0.0,0.0,0.0,0.0,361.53,241.02,0.0,0.0,0.0,12.0,50.78,759.92,74.68,834.6,615.55,219.05
1985,11,3652,1.0,0.0,0.0,0.0,0.0,456.67,0.0,0.0,0.0,179.1,0.0,57.41,0.0,2109.09,425.21,2534.3,694.18,1840.12
1986,11,1123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.15,0.0,37.64,0.0,1402.68,244.73,1647.41,66.79,1580.62
1987,11,7593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.0,30.46,0.0,1291.13,384.56,1675.69,42.91,1632.78
1988,11,7903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,11,7865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94,30.33,935.76,214.92,1150.68,21.94,1128.74
1990,11,7916,0.0,0.0,0.0,0.0,0.0,0.0,361.53,0.0,0.0,0.0,0.0,12.76,39.93,826.51,39.93,866.44,374.29,492.15
1991,11,7259,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,24.07,54.93,819.52,156.58,976.1,169.27,806.83
1992,11,7312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.77,32.33,964.06,218.87,1182.93,24.77,1158.16
1993,11,7338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.47,29.14,1014.04,172.18,1186.22,30.47,1155.75
1994,11,5677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.87,0.0,34.77,0.0,1533.78,338.8,1872.58,87.64,1784.94
1995,11,7737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.01,86.55,972.04,213.61,1185.65,23.01,1162.64
1996,11,6210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,24.01,46.33,832.13,322.68,1154.81,145.52,1009.29
1997,11,6213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,20.8,1042.67,202.46,1245.13,33.8,1211.33
1998,11,7896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,38.27,871.38,158.49,1029.87,21.08,1008.79
1999,11,849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.49,11.07,1089.04,154.11,1243.15,36.49,1206.66
2000,11,7536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.87,29.57,1007.15,259.63,1266.78,25.87,1240.91
2001,11,7430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.7,0.0,56.73,0.0,2463.16,477.71,2940.87,296.43,2644.44
2002,11,5181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,37.63,914.15,164.69,1078.84,28.2,1050.64
2003,11,7655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.02,32.87,955.65,211.43,1167.08,22.02,1145.06
2004,11,7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.2,0.0,24.21,0.0,1052.92,82.68,1135.6,106.41,1029.19
2005,11,7057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.01,7.69,1145.88,302.12,1448.0,33.01,1414.99
2006,11,5558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,29.68,0.0,1235.79,258.91,1494.7,36.52,1458.18
2007,11,4746,1.0,0.0,0.0,0.0,0.0,344.19,0.0,0.0,0.0,32.7,0.0,32.99,0.0,1444.51,242.99,1687.5,410.88,1276.62
2008,11,7663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.73,13.11,1151.47,159.08,1310.55,27.73,1282.82
2009,11,7407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.92,2.75,1223.15,207.06,1430.21,31.92,1398.29
2010,11,7828,1.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,0.0,22.39,31.28,1062.15,391.94,1454.09,264.41,1189.68
2011,11,7773,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,20.76,36.81,932.0,194.49,1126.49,142.27,984.22
2012,11,7839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.99,0.0,59.79,0.0,2519.17,521.45,3040.62,305.78,2734.84
2013,11,1424,1.0,0.0,0.0,0.0,0.0,466.38,0.0,0.0,0.0,302.67,0.0,75.1,0.0,2820.15,549.77,3369.92,845.15,2524.77
2014,11,5280,1.0,0.0,0.0,362.1,0.0,435.11,0.0,0.0,0.0,161.4,0.0,48.09,0.0,2003.82,373.0,2376.82,1007.7,1369.12
2015,11,7912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,27.97,0.0,1246.79,242.99,1489.78,35.83,1453.95
2016,11,7742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,36.17,904.15,163.23,1067.38,22.03,1045.35
2017,11,5636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,11,7883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.19,32.33,964.06,167.37,1131.43,24.19,1107.24
2020,11,7894,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,17.88,44.23,873.63,221.95,1095.58,139.39,956.19
2021,11,6461,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,0.0,28.35,0.0,1243.04,273.84,1516.88,283.16,1233.72
2022,11,6765,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,62.53,0.0,33.92,0.0,1631.73,78.39,1710.12,396.45,1313.67
2023,11,7909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.26,871.38,158.48,1029.86,19.65,1010.21
2024,11,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.55,4.65,1188.13,175.55,1363.68,30.55,1333.13
2025,11,7915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,8.99,1121.52,245.08,1366.6,19.65,1346.95
2026,11,5644,1.0,0.0,150.0,0.0,0.0,337.88,0.0,0.0,0.0,2.94,0.0,28.41,0.0,1257.98,288.79,1546.77,520.23,1026.54
2027,11,6638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,35.53,914.15,162.59,1076.74,33.37,1043.37
2028,11,7800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,36.43,900.01,195.27,1095.28,22.69,1072.59
2029,11,6690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,27.54,0.0,1232.46,339.49,1571.95,39.9,1532.05
2030,11,7168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.64,1068.65,268.45,1337.1,24.0,1313.1
2031,11,7901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,38.27,871.38,158.49,1029.87,19.65,1010.22
2032,11,7786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,38.91,861.38,159.13,1020.51,26.12,994.39
2033,11,4314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.78,0.0,49.43,0.0,2194.61,393.6,2588.21,243.21,2345.0
2034,11,7904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,11,7848,1.0,0.0,0.0,0.0,0.0,0.0,144.2,0.0,0.0,0.0,0.0,19.18,51.8,817.49,180.15,997.64,164.38,833.26
2036,11,7632,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,27.07,37.05,928.69,239.79,1168.48,148.58,1019.9
2037,11,7873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,38.27,871.38,158.49,1029.87,22.1,1007.77
2038,11,6504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,11,7905,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,241.02,0.0,0.0,11.36,52.57,766.23,112.85,879.08,373.89,505.19
2040,11,7801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.58,20.33,1180.38,217.8,1398.18,27.58,1370.6
2041,11,7604,0.0,0.0,0.0,0.0,0.0,0.0,241.02,0.0,0.0,0.0,0.0,18.54,47.96,917.31,47.96,965.27,259.56,705.71
2042,11,7918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,6.71,796.52,151.45,947.97,14.32,933.65
2043,11,7061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99,0.0,35.32,0.0,1328.08,209.81,1537.89,63.31,1474.58
2044,11,7847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,38.91,861.38,159.13,1020.51,21.38,999.13
2045,11,7884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.13,0.0,43.85,0.0,1716.43,257.02,1973.45,174.98,1798.47
2046,11,7633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69,36.17,904.15,163.23,1067.38,30.69,1036.69
2047,11,7906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.21,0.0,39.88,0.0,1818.32,430.59,2248.91,182.09,2066.82
2048,11,7914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,29.89,582.35,110.26,692.61,14.32,678.29
2049,11,2897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,34.71,927.03,174.64,1101.67,27.47,1074.2
2050,11,7614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,0.0,48.18,0.0,1624.91,377.83,2002.74,120.43,1882.31
2051,11,3318,1.0,0.0,0.0,0.0,0.0,510.55,0.0,0.0,0.0,191.07,0.0,65.82,0.0,2183.88,313.42,2497.3,768.44,1728.86
2052,11,7804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.18,0.0,37.71,0.0,1564.18,232.66,1796.84,93.89,1702.95
2053,11,5139,1.0,0.0,302.0,0.0,0.0,774.43,0.0,0.0,0.0,327.08,0.0,68.68,0.0,2938.09,518.88,3456.97,1473.19,1983.78
2054,11,7921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66,20.3,522.39,132.08,654.47,11.66,642.81
2055,11,6083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.46,13.89,1144.31,303.43,1447.74,35.46,1412.28
2056,11,6766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.88,8.0,1134.45,171.91,1306.36,27.88,1278.48
2057,11,4137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.81,0.0,92.87,0.0,3135.04,482.4,3617.44,465.68,3151.76
2058,11,7913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,34.01,727.93,134.48,862.41,16.99,845.42
2059,11,7542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79,36.09,914.15,163.15,1077.3,31.79,1045.51
2060,11,3780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.97,0.0,39.48,0.0,1870.23,361.58,2231.81,237.45,1994.36
2061,11,6205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.97,38.84,964.06,173.88,1137.94,28.97,1108.97
2062,11,5027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.36,0.0,39.42,0.0,1230.04,143.04,1373.08,49.78,1323.3
2064,11,7818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56,27.3,1042.67,208.96,1251.63,28.56,1223.07
2065,11,7815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27,38.91,861.38,159.13,1020.51,26.27,994.24
2066,11,6839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,31.41,978.53,222.84,1201.37,22.32,1179.05
2067,11,5646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.15,35.53,914.15,162.59,1076.74,34.15,1042.59
2068,11,7708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.63,38.2,914.15,165.26,1079.41,28.63,1050.78
2069,11,7869,1.0,0.0,0.0,0.0,0.0,0.0,120.51,0.0,0.0,0.0,0.0,20.92,47.1,873.84,159.96,1033.8,142.43,891.37
2070,11,7882,1.0,0.0,0.0,0.0,0.0,0.0,288.4,0.0,0.0,0.0,0.0,15.9,54.67,833.6,191.17,1024.77,305.3,719.47
2071,11,5679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.26,0.0,36.06,0.0,1449.71,307.44,1757.15,70.32,1686.83
2072,11,7892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,28.3,1014.04,171.34,1185.38,24.62,1160.76
2073,11,7530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.99,29.35,1010.71,252.97,1263.68,22.99,1240.69
2074,11,6028,1.0,0.0,0.0,0.0,0.0,407.29,0.0,0.0,0.0,32.73,0.0,31.78,0.0,1444.81,296.26,1741.07,472.8,1268.27
2075,11,6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,11,7753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.12,27.3,1042.67,208.96,1251.63,30.12,1221.51
2077,11,3676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.84,0.0,39.3,0.0,1768.96,338.8,2107.76,176.14,1931.62
2078,11,3221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.58,0.0,31.22,0.0,1430.01,371.6,1801.61,72.8,1728.81
2079,11,7741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31,36.17,904.15,163.23,1067.38,27.31,1040.07
2080,11,7779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.06,0.0,27.42,0.0,1687.55,293.04,1980.59,106.48,1874.11
2081,11,7845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.94,30.41,1314.04,224.95,1538.99,31.94,1507.05
2082,11,7920,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.32,37.8,520.82,109.93,630.75,14.32,616.43
