codigo_x,prediction,actual,VEREDICTO,RECALL,
8033,1,0,MISS,-,
6028,1,1,OK,-,
7864,0,0,OK,-,
7226,1,1,OK,-,
7605,1,0,MISS,-,
7779,1,1,OK,-,
5201,1,1,OK,-,
7226,1,1,OK,-,
6321,0,0,OK,-,
7080,1,1,OK,-,
5646,1,1,OK,-,
7823,0,0,OK,-,
7717,1,1,OK,-,
7801,1,0,MISS,-,
7779,1,1,OK,-,
7647,1,0,MISS,-,
7376,0,0,OK,-,
7947,1,0,MISS,-,
7632,1,1,OK,-,
8012,1,1,OK,-,
214,1,1,OK,-,
8086,1,1,OK,-,
7619,1,0,MISS,-,
8025,1,0,MISS,-,
6360,1,1,OK,-,
5704,1,0,MISS,-,
5965,1,1,OK,-,
3890,1,1,OK,-,
3960,1,0,MISS,-,
7428,1,1,OK,-,
7742,1,0,MISS,-,
5588,1,1,OK,-,
6831,1,0,MISS,-,
7847,1,0,MISS,-,
236,1,0,MISS,-,
5745,0,0,OK,-,
4514,1,1,OK,-,
7893,1,0,MISS,-,
6203,0,1,MISS,FN,
5646,1,1,OK,-,
5618,1,1,OK,-,
4832,1,1,OK,-,
7489,1,0,MISS,-,
6877,1,0,MISS,-,
7959,0,0,OK,-,
7330,1,1,OK,-,
7655,1,0,MISS,-,
5000,1,1,OK,-,
7647,1,0,MISS,-,
4137,1,1,OK,-,
6885,1,1,OK,-,
7839,1,0,MISS,-,
4807,1,1,OK,-,
6210,1,1,OK,-,
7005,0,0,OK,-,
7719,1,1,OK,-,
5933,1,1,OK,-,
7614,1,1,OK,-,
8009,1,1,OK,-,
7057,1,0,MISS,-,
7685,1,1,OK,-,
2112,1,1,OK,-,
7731,1,1,OK,-,
6918,1,0,MISS,-,
7923,1,0,MISS,-,
5396,1,1,OK,-,
2233,0,0,OK,-,
7800,1,1,OK,-,
3979,1,1,OK,-,
7485,1,0,MISS,-,
3318,1,1,OK,-,
4807,1,1,OK,-,
7963,1,1,OK,-,
7610,0,0,OK,-,
3827,1,1,OK,-,
7631,0,0,OK,-,
6638,1,1,OK,-,
7783,1,1,OK,-,
7854,1,0,MISS,-,
90,1,0,MISS,-,
7573,0,0,OK,-,
7719,1,0,MISS,-,
6360,1,1,OK,-,
116,1,0,MISS,-,
7879,0,0,OK,-,
4775,1,1,OK,-,
6685,1,1,OK,-,
3318,1,1,OK,-,
5558,1,1,OK,-,
7717,0,1,MISS,FN,
7574,0,0,OK,-,
5027,1,1,OK,-,
7589,0,0,OK,-,
5558,1,1,OK,-,
6821,1,1,OK,-,
3890,1,1,OK,-,
4366,1,1,OK,-,
7844,1,0,MISS,-,
8031,1,1,OK,-,
6360,0,0,OK,-,
7847,1,0,MISS,-,
6006,1,0,MISS,-,
366,1,1,OK,-,
5412,1,1,OK,-,
7645,0,0,OK,-,
6877,1,1,OK,-,
6682,1,1,OK,-,
5201,1,1,OK,-,
5201,1,1,OK,-,
7715,1,1,OK,-,
7632,1,1,OK,-,
7696,0,0,OK,-,
7259,1,1,OK,-,
8117,1,1,OK,-,
7871,0,0,OK,-,
7397,0,0,OK,-,
1123,1,1,OK,-,
7061,1,1,OK,-,
6006,1,1,OK,-,
5549,1,1,OK,-,
6427,0,0,OK,-,
7848,1,1,OK,-,
6832,1,1,OK,-,
7719,1,1,OK,-,
5646,1,1,OK,-,
6985,0,0,OK,-,
7581,1,0,MISS,-,
6638,1,1,OK,-,
3979,1,1,OK,-,
5181,1,1,OK,-,
4746,0,0,OK,-,
3827,1,1,OK,-,
5000,1,1,OK,-,
7503,1,1,OK,-,
7080,1,1,OK,-,
7170,1,1,OK,-,
6885,1,1,OK,-,
7846,1,1,OK,-,
6765,1,1,OK,-,
7505,1,0,MISS,-,
4504,1,1,OK,-,
6083,1,1,OK,-,
5965,1,1,OK,-,
6682,1,1,OK,-,
7259,1,1,OK,-,
7259,1,1,OK,-,
3979,1,1,OK,-,
7505,1,1,OK,-,
6014,1,1,OK,-,
7708,1,1,OK,-,
7295,1,1,OK,-,
6638,1,1,OK,-,
7536,1,1,OK,-,
7857,0,0,OK,-,
4914,1,0,MISS,-,
6934,1,1,OK,-,
7664,1,0,MISS,-,
2112,1,0,MISS,-,
6014,1,1,OK,-,
7503,1,1,OK,-,
5412,1,1,OK,-,
6206,1,1,OK,-,
5679,1,0,MISS,-,
3827,1,1,OK,-,
7633,1,1,OK,-,
7269,1,1,OK,-,
4958,1,1,OK,-,
5280,1,1,OK,-,
4385,1,1,OK,-,
3169,1,1,OK,-,
7826,0,0,OK,-,
7170,1,1,OK,-,
5506,0,0,OK,-,
8023,0,1,MISS,FN,
3221,1,1,OK,-,
7985,0,0,OK,-,
6083,1,1,OK,-,
2522,1,1,OK,-,
4775,1,1,OK,-,
7836,1,0,MISS,-,
4137,1,1,OK,-,
5588,1,1,OK,-,
8146,1,1,OK,-,
6766,1,1,OK,-,
7593,1,1,OK,-,
3827,1,1,OK,-,
5506,0,0,OK,-,
4504,1,1,OK,-,
1123,1,1,OK,-,
6280,1,0,MISS,-,
5181,1,1,OK,-,
2522,1,1,OK,-,
849,1,1,OK,-,
5447,1,1,OK,-,
4137,1,1,OK,-,
7971,0,0,OK,-,
849,1,1,OK,-,
7799,1,0,MISS,-,
7845,1,1,OK,-,
5549,1,1,OK,-,
7640,0,0,OK,-,
366,1,1,OK,-,
7973,1,1,OK,-,
7977,1,1,OK,-,
5280,1,1,OK,-,
7397,0,0,OK,-,
7892,1,0,MISS,-,
6690,1,1,OK,-,
8099,0,0,OK,-,
4504,1,0,MISS,-,
7430,1,0,MISS,-,
7618,1,1,OK,-,
7902,1,0,MISS,-,
6685,1,1,OK,-,
7395,1,1,OK,-,
7879,0,0,OK,-,
7995,1,0,MISS,-,
6205,1,1,OK,-,
8027,1,0,MISS,-,
8020,0,1,MISS,FN,
7845,1,1,OK,-,
7708,1,1,OK,-,
7678,0,0,OK,-,
6765,1,1,OK,-,
3321,1,1,OK,-,
8091,1,1,OK,-,
7614,1,1,OK,-,
7942,1,1,OK,-,
7012,1,0,MISS,-,
8018,1,0,MISS,-,
7503,1,1,OK,-,
4958,1,1,OK,-,
8016,1,0,MISS,-,
3525,1,1,OK,-,
6203,0,1,MISS,FN,
7848,1,1,OK,-,
7734,1,0,MISS,-,
5447,1,1,OK,-,
4314,1,1,OK,-,
7962,0,0,OK,-,
5761,0,0,OK,-,
8052,1,1,OK,-,
7269,1,1,OK,-,
5618,1,1,OK,-,
6565,1,1,OK,-,
3221,1,1,OK,-,
6006,1,1,OK,-,
6205,1,1,OK,-,
6685,1,1,OK,-,
7012,1,0,MISS,-,
7226,1,1,OK,-,
7643,0,0,OK,-,
7786,0,0,OK,-,
7604,0,1,MISS,FN,
7839,1,0,MISS,-,
6582,1,0,MISS,-,
5232,1,1,OK,-,
6206,1,1,OK,-,
5933,1,1,OK,-,
7750,1,1,OK,-,
4008,1,0,MISS,-,
7641,0,0,OK,-,
7573,0,0,OK,-,
7610,0,0,OK,-,
4504,1,0,MISS,-,
5737,1,0,MISS,-,
442,1,1,OK,-,
8019,0,1,MISS,FN,
6321,1,1,OK,-,
7895,0,0,OK,-,
7614,1,1,OK,-,
6821,1,0,MISS,-,
214,1,1,OK,-,
7804,1,1,OK,-,
7057,1,1,OK,-,
4775,1,1,OK,-,
7823,1,0,MISS,-,
6028,1,1,OK,-,
6461,1,1,OK,-,
8019,0,1,MISS,FN,
7849,1,1,OK,-,
6504,1,1,OK,-,
7775,1,0,MISS,-,
8071,0,1,MISS,FN,
7298,1,1,OK,-,
7312,1,1,OK,-,
7879,0,0,OK,-,
3780,1,1,OK,-,
4137,1,1,OK,-,
3780,1,1,OK,-,
7845,1,1,OK,-,
6461,1,1,OK,-,
7542,1,1,OK,-,
6682,1,1,OK,-,
5396,1,1,OK,-,
3321,1,1,OK,-,
8112,1,1,OK,-,
2112,0,0,OK,-,
7259,1,1,OK,-,
3890,1,1,OK,-,
5745,0,0,OK,-,
3321,1,1,OK,-,
5644,1,1,OK,-,
6766,1,1,OK,-,
7890,1,1,OK,-,
7632,1,1,OK,-,
6504,1,1,OK,-,
6839,1,1,OK,-,
7485,1,0,MISS,-,
6839,1,1,OK,-,
7212,0,0,OK,-,
7647,1,0,MISS,-,
7170,1,1,OK,-,
5181,1,1,OK,-,
7555,1,0,MISS,-,
449,1,1,OK,-,
6203,0,1,MISS,FN,
5644,1,1,OK,-,
7259,1,1,OK,-,
4958,1,1,OK,-,
5201,1,1,OK,-,
4746,0,0,OK,-,
7673,1,0,MISS,-,
7719,1,0,MISS,-,
5027,1,1,OK,-,
7906,1,0,MISS,-,
7536,1,1,OK,-,
7717,1,0,MISS,-,
6978,1,1,OK,-,
7737,1,1,OK,-,
6567,0,0,OK,-,
7061,1,1,OK,-,
5000,1,1,OK,-,
4514,1,1,OK,-,
7943,1,1,OK,-,
6565,1,1,OK,-,
7977,1,1,OK,-,
7984,1,1,OK,-,
7609,0,0,OK,-,
5139,1,1,OK,-,
5181,1,1,OK,-,
3169,1,1,OK,-,
6690,1,1,OK,-,
366,1,1,OK,-,
6765,1,1,OK,-,
6565,1,1,OK,-,
6334,1,0,MISS,-,
7655,1,0,MISS,-,
854,1,1,OK,-,
7848,0,1,MISS,FN,
3890,1,1,OK,-,
7845,1,1,OK,-,
5027,1,1,OK,-,
7865,0,0,OK,-,
7873,1,1,OK,-,
6958,1,0,MISS,-,
7633,1,1,OK,-,
6028,1,1,OK,-,
3979,1,1,OK,-,
6682,1,1,OK,-,
3318,1,1,OK,-,
2897,1,1,OK,-,
7428,1,1,OK,-,
6766,1,1,OK,-,
6885,0,1,MISS,FN,
7407,1,1,OK,-,
442,1,1,OK,-,
7884,1,0,MISS,-,
7392,1,0,MISS,-,
5396,1,1,OK,-,
7765,0,0,OK,-,
7779,1,1,OK,-,
6028,1,1,OK,-,
7996,1,1,OK,-,
7378,1,0,MISS,-,
1424,1,1,OK,-,
5671,1,0,MISS,-,
6014,1,1,OK,-,
3676,1,1,OK,-,
881,1,0,MISS,-,
7430,1,0,MISS,-,
7814,1,1,OK,-,
4385,1,1,OK,-,
7847,0,0,OK,-,
7428,1,1,OK,-,
7376,0,0,OK,-,
7824,0,0,OK,-,
6006,1,1,OK,-,
8079,0,0,OK,-,
5671,1,0,MISS,-,
1424,1,1,OK,-,
7614,1,1,OK,-,
849,1,1,OK,-,
6028,1,1,OK,-,
8043,0,0,OK,-,
5232,1,1,OK,-,
7935,0,0,OK,-,
8063,1,1,OK,-,
3979,1,1,OK,-,
5558,1,1,OK,-,
7647,1,0,MISS,-,
7719,1,1,OK,-,
7245,0,0,OK,-,
7643,0,0,OK,-,
4366,1,0,MISS,-,
7664,1,1,OK,-,
7913,1,0,MISS,-,
8060,0,0,OK,-,
7753,1,0,MISS,-,
7989,1,1,OK,-,
7804,1,1,OK,-,
7973,1,1,OK,-,
7973,1,1,OK,-,
4366,1,1,OK,-,
7269,1,1,OK,-,
6205,1,1,OK,-,
7719,1,0,MISS,-,
6766,1,1,OK,-,
1419,1,1,OK,-,
7805,1,1,OK,-,
3326,1,1,OK,-,
7708,1,1,OK,-,
7421,1,1,OK,-,
6821,1,1,OK,-,
6542,1,0,MISS,-,
6638,0,1,MISS,FN,
5000,1,1,OK,-,
3221,1,1,OK,-,
7530,1,1,OK,-,
6682,1,1,OK,-,
3827,1,1,OK,-,
7190,0,0,OK,-,
5232,1,1,OK,-,
7873,1,1,OK,-,
7995,0,0,OK,-,
6766,1,1,OK,-,
8132,0,1,MISS,FN,
6360,1,1,OK,-,
4746,1,1,OK,-,
6918,1,0,MISS,-,
2451,0,0,OK,-,
849,1,1,OK,-,
5280,1,1,OK,-,
7765,0,0,OK,-,
7376,0,0,OK,-,
7975,0,0,OK,-,
7567,1,0,MISS,-,
7846,1,1,OK,-,
6461,1,1,OK,-,
5965,1,1,OK,-,
7530,1,1,OK,-,
1419,1,1,OK,-,
5677,1,1,OK,-,
7558,1,1,OK,-,
7806,0,0,OK,-,
7990,0,0,OK,-,
7679,1,0,MISS,-,
6565,1,1,OK,-,
5232,1,1,OK,-,
6014,1,1,OK,-,
6685,1,1,OK,-,
3652,1,0,MISS,-,
7791,1,0,MISS,-,
7430,1,1,OK,-,
7259,1,1,OK,-,
6567,0,0,OK,-,
2897,1,1,OK,-,
6360,1,1,OK,-,
7698,0,0,OK,-,
7708,1,1,OK,-,
5447,1,1,OK,-,
6028,1,1,OK,-,
7619,1,0,MISS,-,
6203,1,1,OK,-,
7530,1,1,OK,-,
7847,0,0,OK,-,
442,1,1,OK,-,
6832,1,1,OK,-,
5506,0,0,OK,-,
7818,1,1,OK,-,
5588,1,1,OK,-,
7743,0,0,OK,-,
4458,1,0,MISS,-,
7330,1,1,OK,-,
7542,1,1,OK,-,
8033,1,0,MISS,-,
366,1,1,OK,-,
4958,1,1,OK,-,
7226,1,1,OK,-,
3221,1,1,OK,-,
3780,1,1,OK,-,
7595,0,0,OK,-,
7812,0,0,OK,-,
6061,1,0,MISS,-,
6565,1,1,OK,-,
7655,1,1,OK,-,
7685,1,1,OK,-,
7800,1,1,OK,-,
7896,1,1,OK,-,
7331,1,0,MISS,-,
4514,1,1,OK,-,
7259,1,1,OK,-,
7860,1,0,MISS,-,
7276,1,0,MISS,-,
7658,0,0,OK,-,
7783,0,1,MISS,FN,
6203,1,1,OK,-,
4514,1,1,OK,-,
7882,0,0,OK,-,
5027,1,1,OK,-,
7604,1,1,OK,-,
8123,0,1,MISS,FN,
2451,0,0,OK,-,
4514,1,1,OK,-,
7667,0,0,OK,-,
3780,1,1,OK,-,
5549,1,1,OK,-,
5447,1,1,OK,-,
7298,1,1,OK,-,
7080,1,1,OK,-,
7773,1,1,OK,-,
7617,1,0,MISS,-,
7694,1,1,OK,-,
7061,1,1,OK,-,
4746,0,0,OK,-,
7882,0,0,OK,-,
7965,1,0,MISS,-,
8079,0,0,OK,-,
7766,1,1,OK,-,
4832,1,1,OK,-,
7779,1,1,OK,-,
4137,1,1,OK,-,
4746,0,0,OK,-,
5549,1,1,OK,-,
6006,1,1,OK,-,
7758,0,1,MISS,FN,
8034,0,0,OK,-,
3652,1,0,MISS,-,
5506,0,0,OK,-,
7815,1,1,OK,-,
7773,1,1,OK,-,
7395,1,1,OK,-,
7811,1,1,OK,-,
8065,0,0,OK,-,
8056,1,1,OK,-,
3894,0,0,OK,-,
3979,1,1,OK,-,
5558,1,1,OK,-,
6682,1,1,OK,-,
7243,0,0,OK,-,
7878,0,0,OK,-,
4385,1,1,OK,-,
7757,0,0,OK,-,
6690,1,1,OK,-,
7519,0,0,OK,-,
7673,1,0,MISS,-,
7995,1,0,MISS,-,
6832,1,0,MISS,-,
4514,1,1,OK,-,
7632,1,1,OK,-,
7821,0,0,OK,-,
7849,1,1,OK,-,
7519,0,0,OK,-,
6567,1,0,MISS,-,
6832,1,1,OK,-,
8153,1,1,OK,-,
1419,1,1,OK,-,
8071,1,1,OK,-,
7694,1,1,OK,-,
7715,1,1,OK,-,
3652,1,1,OK,-,
7212,1,0,MISS,-,
6978,1,1,OK,-,
6014,1,1,OK,-,
4832,1,1,OK,-,
7430,1,0,MISS,-,
6832,1,1,OK,-,
4314,1,1,OK,-,
1419,1,1,OK,-,
6083,1,1,OK,-,
5232,1,1,OK,-,
7699,1,1,OK,-,
7753,1,1,OK,-,
6638,1,1,OK,-,
6504,1,1,OK,-,
7378,1,0,MISS,-,
6083,1,1,OK,-,
7170,1,1,OK,-,
7633,1,1,OK,-,
5280,1,1,OK,-,
5902,0,0,OK,-,
6934,1,1,OK,-,
7421,1,1,OK,-,
7600,0,0,OK,-,
3525,1,1,OK,-,
7545,1,1,OK,-,
4504,1,0,MISS,-,
7824,0,0,OK,-,
5232,1,1,OK,-,
7593,1,1,OK,-,
1269,1,1,OK,-,
7943,1,1,OK,-,
1123,1,1,OK,-,
5745,1,0,MISS,-,
5965,1,1,OK,-,
7190,0,0,OK,-,
7920,0,0,OK,-,
7973,1,1,OK,-,
7655,1,1,OK,-,
7984,1,1,OK,-,
3326,1,1,OK,-,
8071,1,1,OK,-,
7937,0,0,OK,-,
7137,1,1,OK,-,
2522,1,1,OK,-,
5761,0,0,OK,-,
7663,1,1,OK,-,
7137,1,1,OK,-,
5429,1,1,OK,-,
7737,1,1,OK,-,
5905,1,0,MISS,-,
5447,1,1,OK,-,
7821,0,1,MISS,FN,
7588,1,1,OK,-,
6504,1,1,OK,-,
7856,1,0,MISS,-,
7005,0,0,OK,-,
6582,1,0,MISS,-,
7616,0,0,OK,-,
7376,0,0,OK,-,
7618,1,1,OK,-,
7815,1,1,OK,-,
7618,1,1,OK,-,
8073,1,0,MISS,-,
5933,1,1,OK,-,
7963,1,1,OK,-,
3525,1,1,OK,-,
7588,1,1,OK,-,
5965,1,1,OK,-,
5000,1,1,OK,-,
6685,1,1,OK,-,
6685,1,1,OK,-,
8012,1,1,OK,-,
7458,0,0,OK,-,
7057,1,0,MISS,-,
6934,1,1,OK,-,
1419,1,1,OK,-,
7528,1,1,OK,-,
3960,1,0,MISS,-,
7740,1,1,OK,-,
3326,1,1,OK,-,
7846,1,1,OK,-,
7061,1,0,MISS,-,
7821,0,0,OK,-,
7259,1,1,OK,-,
7505,1,1,OK,-,
5280,1,1,OK,-,
7245,0,0,OK,-,
5201,1,1,OK,-,
6083,1,1,OK,-,
7080,1,1,OK,-,
7834,1,1,OK,-,
6690,1,1,OK,-,
8101,1,1,OK,-,
6582,1,1,OK,-,
6321,1,1,OK,-,
4514,1,1,OK,-,
2897,1,1,OK,-,
5677,1,1,OK,-,
5761,0,0,OK,-,
7604,1,1,OK,-,
7485,1,0,MISS,-,
7664,1,0,MISS,-,
7991,0,1,MISS,FN,
7818,1,1,OK,-,
6985,0,0,OK,-,
7756,1,0,MISS,-,
7907,1,1,OK,-,
7664,1,0,MISS,-,
1123,1,1,OK,-,
5933,1,1,OK,-,
7703,0,0,OK,-,
7080,1,1,OK,-,
7719,1,0,MISS,-,
7823,1,0,MISS,-,
7994,1,1,OK,-,
7057,1,1,OK,-,
3169,1,1,OK,-,
7664,1,0,MISS,-,
5280,1,1,OK,-,
6006,1,1,OK,-,
7686,1,0,MISS,-,
2112,1,0,MISS,-,
4008,1,0,MISS,-,
7584,0,0,OK,-,
7959,1,0,MISS,-,
7331,1,1,OK,-,
7312,1,1,OK,-,
7855,1,0,MISS,-,
8012,0,1,MISS,FN,
5232,1,1,OK,-,
6379,0,0,OK,-,
7619,1,0,MISS,-,
8068,1,1,OK,-,
7694,1,1,OK,-,
7704,1,0,MISS,-,
7061,1,1,OK,-,
849,1,1,OK,-,
4287,0,0,OK,-,
7902,1,0,MISS,-,
7813,0,1,MISS,FN,
7927,1,0,MISS,-,
5412,1,1,OK,-,
7866,0,0,OK,-,
8054,0,1,MISS,FN,
6690,1,1,OK,-,
3321,1,1,OK,-,
5588,1,1,OK,-,
7836,1,0,MISS,-,
7704,1,0,MISS,-,
7392,1,0,MISS,-,
3979,1,1,OK,-,
7608,1,0,MISS,-,
7652,0,0,OK,-,
6638,1,1,OK,-,
1123,1,1,OK,-,
214,1,1,OK,-,
7516,1,0,MISS,-,
4746,1,0,MISS,-,
4647,0,0,OK,-,
8036,1,1,OK,-,
3169,1,1,OK,-,
7503,1,0,MISS,-,
7137,1,1,OK,-,
7779,1,1,OK,-,
4287,1,0,MISS,-,
3221,1,1,OK,-,
7823,1,0,MISS,-,
6205,1,1,OK,-,
6690,1,1,OK,-,
7995,0,0,OK,-,
7057,1,1,OK,-,
5933,1,1,OK,-,
7726,0,0,OK,-,
3525,1,1,OK,-,
5549,1,1,OK,-,
6877,1,0,MISS,-,
7753,1,0,MISS,-,
7558,1,1,OK,-,
5396,1,1,OK,-,
7907,1,1,OK,-,
7614,1,1,OK,-,
7896,1,1,OK,-,
7080,1,1,OK,-,
7430,1,1,OK,-,
5280,1,1,OK,-,
7742,1,0,MISS,-,
7400,0,0,OK,-,
7717,1,0,MISS,-,
8068,1,1,OK,-,
7923,1,0,MISS,-,
6461,1,1,OK,-,
7800,1,1,OK,-,
7730,0,0,OK,-,
449,1,1,OK,-,
7873,1,1,OK,-,
4832,1,1,OK,-,
7330,1,1,OK,-,
6461,1,1,OK,-,
4458,1,0,MISS,-,
7845,1,1,OK,-,
5000,1,1,OK,-,
7824,0,1,MISS,FN,
5646,1,1,OK,-,
7818,1,1,OK,-,
7528,1,1,OK,-,
7706,1,1,OK,-,
7619,1,0,MISS,-,
6690,1,1,OK,-,
8069,1,1,OK,-,
7779,1,1,OK,-,
1424,1,1,OK,-,
7699,1,1,OK,-,
6006,1,1,OK,-,
7540,1,0,MISS,-,
3169,1,1,OK,-,
8023,1,1,OK,-,
7595,0,0,OK,-,
7925,0,0,OK,-,
3525,1,1,OK,-,
3321,1,1,OK,-,
5181,1,1,OK,-,
5447,1,1,OK,-,
7518,0,0,OK,-,
854,1,1,OK,-,
8071,1,1,OK,-,
7378,1,1,OK,-,
2112,1,1,OK,-,
5704,1,1,OK,-,
7880,1,0,MISS,-,
7378,1,1,OK,-,
7618,1,1,OK,-,
7821,0,0,OK,-,
442,1,1,OK,-,
8117,1,1,OK,-,
3827,1,1,OK,-,
4807,1,1,OK,-,
7779,1,1,OK,-,
6083,1,1,OK,-,
7893,1,0,MISS,-,
6567,0,0,OK,-,
6565,1,1,OK,-,
8016,0,0,OK,-,
6028,1,1,OK,-,
7061,1,1,OK,-,
6321,1,1,OK,-,
7678,1,0,MISS,-,
5232,1,1,OK,-,
5280,1,1,OK,-,
3979,1,1,OK,-,
4807,1,1,OK,-,
7614,1,1,OK,-,
7536,1,1,OK,-,
3321,1,1,OK,-,
7685,1,1,OK,-,
7407,1,0,MISS,-,
4137,1,1,OK,-,
5933,1,1,OK,-,
7815,1,1,OK,-,
8023,1,1,OK,-,
3326,1,1,OK,-,
7430,1,1,OK,-,
445,0,0,OK,-,
6582,1,1,OK,-,
7665,0,0,OK,-,
5618,1,1,OK,-,
7821,0,0,OK,-,
7503,1,1,OK,-,
3890,1,1,OK,-,
7754,0,1,MISS,FN,
4832,1,1,OK,-,
6918,1,0,MISS,-,
7773,1,1,OK,-,
2897,1,1,OK,-,
7845,1,1,OK,-,
6565,1,1,OK,-,
4385,1,1,OK,-,
7492,1,0,MISS,-,
7915,0,0,OK,-,
3318,1,1,OK,-,
5902,0,0,OK,-,
6839,1,1,OK,-,
7330,1,1,OK,-,
5232,1,1,OK,-,
7226,1,1,OK,-,
5237,0,0,OK,-,
6690,1,1,OK,-,
7740,0,1,MISS,FN,
1269,1,1,OK,-,
2897,1,1,OK,-,
5704,1,1,OK,-,
6821,0,0,OK,-,
7849,1,1,OK,-,
7731,1,0,MISS,-,
7759,1,1,OK,-,
849,1,1,OK,-,
5558,1,1,OK,-,
3217,1,0,MISS,-,
3652,1,1,OK,-,
6014,1,1,OK,-,
7551,1,1,OK,-,
7614,1,1,OK,-,
5630,1,1,OK,-,
6766,1,1,OK,-,
8071,1,1,OK,-,
7226,1,1,OK,-,
236,1,0,MISS,-,
7848,1,1,OK,-,
3218,1,0,MISS,-,
8017,0,0,OK,-,
6083,1,1,OK,-,
2522,1,1,OK,-,
6682,1,1,OK,-,
3979,1,1,OK,-,
7818,1,1,OK,-,
6504,1,1,OK,-,
5027,1,1,OK,-,
7905,0,0,OK,-,
4137,1,1,OK,-,
8052,1,1,OK,-,
7618,1,1,OK,-,
7661,1,0,MISS,-,
7875,0,0,OK,-,
7516,1,0,MISS,-,
5965,1,1,OK,-,
7330,1,1,OK,-,
849,1,1,OK,-,
8020,1,1,OK,-,
4807,1,1,OK,-,
7754,1,1,OK,-,
7428,1,1,OK,-,
7752,0,1,MISS,FN,
6918,1,0,MISS,-,
7994,1,1,OK,-,
7595,0,0,OK,-,
7776,1,0,MISS,-,
6849,1,0,MISS,-,
6083,1,1,OK,-,
3890,1,1,OK,-,
7675,1,0,MISS,-,
4514,1,1,OK,-,
7463,1,0,MISS,-,
2522,1,1,OK,-,
7951,1,0,MISS,-,
7905,0,0,OK,-,
7706,1,1,OK,-,
6766,1,1,OK,-,
6765,1,1,OK,-,
6083,1,1,OK,-,
6210,1,1,OK,-,
8063,1,1,OK,-,
236,1,1,OK,-,
4775,1,1,OK,-,
7931,0,0,OK,-,
7604,1,0,MISS,-,
5588,1,0,MISS,-,
7720,0,0,OK,-,
2107,1,0,MISS,-,
366,1,1,OK,-,
7677,0,0,OK,-,
4314,1,1,OK,-,
3318,1,1,OK,-,
8052,1,1,OK,-,
7995,0,0,OK,-,
7723,1,1,OK,-,
4044,1,0,MISS,-,
7690,0,0,OK,-,
6831,0,0,OK,-,
7984,1,1,OK,-,
7758,0,1,MISS,FN,
7614,1,1,OK,-,
7786,1,0,MISS,-,
7595,0,0,OK,-,
3780,1,1,OK,-,
7647,1,0,MISS,-,
5139,1,1,OK,-,
4044,1,0,MISS,-,
8035,1,0,MISS,-,
366,1,1,OK,-,
7706,1,1,OK,-,
4746,1,1,OK,-,
7604,1,1,OK,-,
5965,1,1,OK,-,
5027,1,1,OK,-,
1123,1,1,OK,-,
6877,1,0,MISS,-,
8088,0,1,MISS,FN,
1424,1,1,OK,-,
5671,1,0,MISS,-,
5679,1,1,OK,-,
8145,1,1,OK,-,
6985,0,0,OK,-,
7938,0,0,OK,-,
5280,1,1,OK,-,
4514,1,1,OK,-,
7331,1,1,OK,-,
7462,1,0,MISS,-,
4832,1,1,OK,-,
7395,1,1,OK,-,
3218,1,0,MISS,-,
5588,1,1,OK,-,
6193,0,0,OK,-,
5549,1,1,OK,-,
6083,1,1,OK,-,
7885,1,1,OK,-,
7932,1,0,MISS,-,
2522,1,1,OK,-,
7516,1,0,MISS,-,
8043,1,0,MISS,-,
7741,1,0,MISS,-,
8043,1,0,MISS,-,
7699,1,0,MISS,-,
4832,1,1,OK,-,
7407,0,1,MISS,FN,
8066,1,1,OK,-,
6028,1,1,OK,-,
5447,1,1,OK,-,
7170,1,1,OK,-,
3221,1,1,OK,-,
7723,1,1,OK,-,
7873,1,1,OK,-,
5746,0,0,OK,-,
8139,1,1,OK,-,
7239,0,0,OK,-,
7626,0,0,OK,-,
6839,1,1,OK,-,
5429,0,1,MISS,FN,
7503,1,1,OK,-,
6791,1,0,MISS,-,
445,0,0,OK,-,
6765,1,1,OK,-,
5646,1,1,OK,-,
7694,1,1,OK,-,
7551,1,1,OK,-,
7104,1,1,OK,-,
7694,1,1,OK,-,
7927,1,0,MISS,-,
7061,1,0,MISS,-,
6885,1,1,OK,-,
7614,1,1,OK,-,
7421,1,0,MISS,-,
7818,1,1,OK,-,
449,1,1,OK,-,
7080,1,1,OK,-,
6885,1,1,OK,-,
7312,1,1,OK,-,
7536,1,1,OK,-,
5671,1,0,MISS,-,
7407,1,1,OK,-,
6565,1,1,OK,-,
624,1,1,OK,-,
7458,1,0,MISS,-,
4807,1,1,OK,-,
6600,1,1,OK,-,
4044,1,1,OK,-,
3676,1,1,OK,-,
3780,1,1,OK,-,
5412,1,1,OK,-,
5396,1,1,OK,-,
6582,0,0,OK,-,
6461,1,1,OK,-,
2112,1,1,OK,-,
5965,1,1,OK,-,
7804,1,1,OK,-,
5558,1,1,OK,-,
4514,1,1,OK,-,
7542,1,1,OK,-,
4044,0,1,MISS,FN,
7996,1,1,OK,-,
7638,1,0,MISS,-,
6765,1,1,OK,-,
7604,1,1,OK,-,
1269,1,1,OK,-,
214,1,1,OK,-,
6205,1,1,OK,-,
8082,1,0,MISS,-,
7593,1,0,MISS,-,
7430,1,1,OK,-,
7815,1,1,OK,-,
7779,1,1,OK,-,
2530,0,0,OK,-,
8067,1,1,OK,-,
7731,1,1,OK,-,
3321,1,1,OK,-,
7907,1,1,OK,-,
7137,1,1,OK,-,
7699,1,1,OK,-,
7824,1,1,OK,-,
