,codigo_x,prediction,actual,veredict,recall,
4300,5558,sigue,sigue,TP,-,
4301,4746,sigue,fue,FP,FN,
4302,7663,sigue,sigue,TP,-,
4303,8010,fue,fue,TP,-,
4304,7773,fue,sigue,FP,-,
4305,1424,sigue,sigue,TP,-,
4306,5280,sigue,sigue,TP,-,
4307,7883,fue,fue,TP,-,
4308,8006,fue,fue,TP,-,
4309,7994,fue,sigue,FP,-,
4310,6461,sigue,sigue,TP,-,
4311,6765,sigue,sigue,TP,-,
4312,7909,fue,sigue,FP,-,
4313,5000,sigue,sigue,TP,-,
4314,7915,fue,fue,TP,-,
4315,7925,sigue,fue,FP,FN,
4316,5644,sigue,sigue,TP,-,
4317,6638,sigue,sigue,TP,-,
4318,8002,fue,fue,TP,-,
4319,7800,fue,sigue,FP,-,
4320,7960,fue,fue,TP,-,
4321,6690,sigue,sigue,TP,-,
4322,7168,sigue,sigue,TP,-,
4323,7991,fue,sigue,FP,-,
4324,4314,sigue,sigue,TP,-,
4325,7848,sigue,sigue,TP,-,
4326,7632,sigue,sigue,TP,-,
4327,7873,fue,sigue,FP,-,
4328,6504,sigue,fue,FP,FN,
4329,7801,fue,fue,TP,-,
4330,7061,fue,fue,TP,-,
4331,7847,fue,fue,TP,-,
4332,7633,sigue,sigue,TP,-,
4333,7984,fue,sigue,FP,-,
4334,7914,sigue,sigue,TP,-,
4335,2897,sigue,sigue,TP,-,
4336,8007,fue,sigue,FP,-,
4337,6052,fue,fue,TP,-,
4338,7614,sigue,sigue,TP,-,
4339,3318,sigue,sigue,TP,-,
4340,7804,sigue,sigue,TP,-,
4341,6083,sigue,sigue,TP,-,
4342,6766,sigue,sigue,TP,-,
4343,7982,sigue,fue,FP,FN,
4344,4137,sigue,sigue,TP,-,
4345,8009,fue,sigue,FP,-,
4346,7913,fue,fue,TP,-,
4347,7542,sigue,sigue,TP,-,
4348,3780,sigue,sigue,TP,-,
4349,7992,fue,fue,TP,-,
4350,6205,sigue,sigue,TP,-,
4351,5027,sigue,sigue,TP,-,
4352,7949,fue,fue,TP,-,
4353,7993,fue,fue,TP,-,
4354,7818,sigue,sigue,TP,-,
4355,7221,fue,sigue,FP,-,
4356,7815,fue,sigue,FP,-,
4357,6839,sigue,sigue,TP,-,
4358,5646,sigue,sigue,TP,-,
4359,8011,fue,sigue,FP,-,
4360,7708,sigue,sigue,TP,-,
4361,7985,fue,fue,TP,-,
4362,7869,fue,sigue,FP,-,
4363,7882,fue,fue,TP,-,
4364,7973,sigue,sigue,TP,-,
4365,8012,fue,sigue,FP,-,
4366,5679,sigue,fue,FP,FN,
4367,7892,fue,fue,TP,-,
4368,7530,fue,sigue,FP,-,
4369,6028,sigue,sigue,TP,-,
4370,6565,sigue,sigue,TP,-,
4371,3676,sigue,sigue,TP,-,
4372,3221,sigue,sigue,TP,-,
4373,7741,fue,fue,TP,-,
4374,7779,sigue,sigue,TP,-,
4375,7942,fue,sigue,FP,-,
4376,7845,sigue,sigue,TP,-,
4377,7920,fue,fue,TP,-,
4378,7996,sigue,sigue,TP,-,
4379,2522,fue,sigue,FP,-,
4380,7990,fue,fue,TP,-,
4381,7938,fue,fue,TP,-,
4382,236,sigue,fue,FP,FN,
4383,7080,sigue,sigue,TP,-,
4384,5965,sigue,sigue,TP,-,
4385,5447,sigue,sigue,TP,-,
4386,7932,fue,fue,TP,-,
4387,6685,fue,sigue,FP,-,
4388,5549,sigue,sigue,TP,-,
4389,854,sigue,sigue,TP,-,
4390,7295,fue,sigue,FP,-,
4391,8003,fue,fue,TP,-,
4392,4807,sigue,sigue,TP,-,
4393,6821,sigue,fue,FP,FN,
4394,3169,sigue,sigue,TP,-,
4395,7947,fue,fue,TP,-,
4396,4514,sigue,sigue,TP,-,
4397,6379,sigue,fue,FP,FN,
4398,7814,sigue,sigue,TP,-,
4399,7754,sigue,sigue,TP,-,
4400,7717,sigue,fue,FP,FN,
4401,6014,sigue,sigue,TP,-,
4402,7775,sigue,fue,FP,FN,
4403,3827,sigue,sigue,TP,-,
4404,7976,sigue,fue,FP,FN,
4405,5412,sigue,sigue,TP,-,
4406,4504,sigue,fue,FP,FN,
4407,7995,fue,fue,TP,-,
4408,7395,fue,sigue,FP,-,
4409,214,sigue,sigue,TP,-,
4410,7849,fue,sigue,FP,-,
4411,6321,sigue,fue,FP,FN,
4412,5232,fue,sigue,FP,-,
4413,4958,sigue,sigue,TP,-,
4414,7880,fue,fue,TP,-,
4415,3979,sigue,sigue,TP,-,
4416,7902,fue,fue,TP,-,
4417,442,sigue,sigue,TP,-,
4418,7330,sigue,sigue,TP,-,
4419,7987,fue,fue,TP,-,
4420,8005,fue,fue,TP,-,
4421,7846,sigue,sigue,TP,-,
4422,8004,fue,fue,TP,-,
4423,7823,fue,fue,TP,-,
4424,7298,sigue,sigue,TP,-,
4425,7963,fue,sigue,FP,-,
4426,5396,sigue,sigue,TP,-,
4427,5704,sigue,fue,FP,FN,
4428,7989,fue,sigue,FP,-,
4429,7588,sigue,fue,FP,FN,
4430,7821,sigue,fue,FP,FN,
4431,5588,sigue,fue,FP,FN,
4432,6203,sigue,sigue,TP,-,
4433,6582,sigue,fue,FP,FN,
4434,7392,fue,fue,TP,-,
4435,7226,sigue,sigue,TP,-,
4436,7885,fue,sigue,FP,-,
4437,3326,sigue,sigue,TP,-,
4438,449,sigue,sigue,TP,-,
4439,6934,sigue,sigue,TP,-,
4440,7137,sigue,sigue,TP,-,
4441,7979,fue,fue,TP,-,
4442,6682,sigue,sigue,TP,-,
4443,1269,sigue,sigue,TP,-,
4444,7037,fue,fue,TP,-,
4445,7890,sigue,sigue,TP,-,
4446,8001,fue,fue,TP,-,
4447,1419,sigue,sigue,TP,-,
4448,8008,fue,fue,TP,-,
4449,7887,fue,fue,TP,-,
4450,3525,sigue,sigue,TP,-,
4451,6885,sigue,sigue,TP,-,
4452,7893,fue,fue,TP,-,
4453,7907,sigue,sigue,TP,-,
4454,4775,sigue,sigue,TP,-,
4455,4832,sigue,sigue,TP,-,
4456,7824,fue,fue,TP,-,
4457,3321,sigue,sigue,TP,-,
4458,7965,fue,fue,TP,-,
4459,2112,fue,fue,TP,-,
4460,624,sigue,sigue,TP,-,
4461,6877,sigue,fue,FP,FN,
4462,4385,sigue,sigue,TP,-,
4463,366,sigue,sigue,TP,-,
4464,6206,sigue,sigue,TP,-,
4465,7618,fue,sigue,FP,-,
4466,7879,fue,fue,TP,-,
4467,6600,fue,sigue,FP,-,
4468,7685,sigue,sigue,TP,-,
4469,7331,sigue,fue,FP,FN,
4470,5933,sigue,sigue,TP,-,
4471,7170,sigue,sigue,TP,-,
4472,5201,sigue,sigue,TP,-,
4473,3890,sigue,sigue,TP,-,
4474,7834,sigue,sigue,TP,-,
4475,1123,sigue,sigue,TP,-,
4476,7959,fue,fue,TP,-,
4477,8013,sigue,fue,FP,FN,
4478,8016,fue,fue,TP,-,
4479,7977,fue,sigue,FP,-,
4480,7986,sigue,fue,FP,FN,
4481,7259,sigue,sigue,TP,-,
4482,7312,fue,fue,TP,-,
4483,7975,fue,fue,TP,-,
4484,7338,sigue,sigue,TP,-,
4485,5677,sigue,sigue,TP,-,
4486,7943,fue,sigue,FP,-,
4487,7812,fue,fue,TP,-,
4488,849,sigue,sigue,TP,-,
4489,7536,sigue,sigue,TP,-,
4490,5181,sigue,sigue,TP,-,
4491,5429,sigue,sigue,TP,-,
4492,7655,fue,fue,TP,-,
4493,5558,sigue,sigue,TP,-,
4494,7663,sigue,sigue,TP,-,
4495,8010,fue,fue,TP,-,
4496,7773,fue,sigue,FP,-,
4497,1424,sigue,sigue,TP,-,
4498,5280,sigue,sigue,TP,-,
4499,8020,fue,sigue,FP,-,
4500,7883,fue,fue,TP,-,
4501,8006,fue,fue,TP,-,
4502,7994,fue,sigue,FP,-,
4503,6461,sigue,sigue,TP,-,
4504,6765,sigue,sigue,TP,-,
4505,8017,fue,fue,TP,-,
4506,7909,fue,sigue,FP,-,
4507,5000,sigue,sigue,TP,-,
4508,7915,fue,fue,TP,-,
4509,7925,sigue,fue,FP,FN,
4510,5644,sigue,sigue,TP,-,
4511,6638,sigue,sigue,TP,-,
4512,7800,fue,sigue,FP,-,
4513,6690,sigue,sigue,TP,-,
4514,7168,sigue,sigue,TP,-,
4515,7991,fue,sigue,FP,-,
4516,4314,sigue,sigue,TP,-,
4517,7848,sigue,sigue,TP,-,
4518,7632,sigue,sigue,TP,-,
4519,7873,fue,sigue,FP,-,
4520,6504,sigue,fue,FP,FN,
4521,7801,fue,fue,TP,-,
4522,7061,sigue,fue,FP,FN,
4523,7847,fue,fue,TP,-,
4524,7633,sigue,sigue,TP,-,
4525,7984,fue,sigue,FP,-,
4526,7914,sigue,sigue,TP,-,
4527,2897,sigue,sigue,TP,-,
4528,8007,fue,sigue,FP,-,
4529,6052,fue,fue,TP,-,
4530,7614,sigue,sigue,TP,-,
4531,3318,sigue,sigue,TP,-,
4532,7804,sigue,sigue,TP,-,
4533,6083,sigue,sigue,TP,-,
4534,6766,sigue,sigue,TP,-,
4535,7982,sigue,fue,FP,FN,
4536,4137,sigue,sigue,TP,-,
4537,8009,fue,sigue,FP,-,
4538,7542,sigue,sigue,TP,-,
4539,3780,sigue,sigue,TP,-,
4540,7992,fue,fue,TP,-,
4541,6205,sigue,sigue,TP,-,
4542,5027,sigue,sigue,TP,-,
4543,7949,fue,fue,TP,-,
4544,7993,fue,fue,TP,-,
4545,7818,fue,sigue,FP,-,
4546,7221,fue,sigue,FP,-,
4547,7815,fue,sigue,FP,-,
4548,6839,sigue,sigue,TP,-,
4549,5646,sigue,sigue,TP,-,
4550,8011,fue,sigue,FP,-,
4551,7708,sigue,sigue,TP,-,
4552,7985,fue,fue,TP,-,
4553,7869,fue,sigue,FP,-,
4554,7882,fue,fue,TP,-,
4555,7973,sigue,sigue,TP,-,
4556,8012,fue,sigue,FP,-,
4557,5679,sigue,fue,FP,FN,
4558,7892,fue,fue,TP,-,
4559,7530,sigue,sigue,TP,-,
4560,6028,sigue,sigue,TP,-,
4561,6565,sigue,sigue,TP,-,
4562,3676,sigue,sigue,TP,-,
4563,3221,sigue,sigue,TP,-,
4564,7779,sigue,sigue,TP,-,
4565,7942,fue,sigue,FP,-,
4566,8014,fue,fue,TP,-,
4567,7845,sigue,sigue,TP,-,
4568,7920,fue,fue,TP,-,
4569,7996,sigue,sigue,TP,-,
4570,2522,sigue,sigue,TP,-,
4571,7990,fue,fue,TP,-,
4572,7938,fue,fue,TP,-,
4573,236,sigue,fue,FP,FN,
4574,7080,sigue,sigue,TP,-,
4575,5965,sigue,sigue,TP,-,
4576,5447,sigue,sigue,TP,-,
4577,7932,fue,fue,TP,-,
4578,6685,fue,sigue,FP,-,
4579,5549,sigue,sigue,TP,-,
4580,854,sigue,sigue,TP,-,
4581,7295,fue,sigue,FP,-,
4582,8003,fue,fue,TP,-,
4583,4807,sigue,sigue,TP,-,
4584,6821,sigue,fue,FP,FN,
4585,8018,fue,fue,TP,-,
4586,3169,sigue,sigue,TP,-,
4587,7947,sigue,fue,FP,FN,
4588,4514,sigue,sigue,TP,-,
4589,6379,fue,fue,TP,-,
4590,7814,sigue,sigue,TP,-,
4591,7754,fue,sigue,FP,-,
4592,7717,sigue,fue,FP,FN,
4593,6014,sigue,sigue,TP,-,
4594,7775,sigue,fue,FP,FN,
4595,3827,sigue,sigue,TP,-,
4596,7976,sigue,fue,FP,FN,
4597,5412,sigue,sigue,TP,-,
4598,7995,fue,fue,TP,-,
4599,7395,fue,sigue,FP,-,
4600,214,sigue,sigue,TP,-,
4601,7849,sigue,sigue,TP,-,
4602,6321,sigue,fue,FP,FN,
4603,5232,fue,sigue,FP,-,
4604,8019,fue,sigue,FP,-,
4605,4958,sigue,sigue,TP,-,
4606,7880,fue,fue,TP,-,
4607,3979,sigue,sigue,TP,-,
4608,7902,fue,fue,TP,-,
4609,442,sigue,sigue,TP,-,
4610,7330,sigue,sigue,TP,-,
4611,8005,fue,fue,TP,-,
4612,7846,fue,sigue,FP,-,
4613,8004,fue,fue,TP,-,
4614,7823,fue,fue,TP,-,
4615,7298,sigue,sigue,TP,-,
4616,7963,fue,sigue,FP,-,
4617,5396,sigue,sigue,TP,-,
4618,5704,sigue,fue,FP,FN,
4619,8015,fue,fue,TP,-,
4620,7989,fue,sigue,FP,-,
4621,7588,sigue,fue,FP,FN,
4622,7821,sigue,fue,FP,FN,
4623,5588,sigue,fue,FP,FN,
4624,6203,sigue,sigue,TP,-,
4625,6582,sigue,fue,FP,FN,
4626,7392,fue,fue,TP,-,
4627,7226,sigue,sigue,TP,-,
4628,7885,fue,sigue,FP,-,
4629,3326,sigue,sigue,TP,-,
4630,449,sigue,sigue,TP,-,
4631,6934,sigue,sigue,TP,-,
4632,7137,sigue,sigue,TP,-,
4633,6682,sigue,sigue,TP,-,
4634,1269,sigue,sigue,TP,-,
4635,7037,fue,fue,TP,-,
4636,7890,sigue,sigue,TP,-,
4637,1419,sigue,sigue,TP,-,
4638,8008,fue,fue,TP,-,
4639,7887,fue,fue,TP,-,
4640,3525,sigue,sigue,TP,-,
4641,6885,sigue,sigue,TP,-,
4642,7893,fue,fue,TP,-,
4643,7907,fue,sigue,FP,-,
4644,4775,sigue,sigue,TP,-,
4645,4832,sigue,sigue,TP,-,
4646,7824,fue,fue,TP,-,
4647,3321,sigue,sigue,TP,-,
4648,7965,fue,fue,TP,-,
4649,624,sigue,sigue,TP,-,
4650,6877,sigue,fue,FP,FN,
4651,4385,sigue,sigue,TP,-,
4652,6206,sigue,sigue,TP,-,
4653,7618,sigue,sigue,TP,-,
4654,7879,fue,fue,TP,-,
4655,6600,fue,sigue,FP,-,
4656,7685,fue,sigue,FP,-,
4657,7331,sigue,fue,FP,FN,
4658,5933,sigue,sigue,TP,-,
4659,7170,sigue,sigue,TP,-,
4660,5201,sigue,sigue,TP,-,
4661,3890,sigue,sigue,TP,-,
4662,7834,sigue,sigue,TP,-,
4663,1123,sigue,sigue,TP,-,
4664,7959,fue,fue,TP,-,
4665,8016,fue,fue,TP,-,
4666,7977,fue,sigue,FP,-,
4667,8021,fue,fue,TP,-,
4668,7986,fue,fue,TP,-,
4669,8022,sigue,fue,FP,FN,
4670,7259,sigue,sigue,TP,-,
4671,7312,sigue,fue,FP,FN,
4672,7975,fue,fue,TP,-,
4673,7338,sigue,sigue,TP,-,
4674,5677,sigue,sigue,TP,-,
4675,8023,fue,sigue,FP,-,
4676,7943,fue,sigue,FP,-,
4677,849,sigue,sigue,TP,-,
4678,7536,sigue,sigue,TP,-,
4679,5181,sigue,sigue,TP,-,
4680,5429,sigue,sigue,TP,-,
4681,7655,fue,fue,TP,-,
4682,5558,sigue,sigue,TP,-,
4683,7663,sigue,sigue,TP,-,
4684,8010,fue,fue,TP,-,
4685,7773,fue,sigue,FP,-,
4686,1424,sigue,sigue,TP,-,
4687,5280,sigue,sigue,TP,-,
4688,8020,fue,sigue,FP,-,
4689,7883,fue,fue,TP,-,
4690,7994,fue,sigue,FP,-,
4691,6461,sigue,sigue,TP,-,
4692,6765,sigue,sigue,TP,-,
4693,8017,fue,fue,TP,-,
4694,7909,fue,sigue,FP,-,
4695,5000,sigue,sigue,TP,-,
4696,7925,sigue,fue,FP,FN,
4697,5644,sigue,sigue,TP,-,
4698,6638,sigue,sigue,TP,-,
4699,7800,fue,sigue,FP,-,
4700,6690,sigue,sigue,TP,-,
4701,7168,sigue,sigue,TP,-,
4702,7991,fue,sigue,FP,-,
4703,4314,sigue,sigue,TP,-,
4704,7848,sigue,sigue,TP,-,
4705,7632,fue,sigue,FP,-,
4706,7873,fue,sigue,FP,-,
4707,7801,fue,fue,TP,-,
4708,7061,fue,fue,TP,-,
4709,7847,sigue,fue,FP,FN,
4710,7633,sigue,sigue,TP,-,
4711,7984,fue,sigue,FP,-,
4712,7914,sigue,sigue,TP,-,
4713,2897,fue,sigue,FP,-,
4714,8007,fue,sigue,FP,-,
4715,7614,sigue,sigue,TP,-,
4716,3318,sigue,sigue,TP,-,
4717,7804,sigue,sigue,TP,-,
4718,6083,fue,sigue,FP,-,
4719,6766,sigue,sigue,TP,-,
4720,7982,sigue,fue,FP,FN,
4721,4137,sigue,sigue,TP,-,
4722,8009,fue,sigue,FP,-,
4723,7542,sigue,sigue,TP,-,
4724,3780,sigue,sigue,TP,-,
4725,6205,sigue,sigue,TP,-,
4726,5027,sigue,sigue,TP,-,
4727,7993,fue,fue,TP,-,
4728,7818,sigue,sigue,TP,-,
4729,7221,fue,sigue,FP,-,
4730,7815,fue,sigue,FP,-,
4731,6839,sigue,sigue,TP,-,
4732,5646,sigue,sigue,TP,-,
4733,8011,fue,sigue,FP,-,
4734,7708,sigue,sigue,TP,-,
4735,7985,fue,fue,TP,-,
4736,7869,fue,sigue,FP,-,
4737,7973,sigue,sigue,TP,-,
4738,8012,fue,sigue,FP,-,
4739,5679,sigue,fue,FP,FN,
4740,7892,fue,fue,TP,-,
4741,7530,fue,sigue,FP,-,
4742,6459,fue,fue,TP,-,
4743,6028,sigue,sigue,TP,-,
4744,6565,sigue,sigue,TP,-,
4745,3676,sigue,sigue,TP,-,
4746,3221,sigue,sigue,TP,-,
4747,7779,sigue,sigue,TP,-,
4748,7942,fue,sigue,FP,-,
4749,7845,fue,sigue,FP,-,
4750,7920,fue,fue,TP,-,
4751,7996,sigue,sigue,TP,-,
4752,2522,sigue,sigue,TP,-,
4753,7990,fue,fue,TP,-,
4754,236,sigue,fue,FP,FN,
4755,7080,sigue,sigue,TP,-,
4756,5965,sigue,sigue,TP,-,
4757,5447,sigue,sigue,TP,-,
4758,7932,fue,fue,TP,-,
4759,6685,sigue,sigue,TP,-,
4760,5549,sigue,sigue,TP,-,
4761,854,sigue,sigue,TP,-,
4762,7295,sigue,sigue,TP,-,
4763,4807,sigue,sigue,TP,-,
4764,6821,sigue,fue,FP,FN,
4765,8018,fue,fue,TP,-,
4766,3169,sigue,sigue,TP,-,
4767,7947,fue,fue,TP,-,
4768,4514,sigue,sigue,TP,-,
4769,7814,sigue,sigue,TP,-,
4770,7754,sigue,sigue,TP,-,
4771,7717,sigue,fue,FP,FN,
4772,6014,sigue,sigue,TP,-,
4773,7775,sigue,fue,FP,FN,
4774,8025,sigue,fue,FP,FN,
4775,3827,sigue,sigue,TP,-,
4776,7976,sigue,fue,FP,FN,
4777,5412,sigue,sigue,TP,-,
4778,7995,fue,fue,TP,-,
4779,7395,fue,sigue,FP,-,
4780,214,sigue,sigue,TP,-,
4781,7849,sigue,sigue,TP,-,
4782,5232,fue,sigue,FP,-,
4783,8019,fue,sigue,FP,-,
4784,4958,sigue,sigue,TP,-,
4785,7880,fue,fue,TP,-,
4786,3979,sigue,sigue,TP,-,
4787,7902,fue,fue,TP,-,
4788,442,sigue,sigue,TP,-,
4789,7330,sigue,sigue,TP,-,
4790,7846,sigue,sigue,TP,-,
4791,8004,fue,fue,TP,-,
4792,7823,fue,fue,TP,-,
4793,7298,sigue,sigue,TP,-,
4794,7963,fue,sigue,FP,-,
4795,5396,sigue,sigue,TP,-,
4796,8015,fue,fue,TP,-,
4797,7989,fue,sigue,FP,-,
4798,7588,sigue,fue,FP,FN,
4799,7821,sigue,fue,FP,FN,
4800,6203,sigue,sigue,TP,-,
4801,6582,sigue,fue,FP,FN,
4802,7392,fue,fue,TP,-,
4803,7226,sigue,sigue,TP,-,
4804,7885,fue,sigue,FP,-,
4805,3326,sigue,sigue,TP,-,
4806,449,sigue,sigue,TP,-,
4807,6934,sigue,sigue,TP,-,
4808,7137,sigue,sigue,TP,-,
4809,6682,sigue,sigue,TP,-,
4810,1269,sigue,sigue,TP,-,
4811,7037,fue,fue,TP,-,
4812,7890,sigue,sigue,TP,-,
4813,8024,fue,fue,TP,-,
4814,1419,sigue,sigue,TP,-,
4815,7887,fue,fue,TP,-,
4816,3525,sigue,sigue,TP,-,
4817,6885,sigue,sigue,TP,-,
4818,7893,fue,fue,TP,-,
4819,7907,sigue,sigue,TP,-,
4820,4775,sigue,sigue,TP,-,
4821,4832,sigue,sigue,TP,-,
4822,3321,sigue,sigue,TP,-,
4823,7965,fue,fue,TP,-,
4824,624,sigue,sigue,TP,-,
4825,6877,sigue,fue,FP,FN,
4826,4385,sigue,sigue,TP,-,
4827,366,sigue,sigue,TP,-,
4828,6206,sigue,sigue,TP,-,
4829,7618,fue,sigue,FP,-,
4830,7879,fue,fue,TP,-,
4831,6600,fue,sigue,FP,-,
4832,7685,sigue,sigue,TP,-,
4833,7331,sigue,fue,FP,FN,
4834,5933,sigue,sigue,TP,-,
4835,7170,sigue,sigue,TP,-,
4836,5201,sigue,sigue,TP,-,
4837,3890,sigue,sigue,TP,-,
4838,7834,sigue,sigue,TP,-,
4839,1123,sigue,sigue,TP,-,
4840,7959,sigue,fue,FP,FN,
4841,8016,fue,fue,TP,-,
4842,7977,fue,sigue,FP,-,
4843,8021,fue,fue,TP,-,
4844,8027,fue,fue,TP,-,
4845,7986,sigue,fue,FP,FN,
4846,8022,fue,fue,TP,-,
4847,7259,sigue,sigue,TP,-,
4848,7312,fue,fue,TP,-,
4849,7975,fue,fue,TP,-,
4850,7338,sigue,sigue,TP,-,
4851,5677,sigue,sigue,TP,-,
4852,8023,fue,sigue,FP,-,
4853,7943,sigue,sigue,TP,-,
4854,849,sigue,sigue,TP,-,
4855,7536,sigue,sigue,TP,-,
4856,5181,sigue,sigue,TP,-,
4857,5429,sigue,sigue,TP,-,
4858,7655,sigue,fue,FP,FN,
4859,5558,sigue,sigue,TP,-,
4860,7663,sigue,sigue,TP,-,
4861,8010,fue,fue,TP,-,
4862,7773,fue,sigue,FP,-,
4863,1424,sigue,sigue,TP,-,
4864,5280,sigue,sigue,TP,-,
4865,8020,fue,sigue,FP,-,
4866,7994,fue,sigue,FP,-,
4867,6461,sigue,sigue,TP,-,
4868,6765,sigue,sigue,TP,-,
4869,8017,fue,fue,TP,-,
4870,7909,fue,sigue,FP,-,
4871,5000,sigue,sigue,TP,-,
4872,7925,sigue,fue,FP,FN,
4873,5644,fue,sigue,FP,-,
4874,6638,sigue,sigue,TP,-,
4875,7800,fue,sigue,FP,-,
4876,6690,sigue,sigue,TP,-,
4877,7168,sigue,sigue,TP,-,
4878,7991,fue,sigue,FP,-,
4879,4314,sigue,sigue,TP,-,
4880,8032,fue,fue,TP,-,
4881,7848,sigue,sigue,TP,-,
4882,7632,sigue,sigue,TP,-,
4883,7873,sigue,sigue,TP,-,
4884,7801,fue,fue,TP,-,
4885,7061,sigue,fue,FP,FN,
4886,8028,fue,fue,TP,-,
4887,7847,sigue,fue,FP,FN,
4888,7633,sigue,sigue,TP,-,
4889,7984,fue,sigue,FP,-,
4890,7914,sigue,sigue,TP,-,
4891,2897,fue,sigue,FP,-,
4892,8007,fue,sigue,FP,-,
4893,8037,fue,fue,TP,-,
4894,7614,sigue,sigue,TP,-,
4895,3318,sigue,sigue,TP,-,
4896,7804,sigue,sigue,TP,-,
4897,6083,fue,sigue,FP,-,
4898,6766,sigue,sigue,TP,-,
4899,7982,sigue,fue,FP,FN,
4900,4137,sigue,sigue,TP,-,
4901,8009,fue,sigue,FP,-,
4902,7542,sigue,sigue,TP,-,
4903,8033,sigue,fue,FP,FN,
4904,3780,sigue,sigue,TP,-,
4905,6205,sigue,sigue,TP,-,
4906,5027,sigue,sigue,TP,-,
4907,7993,fue,fue,TP,-,
4908,7818,sigue,sigue,TP,-,
4909,7221,fue,sigue,FP,-,
4910,7815,sigue,sigue,TP,-,
4911,6839,sigue,sigue,TP,-,
4912,5646,sigue,sigue,TP,-,
4913,8011,fue,sigue,FP,-,
4914,7708,sigue,sigue,TP,-,
4915,7985,fue,fue,TP,-,
4916,7869,fue,sigue,FP,-,
4917,7973,sigue,sigue,TP,-,
4918,8012,fue,sigue,FP,-,
4919,5679,sigue,fue,FP,FN,
4920,7530,sigue,sigue,TP,-,
4921,6028,sigue,sigue,TP,-,
4922,6565,sigue,sigue,TP,-,
4923,3676,sigue,sigue,TP,-,
4924,3221,sigue,sigue,TP,-,
4925,7779,sigue,sigue,TP,-,
4926,7942,fue,sigue,FP,-,
4927,8035,fue,fue,TP,-,
4928,7845,sigue,sigue,TP,-,
4929,7920,fue,fue,TP,-,
4930,7996,sigue,sigue,TP,-,
4931,2522,sigue,sigue,TP,-,
4932,7990,fue,fue,TP,-,
4933,236,sigue,fue,FP,FN,
4934,7080,sigue,sigue,TP,-,
4935,5965,sigue,sigue,TP,-,
4936,5447,sigue,sigue,TP,-,
4937,7932,fue,fue,TP,-,
4938,6685,sigue,sigue,TP,-,
4939,5549,sigue,sigue,TP,-,
4940,854,sigue,sigue,TP,-,
4941,7295,sigue,sigue,TP,-,
4942,4807,sigue,sigue,TP,-,
4943,6821,sigue,fue,FP,FN,
4944,8018,fue,fue,TP,-,
4945,3169,sigue,sigue,TP,-,
4946,7947,sigue,fue,FP,FN,
4947,4514,sigue,sigue,TP,-,
4948,7814,sigue,sigue,TP,-,
4949,7754,fue,sigue,FP,-,
4950,7717,sigue,fue,FP,FN,
4951,6014,sigue,sigue,TP,-,
4952,7775,sigue,fue,FP,FN,
4953,8025,sigue,fue,FP,FN,
4954,3827,sigue,sigue,TP,-,
4955,7976,sigue,fue,FP,FN,
4956,5412,sigue,sigue,TP,-,
4957,7995,fue,fue,TP,-,
4958,7395,fue,sigue,FP,-,
4959,214,sigue,sigue,TP,-,
4960,7849,sigue,sigue,TP,-,
4961,5232,fue,sigue,FP,-,
4962,8019,fue,sigue,FP,-,
4963,4958,sigue,sigue,TP,-,
4964,7880,fue,fue,TP,-,
4965,3979,sigue,sigue,TP,-,
4966,442,sigue,sigue,TP,-,
4967,7330,sigue,sigue,TP,-,
4968,7846,sigue,sigue,TP,-,
4969,8004,fue,fue,TP,-,
4970,7823,fue,fue,TP,-,
4971,7298,sigue,sigue,TP,-,
4972,7963,sigue,sigue,TP,-,
4973,5396,sigue,sigue,TP,-,
4974,8015,fue,fue,TP,-,
4975,7989,fue,sigue,FP,-,
4976,7588,fue,fue,TP,-,
4977,7821,sigue,fue,FP,FN,
4978,6203,sigue,sigue,TP,-,
4979,6582,sigue,fue,FP,FN,
4980,7392,fue,fue,TP,-,
4981,7226,sigue,sigue,TP,-,
4982,7885,fue,sigue,FP,-,
4983,3326,sigue,sigue,TP,-,
4984,449,fue,sigue,FP,-,
4985,6934,sigue,sigue,TP,-,
4986,7137,sigue,sigue,TP,-,
4987,6682,sigue,sigue,TP,-,
4988,1269,sigue,sigue,TP,-,
4989,7037,fue,fue,TP,-,
4990,7890,sigue,sigue,TP,-,
4991,8031,sigue,sigue,TP,-,
4992,8024,fue,fue,TP,-,
4993,1419,sigue,sigue,TP,-,
4994,7887,sigue,fue,FP,FN,
4995,8026,fue,fue,TP,-,
4996,3525,sigue,sigue,TP,-,
4997,8036,fue,sigue,FP,-,
4998,6885,sigue,sigue,TP,-,
4999,8029,sigue,fue,FP,FN,
5000,7893,fue,fue,TP,-,
5001,7907,sigue,sigue,TP,-,
5002,4775,sigue,sigue,TP,-,
5003,4832,sigue,sigue,TP,-,
5004,3321,sigue,sigue,TP,-,
5005,7965,fue,fue,TP,-,
5006,624,sigue,sigue,TP,-,
5007,6877,sigue,fue,FP,FN,
5008,4385,sigue,sigue,TP,-,
5009,8030,sigue,fue,FP,FN,
5010,366,sigue,sigue,TP,-,
5011,6206,sigue,sigue,TP,-,
5012,8034,fue,fue,TP,-,
5013,7618,sigue,sigue,TP,-,
5014,7879,fue,fue,TP,-,
5015,6600,fue,sigue,FP,-,
5016,7685,sigue,sigue,TP,-,
5017,7331,sigue,fue,FP,FN,
5018,5933,sigue,sigue,TP,-,
5019,7170,sigue,sigue,TP,-,
5020,5201,sigue,sigue,TP,-,
