,codigo_x,prediction,actual,veredict,recall,
2207,4137,sigue,sigue,TP,-,
2208,7913,fue,fue,TP,-,
2209,7542,sigue,sigue,TP,-,
2210,3780,sigue,sigue,TP,-,
2211,6205,sigue,sigue,TP,-,
2212,5027,sigue,sigue,TP,-,
2213,7818,sigue,sigue,TP,-,
2214,7815,fue,sigue,FP,-,
2215,6839,sigue,sigue,TP,-,
2216,5646,sigue,sigue,TP,-,
2217,7708,sigue,sigue,TP,-,
2218,7869,fue,sigue,FP,-,
2219,7882,fue,fue,TP,-,
2220,5679,sigue,fue,FP,FN,
2221,7892,fue,fue,TP,-,
2222,7530,fue,sigue,FP,-,
2223,6028,sigue,sigue,TP,-,
2224,6565,sigue,sigue,TP,-,
2225,7753,sigue,fue,FP,FN,
2226,3676,sigue,sigue,TP,-,
2227,3221,sigue,sigue,TP,-,
2228,7741,fue,fue,TP,-,
2229,7779,sigue,sigue,TP,-,
2230,7845,sigue,sigue,TP,-,
2231,7920,fue,fue,TP,-,
2232,2522,sigue,sigue,TP,-,
2233,236,sigue,fue,FP,FN,
2234,7080,sigue,sigue,TP,-,
2235,5965,sigue,sigue,TP,-,
2236,5447,sigue,sigue,TP,-,
2237,6685,fue,sigue,FP,-,
2238,5549,sigue,sigue,TP,-,
2239,7911,fue,fue,TP,-,
2240,7874,fue,fue,TP,-,
2241,854,sigue,sigue,TP,-,
2242,7295,sigue,sigue,TP,-,
2243,6832,sigue,fue,FP,FN,
2244,4807,sigue,sigue,TP,-,
2245,6821,sigue,fue,FP,FN,
2246,3169,sigue,sigue,TP,-,
2247,4514,sigue,sigue,TP,-,
2248,6379,fue,fue,TP,-,
2249,7814,sigue,sigue,TP,-,
2250,7754,fue,sigue,FP,-,
2251,7717,sigue,fue,FP,FN,
2252,6014,sigue,sigue,TP,-,
2253,7775,sigue,fue,FP,FN,
2254,7551,sigue,fue,FP,FN,
2255,7715,sigue,fue,FP,FN,
2256,3827,sigue,sigue,TP,-,
2257,5412,sigue,sigue,TP,-,
2258,4504,sigue,fue,FP,FN,
2259,7395,sigue,sigue,TP,-,
2260,214,sigue,sigue,TP,-,
2261,7849,fue,sigue,FP,-,
2262,6321,sigue,fue,FP,FN,
2263,5232,fue,sigue,FP,-,
2264,4958,sigue,sigue,TP,-,
2265,7880,fue,fue,TP,-,
2266,3979,sigue,sigue,TP,-,
2267,7902,fue,fue,TP,-,
2268,442,sigue,sigue,TP,-,
2269,7699,fue,fue,TP,-,
2270,7857,fue,fue,TP,-,
2271,7330,sigue,sigue,TP,-,
2272,7719,sigue,fue,FP,FN,
2273,7924,fue,fue,TP,-,
2274,7846,sigue,sigue,TP,-,
2275,7421,sigue,fue,FP,FN,
2276,7776,fue,fue,TP,-,
2277,7823,fue,fue,TP,-,
2278,7298,sigue,sigue,TP,-,
2279,7758,fue,fue,TP,-,
2280,5396,sigue,sigue,TP,-,
2281,5704,sigue,fue,FP,FN,
2282,7588,fue,fue,TP,-,
2283,7821,sigue,fue,FP,FN,
2284,5588,sigue,fue,FP,FN,
2285,6203,sigue,sigue,TP,-,
2286,6582,sigue,fue,FP,FN,
2287,7392,fue,fue,TP,-,
2288,7226,sigue,sigue,TP,-,
2289,7664,fue,fue,TP,-,
2290,7885,fue,sigue,FP,-,
2291,3326,sigue,sigue,TP,-,
2292,449,sigue,sigue,TP,-,
2293,6934,sigue,sigue,TP,-,
2294,7137,sigue,sigue,TP,-,
2295,7923,fue,fue,TP,-,
2296,6682,sigue,sigue,TP,-,
2297,1269,sigue,sigue,TP,-,
2298,7890,sigue,sigue,TP,-,
2299,1419,sigue,sigue,TP,-,
2300,7868,fue,fue,TP,-,
2301,7887,fue,fue,TP,-,
2302,3525,sigue,sigue,TP,-,
2303,6885,sigue,sigue,TP,-,
2304,7893,fue,fue,TP,-,
2305,7907,sigue,sigue,TP,-,
2306,4775,sigue,sigue,TP,-,
2307,7528,fue,fue,TP,-,
2308,4832,sigue,sigue,TP,-,
2309,7824,sigue,fue,FP,FN,
2310,3321,sigue,sigue,TP,-,
2311,2112,sigue,fue,FP,FN,
2312,624,sigue,sigue,TP,-,
2313,6877,sigue,fue,FP,FN,
2314,4385,sigue,sigue,TP,-,
2315,366,sigue,sigue,TP,-,
2316,7917,fue,fue,TP,-,
2317,6206,sigue,sigue,TP,-,
2318,4366,fue,fue,TP,-,
2319,7618,sigue,sigue,TP,-,
2320,7879,fue,fue,TP,-,
2321,6600,sigue,sigue,TP,-,
2322,7685,sigue,sigue,TP,-,
2323,7331,sigue,fue,FP,FN,
2324,5933,sigue,sigue,TP,-,
2325,7170,sigue,sigue,TP,-,
2326,5201,sigue,sigue,TP,-,
2327,3890,sigue,sigue,TP,-,
2328,7834,sigue,sigue,TP,-,
2329,3652,sigue,fue,FP,FN,
2330,1123,sigue,sigue,TP,-,
2331,7593,sigue,fue,FP,FN,
2332,7931,fue,fue,TP,-,
2333,7865,sigue,fue,FP,FN,
2334,7259,sigue,sigue,TP,-,
2335,7312,sigue,fue,FP,FN,
2336,7338,sigue,sigue,TP,-,
2337,5677,sigue,sigue,TP,-,
2338,7737,fue,fue,TP,-,
2339,6210,sigue,fue,FP,FN,
2340,6213,fue,fue,TP,-,
2341,7896,fue,sigue,FP,-,
2342,7812,fue,fue,TP,-,
2343,849,sigue,sigue,TP,-,
2344,7536,sigue,sigue,TP,-,
2345,7430,sigue,fue,FP,FN,
2346,5181,sigue,sigue,TP,-,
2347,5429,fue,sigue,FP,-,
2348,7655,sigue,fue,FP,FN,
2349,7057,fue,fue,TP,-,
2350,5558,sigue,sigue,TP,-,
2351,4746,sigue,fue,FP,FN,
2352,7934,fue,fue,TP,-,
2353,7663,sigue,sigue,TP,-,
2354,7407,sigue,fue,FP,FN,
2355,7828,fue,fue,TP,-,
2356,7773,fue,sigue,FP,-,
2357,7839,sigue,fue,FP,FN,
2358,7922,fue,fue,TP,-,
2359,1424,sigue,sigue,TP,-,
2360,5280,sigue,sigue,TP,-,
2361,7912,fue,fue,TP,-,
2362,7933,fue,fue,TP,-,
2363,7742,sigue,fue,FP,FN,
2364,7883,fue,fue,TP,-,
2365,6461,sigue,sigue,TP,-,
2366,6765,sigue,sigue,TP,-,
2367,7909,fue,sigue,FP,-,
2368,5000,sigue,sigue,TP,-,
2369,7915,fue,fue,TP,-,
2370,7925,sigue,fue,FP,FN,
2371,5644,sigue,sigue,TP,-,
2372,6638,sigue,sigue,TP,-,
2373,7800,fue,sigue,FP,-,
2374,6690,sigue,sigue,TP,-,
2375,7168,sigue,sigue,TP,-,
2376,7901,sigue,fue,FP,FN,
2377,7786,fue,fue,TP,-,
2378,4314,sigue,sigue,TP,-,
2379,7935,fue,fue,TP,-,
2380,7848,fue,sigue,FP,-,
2381,7632,sigue,sigue,TP,-,
2382,7873,sigue,sigue,TP,-,
2383,6504,sigue,fue,FP,FN,
2384,7905,sigue,fue,FP,FN,
2385,7936,fue,fue,TP,-,
2386,7801,fue,fue,TP,-,
2387,7918,fue,fue,TP,-,
2388,7061,sigue,fue,FP,FN,
2389,7847,fue,fue,TP,-,
2390,7633,sigue,sigue,TP,-,
2391,7906,fue,fue,TP,-,
2392,7914,sigue,sigue,TP,-,
2393,2897,sigue,sigue,TP,-,
2394,7614,sigue,sigue,TP,-,
2395,3318,sigue,sigue,TP,-,
2396,7804,sigue,sigue,TP,-,
2397,7921,fue,fue,TP,-,
2398,6083,sigue,sigue,TP,-,
2399,6766,sigue,sigue,TP,-,
2400,4137,sigue,sigue,TP,-,
2401,7913,fue,fue,TP,-,
2402,7542,sigue,sigue,TP,-,
2403,3780,sigue,sigue,TP,-,
2404,6205,sigue,sigue,TP,-,
2405,5027,sigue,sigue,TP,-,
2406,7818,sigue,sigue,TP,-,
2407,7815,sigue,sigue,TP,-,
2408,6839,sigue,sigue,TP,-,
2409,5646,sigue,sigue,TP,-,
2410,7708,fue,sigue,FP,-,
2411,7869,fue,sigue,FP,-,
2412,7882,fue,fue,TP,-,
2413,5679,sigue,fue,FP,FN,
2414,7892,fue,fue,TP,-,
2415,7530,sigue,sigue,TP,-,
2416,6028,sigue,sigue,TP,-,
2417,6565,sigue,sigue,TP,-,
2418,7753,sigue,fue,FP,FN,
2419,3676,sigue,sigue,TP,-,
2420,3221,sigue,sigue,TP,-,
2421,7741,fue,fue,TP,-,
2422,7779,sigue,sigue,TP,-,
2423,7845,sigue,sigue,TP,-,
2424,7920,fue,fue,TP,-,
2425,2522,sigue,sigue,TP,-,
2426,7938,sigue,fue,FP,FN,
2427,236,sigue,fue,FP,FN,
2428,7080,sigue,sigue,TP,-,
2429,5965,sigue,sigue,TP,-,
2430,5447,sigue,sigue,TP,-,
2431,7932,fue,fue,TP,-,
2432,7937,fue,fue,TP,-,
2433,6685,sigue,sigue,TP,-,
2434,7927,fue,fue,TP,-,
2435,5549,sigue,sigue,TP,-,
2436,7911,fue,fue,TP,-,
2437,7874,fue,fue,TP,-,
2438,854,sigue,sigue,TP,-,
2439,7295,sigue,sigue,TP,-,
2440,6832,sigue,fue,FP,FN,
2441,4807,sigue,sigue,TP,-,
2442,6821,sigue,fue,FP,FN,
2443,3169,sigue,sigue,TP,-,
2444,7930,fue,fue,TP,-,
2445,4514,sigue,sigue,TP,-,
2446,6379,sigue,fue,FP,FN,
2447,7814,sigue,sigue,TP,-,
2448,7754,fue,sigue,FP,-,
2449,7717,sigue,fue,FP,FN,
2450,6014,sigue,sigue,TP,-,
2451,7775,fue,fue,TP,-,
2452,7551,sigue,fue,FP,FN,
2453,7715,sigue,fue,FP,FN,
2454,3827,sigue,sigue,TP,-,
2455,5412,sigue,sigue,TP,-,
2456,4504,sigue,fue,FP,FN,
2457,7395,fue,sigue,FP,-,
2458,214,sigue,sigue,TP,-,
2459,7849,sigue,sigue,TP,-,
2460,6321,sigue,fue,FP,FN,
2461,5232,fue,sigue,FP,-,
2462,4958,sigue,sigue,TP,-,
2463,7880,fue,fue,TP,-,
2464,3979,sigue,sigue,TP,-,
2465,7902,fue,fue,TP,-,
2466,442,sigue,sigue,TP,-,
2467,7857,fue,fue,TP,-,
2468,7330,sigue,sigue,TP,-,
2469,7719,sigue,fue,FP,FN,
2470,7924,fue,fue,TP,-,
2471,7846,sigue,sigue,TP,-,
2472,7421,sigue,fue,FP,FN,
2473,7928,fue,fue,TP,-,
2474,7926,fue,fue,TP,-,
2475,7776,sigue,fue,FP,FN,
2476,7823,fue,fue,TP,-,
2477,7298,sigue,sigue,TP,-,
2478,5396,sigue,sigue,TP,-,
2479,5704,sigue,fue,FP,FN,
2480,7503,fue,fue,TP,-,
2481,7588,sigue,fue,FP,FN,
2482,7821,sigue,fue,FP,FN,
2483,5588,sigue,fue,FP,FN,
2484,6203,sigue,sigue,TP,-,
2485,6582,sigue,fue,FP,FN,
2486,7392,fue,fue,TP,-,
2487,7226,sigue,sigue,TP,-,
2488,7664,sigue,fue,FP,FN,
2489,7885,fue,sigue,FP,-,
2490,3326,sigue,sigue,TP,-,
2491,449,fue,sigue,FP,-,
2492,6934,sigue,sigue,TP,-,
2493,7137,sigue,sigue,TP,-,
2494,7923,fue,fue,TP,-,
2495,6682,sigue,sigue,TP,-,
2496,1269,sigue,sigue,TP,-,
2497,7890,sigue,sigue,TP,-,
2498,1419,sigue,sigue,TP,-,
2499,7868,fue,fue,TP,-,
2500,7887,fue,fue,TP,-,
2501,3525,sigue,sigue,TP,-,
2502,6885,sigue,sigue,TP,-,
2503,7893,fue,fue,TP,-,
2504,7907,sigue,sigue,TP,-,
2505,4775,sigue,sigue,TP,-,
2506,4832,sigue,sigue,TP,-,
2507,7824,fue,fue,TP,-,
2508,3321,sigue,sigue,TP,-,
2509,2112,sigue,fue,FP,FN,
2510,624,sigue,sigue,TP,-,
2511,6877,sigue,fue,FP,FN,
2512,4385,sigue,sigue,TP,-,
2513,366,sigue,sigue,TP,-,
2514,7917,fue,fue,TP,-,
2515,6206,sigue,sigue,TP,-,
2516,4366,fue,fue,TP,-,
2517,7618,sigue,sigue,TP,-,
2518,7879,fue,fue,TP,-,
2519,6600,sigue,sigue,TP,-,
2520,7685,sigue,sigue,TP,-,
2521,7331,sigue,fue,FP,FN,
2522,5933,sigue,sigue,TP,-,
2523,7170,sigue,sigue,TP,-,
2524,5201,sigue,sigue,TP,-,
2525,3890,sigue,sigue,TP,-,
2526,7834,sigue,sigue,TP,-,
2527,3652,sigue,fue,FP,FN,
2528,1123,sigue,sigue,TP,-,
2529,7593,sigue,fue,FP,FN,
2530,7931,fue,fue,TP,-,
2531,7865,sigue,fue,FP,FN,
2532,7259,sigue,sigue,TP,-,
2533,7312,sigue,fue,FP,FN,
2534,7338,sigue,sigue,TP,-,
2535,5677,sigue,sigue,TP,-,
2536,7737,fue,fue,TP,-,
2537,6210,sigue,fue,FP,FN,
2538,7896,fue,sigue,FP,-,
2539,7943,fue,sigue,FP,-,
2540,7812,fue,fue,TP,-,
2541,849,sigue,sigue,TP,-,
2542,7536,sigue,sigue,TP,-,
2543,7430,sigue,fue,FP,FN,
2544,5181,sigue,sigue,TP,-,
2545,5429,sigue,sigue,TP,-,
2546,7655,sigue,fue,FP,FN,
2547,7057,fue,fue,TP,-,
2548,5558,sigue,sigue,TP,-,
2549,4746,sigue,fue,FP,FN,
2550,7934,fue,fue,TP,-,
2551,7663,sigue,sigue,TP,-,
2552,7828,fue,fue,TP,-,
2553,7773,fue,sigue,FP,-,
2554,7839,fue,fue,TP,-,
2555,7922,fue,fue,TP,-,
2556,1424,sigue,sigue,TP,-,
2557,5280,sigue,sigue,TP,-,
2558,7912,fue,fue,TP,-,
2559,7933,fue,fue,TP,-,
2560,7742,sigue,fue,FP,FN,
2561,7883,fue,fue,TP,-,
2562,6461,sigue,sigue,TP,-,
2563,6765,sigue,sigue,TP,-,
2564,7909,fue,sigue,FP,-,
2565,5000,sigue,sigue,TP,-,
2566,7915,fue,fue,TP,-,
2567,7925,sigue,fue,FP,FN,
2568,5644,fue,sigue,FP,-,
2569,6638,fue,sigue,FP,-,
2570,7800,fue,sigue,FP,-,
2571,6690,sigue,sigue,TP,-,
2572,7940,fue,fue,TP,-,
2573,7168,sigue,sigue,TP,-,
2574,7901,sigue,fue,FP,FN,
2575,7786,fue,fue,TP,-,
2576,7946,fue,fue,TP,-,
2577,4314,sigue,sigue,TP,-,
2578,7935,fue,fue,TP,-,
2579,7848,fue,sigue,FP,-,
2580,7632,sigue,sigue,TP,-,
2581,7945,fue,fue,TP,-,
2582,7873,fue,sigue,FP,-,
2583,6504,sigue,fue,FP,FN,
2584,7905,sigue,fue,FP,FN,
2585,7936,fue,fue,TP,-,
2586,7801,fue,fue,TP,-,
2587,7918,fue,fue,TP,-,
2588,7061,fue,fue,TP,-,
2589,7847,fue,fue,TP,-,
2590,7941,fue,fue,TP,-,
2591,7633,sigue,sigue,TP,-,
2592,7906,sigue,fue,FP,FN,
2593,7914,sigue,sigue,TP,-,
2594,2897,sigue,sigue,TP,-,
2595,7614,sigue,sigue,TP,-,
2596,3318,sigue,sigue,TP,-,
2597,7804,sigue,sigue,TP,-,
2598,7921,sigue,fue,FP,FN,
2599,6083,sigue,sigue,TP,-,
2600,6766,sigue,sigue,TP,-,
2601,4137,sigue,sigue,TP,-,
2602,7913,fue,fue,TP,-,
2603,7542,sigue,sigue,TP,-,
2604,3780,sigue,sigue,TP,-,
2605,6205,sigue,sigue,TP,-,
2606,5027,sigue,sigue,TP,-,
2607,7818,sigue,sigue,TP,-,
2608,7815,fue,sigue,FP,-,
2609,6839,sigue,sigue,TP,-,
2610,5646,sigue,sigue,TP,-,
2611,7708,sigue,sigue,TP,-,
2612,7869,fue,sigue,FP,-,
2613,7882,fue,fue,TP,-,
2614,5679,sigue,fue,FP,FN,
2615,7892,fue,fue,TP,-,
2616,7530,fue,sigue,FP,-,
2617,6028,sigue,sigue,TP,-,
2618,6565,sigue,sigue,TP,-,
2619,7753,sigue,fue,FP,FN,
2620,3676,sigue,sigue,TP,-,
2621,3221,sigue,sigue,TP,-,
2622,7741,fue,fue,TP,-,
2623,7779,sigue,sigue,TP,-,
2624,7942,fue,sigue,FP,-,
2625,7845,sigue,sigue,TP,-,
2626,7920,fue,fue,TP,-,
2627,2522,sigue,sigue,TP,-,
2628,7938,fue,fue,TP,-,
2629,236,sigue,fue,FP,FN,
2630,7080,sigue,sigue,TP,-,
2631,5965,sigue,sigue,TP,-,
2632,5447,sigue,sigue,TP,-,
2633,7932,fue,fue,TP,-,
2634,7937,fue,fue,TP,-,
2635,6685,fue,sigue,FP,-,
2636,7927,fue,fue,TP,-,
2637,5549,sigue,sigue,TP,-,
2638,7911,fue,fue,TP,-,
2639,7874,fue,fue,TP,-,
2640,854,sigue,sigue,TP,-,
2641,7295,fue,sigue,FP,-,
2642,6832,sigue,fue,FP,FN,
2643,4807,sigue,sigue,TP,-,
2644,6821,sigue,fue,FP,FN,
2645,3169,sigue,sigue,TP,-,
2646,7930,fue,fue,TP,-,
2647,7947,fue,fue,TP,-,
2648,4514,sigue,sigue,TP,-,
2649,6379,fue,fue,TP,-,
2650,7814,sigue,sigue,TP,-,
2651,7754,sigue,sigue,TP,-,
2652,7717,sigue,fue,FP,FN,
2653,6014,sigue,sigue,TP,-,
2654,7775,sigue,fue,FP,FN,
2655,7551,fue,fue,TP,-,
2656,7715,sigue,fue,FP,FN,
2657,3827,sigue,sigue,TP,-,
2658,5412,sigue,sigue,TP,-,
2659,4504,sigue,fue,FP,FN,
2660,7395,fue,sigue,FP,-,
2661,214,sigue,sigue,TP,-,
2662,7849,fue,sigue,FP,-,
2663,6321,sigue,fue,FP,FN,
2664,5232,sigue,sigue,TP,-,
2665,4958,sigue,sigue,TP,-,
2666,7880,fue,fue,TP,-,
2667,3979,sigue,sigue,TP,-,
2668,7902,fue,fue,TP,-,
2669,442,sigue,sigue,TP,-,
2670,7857,fue,fue,TP,-,
2671,7330,sigue,sigue,TP,-,
2672,7719,sigue,fue,FP,FN,
2673,7924,fue,fue,TP,-,
2674,7846,sigue,sigue,TP,-,
2675,7421,sigue,fue,FP,FN,
2676,7928,fue,fue,TP,-,
2677,7776,fue,fue,TP,-,
2678,7823,fue,fue,TP,-,
2679,7298,sigue,sigue,TP,-,
2680,5396,sigue,sigue,TP,-,
2681,5704,sigue,fue,FP,FN,
2682,7503,fue,fue,TP,-,
2683,7944,fue,fue,TP,-,
2684,7588,fue,fue,TP,-,
2685,7821,sigue,fue,FP,FN,
2686,5588,sigue,fue,FP,FN,
2687,6203,sigue,sigue,TP,-,
2688,6582,sigue,fue,FP,FN,
2689,7392,fue,fue,TP,-,
2690,7226,sigue,sigue,TP,-,
2691,7664,sigue,fue,FP,FN,
2692,7885,fue,sigue,FP,-,
2693,3326,sigue,sigue,TP,-,
2694,7939,fue,fue,TP,-,
2695,449,sigue,sigue,TP,-,
2696,6934,sigue,sigue,TP,-,
2697,7137,sigue,sigue,TP,-,
2698,7923,fue,fue,TP,-,
2699,6682,sigue,sigue,TP,-,
2700,1269,sigue,sigue,TP,-,
2701,7890,sigue,sigue,TP,-,
2702,1419,sigue,sigue,TP,-,
2703,7887,fue,fue,TP,-,
2704,3525,sigue,sigue,TP,-,
2705,6885,sigue,sigue,TP,-,
2706,7893,fue,fue,TP,-,
2707,7907,sigue,sigue,TP,-,
2708,4775,sigue,sigue,TP,-,
2709,4832,sigue,sigue,TP,-,
2710,7824,fue,fue,TP,-,
2711,3321,sigue,sigue,TP,-,
2712,2112,sigue,fue,FP,FN,
2713,624,sigue,sigue,TP,-,
2714,6877,sigue,fue,FP,FN,
2715,4385,sigue,sigue,TP,-,
2716,7917,fue,fue,TP,-,
2717,6206,sigue,sigue,TP,-,
2718,4366,fue,fue,TP,-,
2719,7618,sigue,sigue,TP,-,
2720,7879,fue,fue,TP,-,
2721,6600,sigue,sigue,TP,-,
2722,7685,fue,sigue,FP,-,
2723,7331,sigue,fue,FP,FN,
2724,5933,sigue,sigue,TP,-,
2725,7170,sigue,sigue,TP,-,
2726,5201,sigue,sigue,TP,-,
2727,3890,sigue,sigue,TP,-,
2728,7834,sigue,sigue,TP,-,
2729,3652,sigue,fue,FP,FN,
2730,1123,sigue,sigue,TP,-,
2731,7865,fue,fue,TP,-,
2732,7259,sigue,sigue,TP,-,
2733,7312,sigue,fue,FP,FN,
2734,7338,sigue,sigue,TP,-,
2735,5677,sigue,sigue,TP,-,
2736,7737,fue,fue,TP,-,
2737,6210,sigue,fue,FP,FN,
2738,7896,fue,sigue,FP,-,
2739,7943,fue,sigue,FP,-,
2740,7812,fue,fue,TP,-,
2741,849,sigue,sigue,TP,-,
2742,7536,sigue,sigue,TP,-,
2743,7430,sigue,fue,FP,FN,
2744,5181,sigue,sigue,TP,-,
2745,5429,sigue,sigue,TP,-,
2746,7655,sigue,fue,FP,FN,
2747,7057,fue,fue,TP,-,
2748,5558,sigue,sigue,TP,-,
2749,4746,sigue,fue,FP,FN,
2750,7934,fue,fue,TP,-,
2751,7663,sigue,sigue,TP,-,
2752,7828,fue,fue,TP,-,
2753,7773,fue,sigue,FP,-,
2754,1424,sigue,sigue,TP,-,
2755,5280,sigue,sigue,TP,-,
2756,7742,sigue,fue,FP,FN,
2757,7883,fue,fue,TP,-,
2758,6461,sigue,sigue,TP,-,
2759,6765,sigue,sigue,TP,-,
2760,7909,fue,sigue,FP,-,
2761,5000,sigue,sigue,TP,-,
2762,7915,fue,fue,TP,-,
2763,7925,sigue,fue,FP,FN,
2764,5644,sigue,sigue,TP,-,
2765,6638,sigue,sigue,TP,-,
2766,7800,fue,sigue,FP,-,
2767,6690,sigue,sigue,TP,-,
2768,7168,sigue,sigue,TP,-,
2769,7901,fue,fue,TP,-,
2770,7786,sigue,fue,FP,FN,
2771,4314,sigue,sigue,TP,-,
2772,7935,fue,fue,TP,-,
2773,7848,fue,sigue,FP,-,
2774,7632,sigue,sigue,TP,-,
2775,7873,fue,sigue,FP,-,
2776,6504,sigue,fue,FP,FN,
2777,7905,fue,fue,TP,-,
2778,7936,fue,fue,TP,-,
2779,7801,fue,fue,TP,-,
2780,7918,fue,fue,TP,-,
2781,7061,fue,fue,TP,-,
2782,7847,fue,fue,TP,-,
2783,7633,sigue,sigue,TP,-,
2784,7906,sigue,fue,FP,FN,
2785,7914,sigue,sigue,TP,-,
2786,2897,sigue,sigue,TP,-,
2787,7614,sigue,sigue,TP,-,
2788,3318,sigue,sigue,TP,-,
2789,7804,sigue,sigue,TP,-,
2790,7921,fue,fue,TP,-,
2791,6083,sigue,sigue,TP,-,
2792,6766,sigue,sigue,TP,-,
2793,4137,sigue,sigue,TP,-,
2794,7913,fue,fue,TP,-,
2795,7542,sigue,sigue,TP,-,
2796,3780,sigue,sigue,TP,-,
2797,6205,sigue,sigue,TP,-,
2798,5027,sigue,sigue,TP,-,
2799,7949,fue,fue,TP,-,
2800,7818,sigue,sigue,TP,-,
2801,7958,fue,fue,TP,-,
2802,7815,fue,sigue,FP,-,
2803,6839,sigue,sigue,TP,-,
2804,5646,sigue,sigue,TP,-,
2805,7708,sigue,sigue,TP,-,
2806,7869,fue,sigue,FP,-,
2807,7882,sigue,fue,FP,FN,
2808,5679,sigue,fue,FP,FN,
2809,7892,fue,fue,TP,-,
2810,7530,fue,sigue,FP,-,
2811,6028,sigue,sigue,TP,-,
2812,6565,sigue,sigue,TP,-,
2813,7753,sigue,fue,FP,FN,
2814,3676,sigue,sigue,TP,-,
2815,3221,sigue,sigue,TP,-,
2816,7741,fue,fue,TP,-,
2817,7779,sigue,sigue,TP,-,
2818,7942,fue,sigue,FP,-,
2819,7845,sigue,sigue,TP,-,
2820,7920,fue,fue,TP,-,
2821,2522,sigue,sigue,TP,-,
2822,7938,fue,fue,TP,-,
2823,236,sigue,fue,FP,FN,
2824,7080,sigue,sigue,TP,-,
2825,5965,sigue,sigue,TP,-,
2826,5447,sigue,sigue,TP,-,
2827,7932,fue,fue,TP,-,
2828,7937,fue,fue,TP,-,
2829,6685,sigue,sigue,TP,-,
2830,7927,fue,fue,TP,-,
2831,5549,sigue,sigue,TP,-,
2832,7874,fue,fue,TP,-,
2833,854,sigue,sigue,TP,-,
2834,7295,fue,sigue,FP,-,
2835,6832,sigue,fue,FP,FN,
2836,4807,sigue,sigue,TP,-,
2837,7952,sigue,fue,FP,FN,
2838,6821,sigue,fue,FP,FN,
2839,3169,sigue,sigue,TP,-,
2840,7930,fue,fue,TP,-,
2841,7947,fue,fue,TP,-,
2842,4514,sigue,sigue,TP,-,
2843,6379,sigue,fue,FP,FN,
2844,7814,sigue,sigue,TP,-,
2845,7754,sigue,sigue,TP,-,
2846,7717,sigue,fue,FP,FN,
2847,6014,sigue,sigue,TP,-,
2848,7775,sigue,fue,FP,FN,
2849,7715,sigue,fue,FP,FN,
2850,3827,sigue,sigue,TP,-,
2851,5412,sigue,sigue,TP,-,
2852,4504,sigue,fue,FP,FN,
2853,7395,fue,sigue,FP,-,
2854,214,sigue,sigue,TP,-,
2855,7849,fue,sigue,FP,-,
2856,6321,sigue,fue,FP,FN,
2857,5232,fue,sigue,FP,-,
2858,4958,sigue,sigue,TP,-,
2859,7880,fue,fue,TP,-,
2860,3979,sigue,sigue,TP,-,
2861,7902,fue,fue,TP,-,
2862,442,sigue,sigue,TP,-,
2863,7857,fue,fue,TP,-,
2864,7330,sigue,sigue,TP,-,
2865,7719,sigue,fue,FP,FN,
2866,7846,sigue,sigue,TP,-,
2867,7421,sigue,fue,FP,FN,
2868,7928,fue,fue,TP,-,
2869,7950,fue,fue,TP,-,
2870,7776,sigue,fue,FP,FN,
2871,7823,fue,fue,TP,-,
2872,7298,sigue,sigue,TP,-,
2873,5396,sigue,sigue,TP,-,
2874,5704,sigue,fue,FP,FN,
2875,7503,fue,fue,TP,-,
2876,7588,sigue,fue,FP,FN,
2877,7948,fue,fue,TP,-,
2878,7821,sigue,fue,FP,FN,
2879,5588,sigue,fue,FP,FN,
2880,6203,sigue,sigue,TP,-,
2881,6582,sigue,fue,FP,FN,
2882,7392,fue,fue,TP,-,
2883,7226,sigue,sigue,TP,-,
2884,7664,sigue,fue,FP,FN,
2885,7885,fue,sigue,FP,-,
2886,3326,sigue,sigue,TP,-,
2887,7939,fue,fue,TP,-,
2888,449,sigue,sigue,TP,-,
2889,6934,sigue,sigue,TP,-,
2890,7137,sigue,sigue,TP,-,
2891,7951,fue,fue,TP,-,
2892,7923,fue,fue,TP,-,
2893,6682,sigue,sigue,TP,-,
2894,7957,fue,fue,TP,-,
2895,1269,sigue,sigue,TP,-,
2896,7890,sigue,sigue,TP,-,
2897,1419,sigue,sigue,TP,-,
2898,7887,fue,fue,TP,-,
2899,3525,sigue,sigue,TP,-,
2900,6885,sigue,sigue,TP,-,
2901,7893,sigue,fue,FP,FN,
2902,7907,sigue,sigue,TP,-,
2903,4775,sigue,sigue,TP,-,
2904,4832,sigue,sigue,TP,-,
2905,7824,fue,fue,TP,-,
2906,3321,sigue,sigue,TP,-,
2907,2112,sigue,fue,FP,FN,
2908,624,sigue,sigue,TP,-,
2909,6877,sigue,fue,FP,FN,
2910,4385,sigue,sigue,TP,-,
2911,366,sigue,sigue,TP,-,
2912,7917,fue,fue,TP,-,
2913,6206,sigue,sigue,TP,-,
2914,4366,fue,fue,TP,-,
2915,7618,sigue,sigue,TP,-,
2916,7879,fue,fue,TP,-,
2917,6600,fue,sigue,FP,-,
2918,7685,fue,sigue,FP,-,
2919,7331,sigue,fue,FP,FN,
2920,5933,sigue,sigue,TP,-,
2921,7170,sigue,sigue,TP,-,
2922,5201,sigue,sigue,TP,-,
2923,3890,sigue,sigue,TP,-,
2924,7834,sigue,sigue,TP,-,
2925,3652,sigue,fue,FP,FN,
2926,1123,sigue,sigue,TP,-,
2927,7959,fue,fue,TP,-,
